K_1	K_2	mean_K	sd_K	tot_K	H_1	H_2	Hsd_1	Hsd_2	mean_H	sd_H	tot_H	GW_1	GW_2	GWsd_1	GWsd_2	mean_GW	sd_GW	tot_GW	NGW_1	NGW_2	NGWsd_1	NGWsd_2	mean_NGW	sd_NGW	R_1	R_2	Rsd_1	Rsd_2	mean_R	sd_R	tot_R	FST_2_1	DMUSQ_2_1		NPOP1	NPOP2	RSANC	T1	MUTRATE	GEOM
21.1	22.7	21.9	1.13137	41.3	0.969153	0.963077	0.0125746	0.00639028	0.966115	0.00429659	0.979969	0.129995	0.225672	0.051287	0.183626	0.177834	0.0676536	0.187614	0.0952463	0.104612	0.0224493	0.0315356	0.0999292	0.00662258	184.4	155.4	77.1639	81.2516	169.9	20.5061	236	0.0285249	6118		654	95179	61.1307268	111582	5.81028e-04	0.2909225
18.4	9.7	14.05	6.15183	24.8	0.952621	0.848333	0.016108	0.0374465	0.900477	0.0737425	0.933529	0.485618	0.716245	0.134027	0.159185	0.600932	0.163078	0.552817	0.415557	0.228818	0.111743	0.1033	0.322188	0.132044	39.5	13.2	11.8251	3.99444	26.35	18.5969	46.2	0.0801099	441.27		147756	157746	96.6579925	128610	1.64876e-04	0.2013385
23.7	24.4	24.05	0.494975	45.5	0.978427	0.966538	0.00855635	0.0150054	0.972483	0.00840676	0.983294	0.183406	0.331614	0.100025	0.232181	0.25751	0.104799	0.209058	0.108908	0.112942	0.0445079	0.0496367	0.110925	0.00285263	180.5	138.8	114.823	121.12	159.65	29.4864	251.7	0.0230665	4762.26		657	135785	80.0520922	183805	7.40012e-04	0.1275003
6.1	24.3	15.2	12.8693	29.9	0.73629	0.967564	0.0803692	0.00970848	0.851927	0.163535	0.937833	0.86197	0.164738	0.129593	0.14034	0.513354	0.493017	0.193873	0.0499388	0.148571	0.0811368	0.143795	0.0992549	0.0697435	6.3	218.9	2.66875	110.8	112.6	150.331	253.5	0.143673	29284.7		105654	83942	4.2718517	48470	1.85672e-04	0.1230513
9.3	17.1	13.2	5.51543	24.6	0.853831	0.93859	0.0692579	0.00862041	0.89621	0.0599337	0.94374	0.763012	0.275897	0.203788	0.132245	0.519455	0.344442	0.315574	0.125117	0.226082	0.0856962	0.134449	0.175599	0.0713932	13	73.7	8.01388	32.5953	43.35	42.9214	93.2	0.0864245	1861.44		163078	68291	6.2223923	152184	7.66557e-04	0.2198630
8	21	14.5	9.19239	25.7	0.825806	0.953462	0.0426755	0.0172646	0.889634	0.0902658	0.942723	0.917381	0.496594	0.0979668	0.19677	0.706988	0.297541	0.50593	0.156032	0.416578	0.0594882	0.16566	0.286305	0.184234	7.8	52.3	1.68655	34.4482	30.05	31.4663	58.6	0.0925214	599.68		21447	40722	79.7378158	121807	1.00109e-04	0.1659947
17.9	26.9	22.4	6.36396	41.3	0.956653	0.976538	0.0132462	0.00963294	0.966596	0.014061	0.980634	0.543506	0.445087	0.139014	0.135769	0.494296	0.0695927	0.518542	0.233208	0.346176	0.100414	0.127771	0.289692	0.0798811	34.2	70.4	10.4009	41.4091	52.3	25.5973	90.1	0.0259317	2481.05		124445	55567	32.4299958	200403	3.51133e-04	0.2929887
16.9	25.8	21.35	6.29325	41.5	0.940121	0.971154	0.0212529	0.0139561	0.955637	0.0219436	0.977934	0.436731	0.203408	0.247303	0.166473	0.32007	0.164984	0.203883	0.0843902	0.125029	0.0483892	0.062309	0.104709	0.0287357	64.1	263.8	54.4742	272.151	163.95	141.209	295.7	0.0410489	8178.09		158516	127662	81.3070842	96856	8.93387e-04	0.2903151
16.7	25.9	21.3	6.50538	40.5	0.945766	0.974231	0.0242951	0.00751092	0.959998	0.0201275	0.97903	0.408098	0.263329	0.258741	0.199391	0.335714	0.102367	0.203105	0.0836474	0.128022	0.038544	0.0596097	0.105835	0.0313777	77.8	170	82.9576	128.418	123.9	65.1952	242	0.0348813	18818.6		77468	40926	27.7263169	113683	2.66632e-04	0.2678964
12.9	26	19.45	9.2631	38	0.911895	0.974487	0.0271999	0.00684962	0.943191	0.0442592	0.97367	0.392096	0.122418	0.307378	0.0584552	0.257257	0.190692	0.1633	0.0536925	0.113351	0.0173126	0.0492021	0.0835217	0.0421849	97.9	247.2	120.199	86.4944	172.55	105.571	263.6	0.0536936	17206.1		59370	159931	67.8310010	65727	4.46219e-04	0.1409003
19.1	14.7	16.9	3.11127	31.3	0.961089	0.923205	0.0130331	0.0278431	0.942147	0.0267877	0.964397	0.427499	0.68407	0.180462	0.20669	0.555785	0.181423	0.483043	0.311496	0.234328	0.176111	0.122613	0.272912	0.054566	53.1	24.2	26.606	15.6971	38.65	20.4354	86.8	0.0493098	5905.8		66581	92289	46.4450122	67076	2.63310e-04	0.1214282
23.4	29	26.2	3.9598	47.7	0.977218	0.980513	0.009411	0.00685894	0.978865	0.00232997	0.985329	0.186856	0.207957	0.0828492	0.0613719	0.197406	0.0149205	0.286753	0.139061	0.175029	0.0364163	0.0512229	0.157045	0.0254333	142.6	150.5	55.5502	49.3992	146.55	5.58614	175.2	0.0126369	1706.25		142871	72995	86.5728030	133256	8.41836e-04	0.2519098
19	14.1	16.55	3.46482	31	0.954435	0.913077	0.0355637	0.0365368	0.933756	0.0292449	0.959507	0.464711	0.67546	0.203969	0.210041	0.570086	0.149022	0.519985	0.327293	0.233538	0.137033	0.0871482	0.280416	0.0662943	51.4	22.8	31.851	11.5547	37.1	20.2233	65.1	0.0568492	764.391		150118	64828	14.2315371	170906	9.27250e-04	0.1511417
21.4	13.1	17.25	5.86899	33.4	0.967339	0.889872	0.0133667	0.0370858	0.928605	0.0547774	0.958959	0.316373	0.808981	0.185175	0.127596	0.562677	0.348326	0.350272	0.22384	0.141828	0.081681	0.0672709	0.182834	0.057991	94.9	15.5	61.5548	3.95109	55.2	56.1443	109.7	0.0698979	2710.66		163768	3246	66.2881733	223251	2.62519e-04	0.2072235
10.3	10.5	10.4	0.141421	19.8	0.859677	0.862949	0.0467754	0.0358895	0.861313	0.00231316	0.927778	0.825066	0.744196	0.120663	0.153554	0.784631	0.057184	0.538569	0.293367	0.290387	0.17378	0.150242	0.291877	0.002107	11.7	13.6	2.75076	3.43835	12.65	1.3435	46.5	0.133168	1808.51		53421	129158	73.8845955	162329	3.23921e-04	0.2785961
15.9	15.7	15.8	0.141421	29.7	0.941935	0.927821	0.0178768	0.0214447	0.934878	0.00998079	0.962911	0.580553	0.772454	0.133386	0.155032	0.676503	0.135694	0.478511	0.271237	0.256836	0.13023	0.10168	0.264036	0.0101831	27.5	20.6	6.60387	8.51404	24.05	4.87904	68.6	0.0580729	2835.18		123190	51550	41.1820373	214695	9.59777e-04	0.2038976
17.5	10.6	14.05	4.87904	27.4	0.950202	0.877308	0.0120237	0.0229185	0.913755	0.0515438	0.951291	0.472777	0.623404	0.265165	0.202991	0.54809	0.106509	0.376046	0.239338	0.147144	0.12166	0.0802395	0.193241	0.0651916	55.2	19.2	43.0576	11.9703	37.2	25.4558	86.7	0.0838719	3604.45		42973	93787	49.5954531	62030	4.60175e-04	0.2251664
11.3	12	11.65	0.494975	21.4	0.896774	0.88359	0.0274602	0.0304458	0.890182	0.00932281	0.938341	0.584071	0.702617	0.22258	0.223108	0.643344	0.0838252	0.468363	0.246331	0.281717	0.0767814	0.166882	0.264024	0.0250214	23.1	18.9	15.0883	10.3757	21	2.96985	48.7	0.0989487	1086.71		26651	74321	54.1430944	114116	2.92215e-04	0.2298058
20.7	19.5	20.1	0.848528	34.8	0.964113	0.950256	0.0164287	0.0225226	0.957185	0.00979802	0.97007	0.399675	0.522399	0.14003	0.222074	0.461037	0.086779	0.482544	0.291382	0.273133	0.0830725	0.0886104	0.282257	0.0129039	57.8	46.3	26.7158	30.0446	52.05	8.13173	77.6	0.0277648	1096.1		114591	130212	6.0832371	40283	9.38989e-04	0.1983415
17.4	11.8	14.6	3.9598	26.9	0.951008	0.874615	0.0127174	0.043681	0.912812	0.0540178	0.948552	0.542921	0.752071	0.224438	0.193127	0.647496	0.147892	0.472187	0.313597	0.221987	0.200523	0.16822	0.267792	0.064778	46	16.1	41.9179	6.96738	31.05	21.1425	76.9	0.0810157	2885.44		117789	15131	4.9511477	164793	3.08529e-04	0.2323936
14.2	14.2	14.2	0	26.5	0.930847	0.895	0.0271334	0.0434868	0.912923	0.0253475	0.948983	0.612464	0.386365	0.22677	0.248716	0.499415	0.159876	0.394492	0.217209	0.212601	0.140321	0.0980519	0.214905	0.00325813	28.6	66.5	23.623	67.9873	47.55	26.7993	89.5	0.077101	1998.09		178543	49183	86.8766439	182755	1.72850e-04	0.1396861
19.2	24.2	21.7	3.53553	40.9	0.958468	0.967821	0.0099317	0.0165451	0.963144	0.00661341	0.97903	0.298069	0.240458	0.168929	0.137448	0.269264	0.0407371	0.292106	0.139463	0.168401	0.0580043	0.0558242	0.153932	0.0204623	85.1	117.6	46.4721	51.1733	101.35	22.981	154.2	0.0308291	2729.33		125382	75896	78.2440994	192885	4.91412e-04	0.1540276
13	18.9	15.95	4.17193	29	0.90746	0.944103	0.0447648	0.0128234	0.925781	0.0259104	0.956338	0.572794	0.618752	0.272971	0.179105	0.595773	0.032497	0.599359	0.274005	0.405256	0.107524	0.170265	0.33963	0.0928082	30.8	32.5	25.7328	12.1037	31.65	1.20208	55.2	0.0577195	772.52		136625	33656	95.5007405	158857	9.54018e-04	0.2377738
11	12.3	11.65	0.919239	21	0.892339	0.886923	0.0392694	0.0217806	0.889631	0.00382943	0.939945	0.716279	0.728324	0.244821	0.276942	0.722301	0.00851695	0.422015	0.245293	0.284733	0.205909	0.268708	0.265013	0.0278884	19.3	23	18.0988	23.1421	21.15	2.6163	68	0.102068	3892.44		189480	38389	59.6238095	51441	4.40787e-04	0.2173667
13.3	23.7	18.5	7.35391	34.9	0.919758	0.964744	0.0299915	0.0112783	0.942251	0.0318096	0.97097	0.769922	0.389712	0.115815	0.26005	0.579817	0.268849	0.350893	0.140928	0.243651	0.104565	0.153639	0.19229	0.0726359	16.7	91.4	4.34741	58.6026	54.05	52.8209	131.5	0.0523711	8435.78		163	74106	38.8687915	184890	7.85934e-04	0.2513754
14	17.1	15.55	2.19203	30	0.914516	0.934487	0.0254703	0.0172583	0.924502	0.0141217	0.961581	0.141974	0.244755	0.0761476	0.120736	0.193364	0.0726771	0.241572	0.112333	0.137065	0.0498059	0.0616071	0.124699	0.0174885	119.8	91.9	49.2405	56.8066	105.85	19.7283	140.3	0.0719498	3056.92		178562	167077	68.6285950	193692	7.56708e-04	0.1260113
18.1	12.6	15.35	3.88909	26.4	0.956048	0.898462	0.0130591	0.0303617	0.927255	0.0407201	0.951252	0.544955	0.898266	0.188798	0.110921	0.72161	0.249828	0.571548	0.415804	0.278918	0.189746	0.114998	0.347361	0.0967927	38.2	13.6	20.2912	5.46097	25.9	17.3948	50.9	0.0556899	794.273		188578	192994	41.6349011	237954	5.02447e-04	0.2049406
16.8	19.2	18	1.69706	28.7	0.948185	0.948333	0.0140021	0.0207346	0.948259	0.000104545	0.96025	0.454209	0.386878	0.22429	0.188303	0.420544	0.0476103	0.527479	0.327856	0.364984	0.185871	0.190716	0.34642	0.0262537	45.5	56.9	25.8124	22.2583	51.2	8.06102	61.8	0.0246119	88.3638		140360	76301	5.4785734	237224	7.20347e-04	0.1690753
19.8	25	22.4	3.67696	41.7	0.961694	0.970641	0.0165164	0.01492	0.966167	0.00632682	0.980516	0.314884	0.313144	0.13518	0.249451	0.314014	0.00123034	0.316432	0.15308	0.19807	0.0953036	0.156305	0.175575	0.0318127	82.9	154.2	64.0528	123.494	118.55	50.4167	190.4	0.0277906	8478.34		98329	43782	68.6599380	101228	8.73239e-04	0.1949645
14.2	5.2	9.7	6.36396	18	0.926613	0.687179	0.022615	0.130857	0.806896	0.169305	0.871714	0.375918	0.943056	0.208889	0.10886	0.659487	0.401026	0.389293	0.315458	0.110384	0.171456	0.0422842	0.212921	0.145009	47.1	4.6	25.3747	1.83787	25.85	30.052	52.6	0.165009	638.012		153864	11566	55.9330029	51776	9.74315e-04	0.2901776
10.5	14.7	12.6	2.96985	23.6	0.874194	0.909744	0.0427284	0.0699634	0.891969	0.0251377	0.943349	0.705591	0.732651	0.183727	0.0927652	0.719121	0.0191349	0.529243	0.232402	0.350549	0.113347	0.192242	0.291475	0.0835425	15.8	19.6	9.62404	6.07728	17.7	2.68701	56.7	0.099284	2603.65		51187	132387	96.2886247	213090	3.69095e-04	0.2820399
12.5	17	14.75	3.18198	27.7	0.898992	0.932692	0.0345753	0.0219514	0.915842	0.0238298	0.955477	0.52291	0.377334	0.274423	0.224384	0.450122	0.102937	0.277589	0.124572	0.17994	0.0715121	0.123833	0.152256	0.0391509	37.6	94.3	35.208	110.245	65.95	40.093	143.6	0.0758266	3371.53		113740	60423	11.3262186	27650	9.15082e-04	0.2207065
17.6	20.6	19.1	2.12132	36.2	0.941532	0.950128	0.0179575	0.0172053	0.94583	0.00607825	0.970462	0.445514	0.607143	0.195579	0.135974	0.526329	0.114289	0.411529	0.193989	0.250221	0.121142	0.185	0.222105	0.0397618	57.6	34.8	56.2143	10.7166	46.2	16.122	129.6	0.0484703	12874.3		39575	145797	50.5026654	82916	3.32525e-04	0.2807659
7.6	20.8	14.2	9.33381	28.2	0.828024	0.950769	0.0423766	0.026352	0.889397	0.0867938	0.951369	0.788743	0.487159	0.229322	0.236377	0.637951	0.213252	0.295509	0.08067	0.217917	0.0439663	0.119874	0.149294	0.0970485	9.9	78	5.27994	100.466	43.95	48.154	122.4	0.109074	4521.22		163543	188596	81.0951779	85664	7.65247e-04	0.2622522
11.2	17.4	14.3	4.38406	26.8	0.891935	0.934103	0.0299825	0.0189119	0.913019	0.0298166	0.954108	0.580013	0.357308	0.258643	0.233432	0.46866	0.157476	0.43237	0.197423	0.28982	0.15755	0.200231	0.243621	0.0653344	28.6	70.1	27.5084	43.9152	49.35	29.3449	81.5	0.0778086	1237.72		100312	46275	87.2433973	216317	5.05677e-04	0.2638953
20.4	25.4	22.9	3.53553	41.4	0.964113	0.97359	0.0184243	0.00802236	0.968851	0.00670114	0.980751	0.204912	0.263735	0.142763	0.215311	0.234323	0.041594	0.273946	0.137246	0.168683	0.0689709	0.0731297	0.152965	0.0222288	130.3	146	66.6901	87.1945	138.15	11.1016	175.4	0.0228623	2201.34		112358	128255	85.1798685	116014	1.36735e-04	0.2687261
23.5	17.4	20.45	4.31335	38.6	0.977419	0.938077	0.00986783	0.0173806	0.957748	0.0278193	0.973631	0.199804	0.465201	0.0784931	0.180253	0.332503	0.187664	0.259592	0.159491	0.117532	0.0495358	0.0387882	0.138511	0.0296691	141.1	45.1	80.0895	27.1353	93.1	67.8823	163.2	0.0365075	7273.87		65512	194563	87.6232104	204389	7.16374e-04	0.2570891
18.5	23.6	21.05	3.60624	38.4	0.958468	0.963077	0.0160504	0.0163044	0.960772	0.00325918	0.974218	0.183902	0.244419	0.0957442	0.142808	0.214161	0.0427922	0.277036	0.132246	0.172782	0.0510228	0.0757527	0.152514	0.0286631	123.6	128.3	59.5916	70.1602	125.95	3.3234	158.9	0.0266595	2990.45		105597	109732	40.7649828	118813	6.39665e-04	0.1095788
20.6	22.8	21.7	1.55563	40.6	0.967742	0.965385	0.012892	0.0154911	0.966563	0.00166688	0.979695	0.253986	0.204132	0.184108	0.158068	0.229059	0.0352514	0.181525	0.094405	0.105077	0.0471815	0.0485372	0.0997409	0.00754616	117.1	174.2	76.3362	136.01	145.65	40.3758	292.9	0.02668	58323.8		194704	107689	18.5020826	184522	7.01429e-04	0.1303970
16.9	5	10.95	8.41457	20.3	0.95	0.676282	0.0161794	0.104923	0.813141	0.193548	0.882981	0.57334	0.845476	0.131091	0.121304	0.709408	0.19243	0.573725	0.476701	0.142532	0.120621	0.0379469	0.309616	0.236293	30.5	5	11.8907	1.1547	17.75	18.0312	35.7	0.176303	266.451		77924	122932	81.0004824	150633	8.15625e-04	0.1910729
8.6	9.4	9	0.565685	17.3	0.845565	0.834872	0.0487331	0.0698422	0.840218	0.0075609	0.916823	0.730408	0.831185	0.166736	0.131175	0.780796	0.07126	0.51845	0.274965	0.275505	0.200301	0.155131	0.275235	0.000382347	11.7	10.8	5.63816	4.80278	11.25	0.636396	53.4	0.155153	4653.51		116636	119176	42.5607347	96074	3.94228e-04	0.1240403
11.7	8.9	10.3	1.9799	19.4	0.897177	0.844744	0.0488423	0.0434616	0.870961	0.0370763	0.926408	0.682568	0.769747	0.144545	0.139329	0.726158	0.0616452	0.488274	0.309711	0.238407	0.225779	0.147351	0.274059	0.0504197	17	11.2	6.48074	4.91709	14.1	4.10122	53.1	0.118523	2545.23		15248	129843	32.1329043	44806	6.92000e-04	0.1420935
15.4	24.4	19.9	6.36396	38	0.936895	0.968077	0.027775	0.0133022	0.952486	0.0220488	0.976252	0.162333	0.174494	0.14971	0.224201	0.168413	0.00859926	0.124549	0.0513934	0.0795316	0.0215652	0.0280405	0.0654625	0.0198967	160	260.2	114.244	143.506	210.1	70.8521	334.5	0.0439801	13558.9		186070	55954	75.8040483	47937	6.41229e-04	0.2174357
21.2	15.1	18.15	4.31335	34.2	0.967944	0.922179	0.0136228	0.0256841	0.945062	0.0323601	0.966667	0.310716	0.612841	0.120461	0.209192	0.461778	0.213634	0.427264	0.277271	0.189659	0.1148	0.0629564	0.233465	0.0619508	81.7	26.3	47.5139	9.95601	54	39.1737	91.7	0.0488133	1551.85		84446	177379	42.1063282	95660	1.49644e-04	0.2990775
19.2	11.2	15.2	5.65685	26.6	0.954839	0.865	0.0256647	0.0448211	0.909919	0.0635256	0.941393	0.41499	0.802005	0.177445	0.170507	0.608497	0.273661	0.5133	0.373882	0.225472	0.158066	0.135253	0.299677	0.104942	57.1	13.9	33.02	5.48635	35.5	30.547	60.9	0.0747529	870.004		47376	193181	21.5624421	145576	1.69830e-04	0.2841231
21.8	25.4	23.6	2.54558	45.3	0.970161	0.970128	0.0110755	0.0145431	0.970145	2.33948e-05	0.983451	0.305328	0.404745	0.156205	0.190738	0.355037	0.0702987	0.336658	0.164447	0.187488	0.0723612	0.0767241	0.175968	0.0162921	95	98.3	63.133	96.177	96.65	2.33345	161.3	0.0266616	5230.72		153592	135668	65.1575519	202342	2.25556e-04	0.1948786
21	8	14.5	9.19239	27	0.968347	0.798205	0.0123572	0.0692366	0.883276	0.120308	0.927465	0.444746	0.764636	0.148719	0.220206	0.604691	0.226196	0.513319	0.394832	0.156266	0.109261	0.0601361	0.275549	0.168692	52.6	10.8	23.0565	5.84618	31.7	29.5571	56.2	0.109716	243.032		171039	49742	79.0440333	93770	8.34025e-04	0.1024899
20.7	20	20.35	0.494975	38	0.96875	0.95359	0.0100694	0.014826	0.96117	0.0107199	0.976839	0.348447	0.602409	0.0870322	0.184586	0.475428	0.179578	0.505644	0.277673	0.268174	0.0702148	0.065755	0.272924	0.00671663	63.3	37.9	23.1951	24.9998	50.6	17.9605	77.1	0.0332408	411.456		125227	17424	11.7298647	220950	6.88444e-04	0.2345735
14.9	20.8	17.85	4.17193	34.5	0.929032	0.958462	0.0253744	0.0127663	0.943747	0.0208096	0.970501	0.601092	0.247236	0.239333	0.188452	0.424164	0.250214	0.281501	0.120729	0.166805	0.0704448	0.087606	0.143767	0.0325805	36.3	115.5	39.6794	61.1851	75.9	56.0029	158.4	0.0502927	7966.92		183104	84742	39.8983307	86670	5.32705e-04	0.2749046
8	12.8	10.4	3.39411	18.5	0.808669	0.902308	0.0621373	0.0368058	0.855489	0.0662123	0.919914	0.910029	0.709037	0.110376	0.228192	0.809533	0.142123	0.677639	0.319478	0.497047	0.183695	0.230598	0.408262	0.125561	7.9	21	2.42441	14.3836	14.45	9.2631	30.3	0.120519	321.007		137534	180967	94.4147591	168405	2.58743e-04	0.2705055
23.5	21.1	22.3	1.69706	41.4	0.978831	0.955385	0.00725371	0.015746	0.967108	0.0165788	0.979343	0.172207	0.323821	0.0953165	0.215728	0.248014	0.107207	0.226071	0.130232	0.11678	0.0742846	0.0659564	0.123506	0.00951246	182.2	115.6	100.695	97.2228	148.9	47.0933	220	0.0273018	4896.85		53088	165506	85.8636869	28513	3.45201e-04	0.2290657
18.4	11.2	14.8	5.09117	28.4	0.953629	0.883846	0.0163791	0.0232833	0.918738	0.0493439	0.953678	0.505409	0.771962	0.186805	0.153044	0.638686	0.188482	0.473849	0.309537	0.191827	0.1439	0.0953233	0.250682	0.0832338	43.3	14.4	25.7813	5.52167	28.85	20.4354	71.4	0.0783223	2166.17		116945	168745	16.2284220	224603	5.03307e-04	0.2856995
21.7	27.4	24.55	4.03051	47.6	0.967944	0.975769	0.0137875	0.00620615	0.971856	0.00553359	0.984507	0.150132	0.12231	0.0938961	0.063112	0.136221	0.0196731	0.17977	0.0815026	0.103658	0.0352753	0.0430799	0.0925804	0.0156664	185.8	289.4	90.3964	151.717	237.6	73.2563	314.4	0.0244502	7168.74		134372	199703	48.7970570	58055	8.49939e-04	0.1361275
14.8	13.9	14.35	0.636396	27.7	0.929032	0.898462	0.021034	0.0415379	0.913747	0.0216168	0.954304	0.673387	0.650358	0.133978	0.147599	0.661873	0.0162844	0.438817	0.230151	0.229606	0.104931	0.131329	0.229879	0.000385363	21.9	21.2	6.64078	6.64664	21.55	0.494975	76.9	0.0847738	4755.94		61643	66409	2.1845283	155092	4.23563e-04	0.1450124
15.4	14.4	14.9	0.707107	29.1	0.936089	0.914872	0.0177055	0.0314804	0.92548	0.0150026	0.960329	0.328712	0.627617	0.196993	0.182864	0.478165	0.211358	0.339548	0.181863	0.1735	0.0963765	0.101726	0.177681	0.00591355	72.9	26.7	53.9083	19.0324	49.8	32.6683	101.5	0.072278	4875.33		131142	188086	81.9578440	168082	5.64170e-04	0.1988357
11.4	16.9	14.15	3.88909	27.1	0.885887	0.92859	0.0471121	0.0307101	0.907238	0.0301953	0.952582	0.511395	0.434319	0.191855	0.224979	0.472857	0.0545004	0.353602	0.149153	0.219818	0.078068	0.102501	0.184486	0.0499675	35.2	52.7	47.9347	38.4218	43.95	12.3744	92.6	0.0860732	2557.04		177985	2394	8.6229935	228241	8.71773e-04	0.2774171
6.1	17.8	11.95	8.27315	22.5	0.713306	0.940641	0.127702	0.0155974	0.826974	0.16075	0.918427	0.80496	0.332812	0.204625	0.135114	0.568886	0.333859	0.39197	0.110053	0.311349	0.0677864	0.116933	0.210701	0.142338	8.6	64.1	9.3832	34.8535	36.35	39.2444	66.9	0.157208	674.089		68216	125523	59.8788993	243316	1.33863e-04	0.1946378
15.1	27.9	21.5	9.05097	43	0.933266	0.980256	0.0256691	0.00613958	0.956761	0.0332271	0.981025	0.59471	0.157233	0.187528	0.100748	0.375972	0.309343	0.173855	0.0617929	0.112062	0.030322	0.048648	0.0869275	0.0355456	28.1	250.4	16.6029	154.926	139.25	157.19	300.8	0.0429808	30637.9		73062	116795	40.1738592	209665	9.23119e-04	0.1511443
13.8	7.7	10.75	4.31335	19.7	0.922782	0.796282	0.0343078	0.0504217	0.859532	0.0894492	0.91561	0.629643	0.802336	0.123933	0.14991	0.71599	0.122112	0.523358	0.381036	0.208619	0.208361	0.11665	0.294828	0.121917	22.2	8.8	8.9169	2.65832	15.5	9.47523	49.4	0.129164	2311.06		43874	149447	8.5322005	94349	2.09453e-04	0.2364405
12.6	20.5	16.55	5.58614	32.6	0.904839	0.957179	0.0260246	0.018747	0.931009	0.0370105	0.967645	0.566725	0.586717	0.142169	0.296192	0.576721	0.014137	0.480588	0.183251	0.306423	0.0788274	0.143629	0.244837	0.0870959	22.9	55.4	8.25227	54.5796	39.15	22.981	87.4	0.0671049	3944.6		192534	50794	74.1331205	239948	2.42282e-04	0.1770721
11	19.2	15.1	5.79828	29.1	0.88004	0.938718	0.0263086	0.0197674	0.909379	0.0414913	0.954812	0.736854	0.373998	0.219338	0.229489	0.555426	0.256578	0.297035	0.111389	0.197698	0.0536929	0.102036	0.154543	0.0610296	16.8	70.3	12.2547	39.1267	43.55	37.8302	115.7	0.0843017	8687.47		60984	191422	24.4977008	68178	8.64550e-04	0.2949860
18.1	29.1	23.6	7.77817	45.2	0.954032	0.981026	0.0128499	0.00933934	0.967529	0.0190872	0.983529	0.227613	0.206931	0.169616	0.0818655	0.217272	0.0146242	0.276661	0.1134	0.179152	0.0492825	0.0692267	0.146276	0.0464938	110.8	169.9	54.3912	93.4517	140.35	41.79	190.6	0.0289294	9286.3		112743	17676	59.6880471	175116	3.09105e-04	0.2155087
11.1	23	17.05	8.41457	32.1	0.893347	0.964872	0.0280565	0.0050637	0.929109	0.0505758	0.963967	0.711311	0.278337	0.152148	0.090608	0.494824	0.306159	0.35111	0.120837	0.251846	0.0325785	0.0631498	0.186342	0.0926372	15.5	90.2	5.27573	31.9367	52.85	52.8209	96.4	0.0617763	1331.68		192334	112195	24.6556116	185544	5.10915e-04	0.2354623
15.2	9.9	12.55	3.74767	23.3	0.932056	0.862179	0.0153264	0.0411645	0.897118	0.0494105	0.940689	0.695352	0.917639	0.105599	0.0970723	0.806495	0.157181	0.584707	0.395116	0.258553	0.186327	0.14008	0.326835	0.0965645	21.5	9.9	5.83571	2.84605	15.7	8.20244	46.5	0.096122	1455.58		52555	80448	19.9178286	219452	5.30050e-04	0.1260768
21.2	16.6	18.9	3.25269	34.9	0.968145	0.932436	0.0127794	0.0257267	0.950291	0.0252503	0.969131	0.378619	0.612904	0.160473	0.184812	0.495762	0.165664	0.460089	0.293964	0.225535	0.13484	0.104714	0.25975	0.0483865	66.3	28.5	33.3135	10.7108	47.4	26.7286	84.4	0.0421211	1863.19		38001	186563	76.6598190	226202	1.48415e-04	0.2765190
20.1	22.2	21.15	1.48492	36.4	0.959677	0.964231	0.0129619	0.00611723	0.961954	0.0032197	0.972418	0.331825	0.529659	0.173097	0.148056	0.430742	0.13989	0.422813	0.235169	0.260831	0.0839099	0.0968573	0.248	0.018146	76.5	44.6	39.9924	16.6079	60.55	22.5567	94.3	0.0207363	958.383		64784	50640	3.0686731	234602	7.64161e-04	0.1920164
18.8	14.3	16.55	3.18198	31.6	0.958669	0.908077	0.0143902	0.0318773	0.933373	0.0357743	0.961776	0.610237	0.739049	0.111792	0.193363	0.674643	0.0910839	0.467757	0.294359	0.220273	0.189231	0.149291	0.257316	0.0523862	30.5	20.4	5.1908	10.0907	25.45	7.14178	81.1	0.0629326	4211.24		102355	160867	33.7356948	179833	4.27748e-04	0.1474529
23.1	9.3	16.2	9.75807	29.7	0.978024	0.83859	0.00647746	0.0523795	0.908307	0.098595	0.93971	0.40205	0.770744	0.174181	0.170333	0.586397	0.260706	0.483494	0.387791	0.156299	0.177406	0.0917399	0.272045	0.163689	69.2	11.6	37.2493	3.53396	40.4	40.7294	71.6	0.0803092	403.696		198663	163426	54.8060405	74724	8.47346e-04	0.2982462
2.4	4.7	3.55	1.62635	7	0.287903	0.601667	0.205809	0.174107	0.444785	0.221864	0.723005	0.933333	0.858333	0.140546	0.222396	0.895833	0.053033	0.53472	0.190947	0.36044	0.107079	0.187068	0.275693	0.11985	1.6	5.3	0.699206	3.6833	3.45	2.6163	15.4	0.529035	214.643		98570	6070	48.7074804	215591	9.11381e-04	0.1550992
18.5	18.9	18.7	0.282843	36.2	0.95625	0.945385	0.0157909	0.0137445	0.950817	0.00768299	0.973474	0.331452	0.536216	0.214664	0.264038	0.433834	0.14479	0.392203	0.198564	0.205007	0.05614	0.0574402	0.201786	0.00455541	74.3	46.1	35.2422	28.1679	60.2	19.9404	96.2	0.0466376	1011.21		12449	10443	92.6506349	95500	5.08554e-04	0.1778835
