K_1	K_2	mean_K	sd_K	tot_K	H_1	H_2	Hsd_1	Hsd_2	mean_H	sd_H	tot_H	GW_1	GW_2	GWsd_1	GWsd_2	mean_GW	sd_GW	tot_GW	NGW_1	NGW_2	NGWsd_1	NGWsd_2	mean_NGW	sd_NGW	R_1	R_2	Rsd_1	Rsd_2	mean_R	sd_R	tot_R	FST_2_1	DMUSQ_2_1		NPOP1	NPOP2	RSANC	T1	MUTRATE	GEOM
19.1	21.2	20.15	1.48492	38.8	0.95746	0.960897	0.0199914	0.00725867	0.959179	0.00243086	0.977582	0.28326	0.361902	0.24905	0.230456	0.322581	0.0556087	0.204048	0.10024	0.113345	0.0561502	0.0708572	0.106792	0.00926631	120.6	101.7	81.9379	85.8035	111.15	13.3643	239.5	0.0365132	25318.3		48751	165898	95.2632702	187391	1.08140e-04	0.2865875
25.2	22.7	23.95	1.76777	44.3	0.982863	0.963333	0.00731571	0.0141633	0.973098	0.0138095	0.98216	0.270239	0.57338	0.122091	0.212073	0.421809	0.214352	0.399059	0.234434	0.206039	0.115594	0.0964237	0.220237	0.0200784	116.8	57.9	74.9071	66.4989	87.35	41.6486	139.2	0.0204808	7422.56		131338	144281	50.4038183	32733	6.08756e-04	0.1378869
16.5	20	18.25	2.47487	36.2	0.946976	0.954487	0.013171	0.00750605	0.950731	0.00531134	0.975391	0.527729	0.365783	0.179282	0.233548	0.446756	0.114513	0.352745	0.16322	0.194161	0.0759288	0.0805143	0.17869	0.021879	35.9	87.4	20.4855	67.2825	61.65	36.416	119.2	0.0484073	3427.24		158700	147555	14.5745360	239236	1.43251e-04	0.2924767
21.2	21.2	21.2	0	38.1	0.969758	0.958974	0.0115623	0.0156902	0.964366	0.00762523	0.976408	0.339352	0.482661	0.16289	0.146037	0.411006	0.101335	0.466509	0.260901	0.265712	0.0824149	0.0909017	0.263307	0.0034018	76.3	48.3	42.3925	21.0927	62.3	19.799	88.6	0.0255578	1610.96		92015	111842	14.9157525	104844	9.54764e-04	0.2617900
21	23.2	22.1	1.55563	42.5	0.969153	0.962949	0.00871327	0.0128269	0.966051	0.00438725	0.981377	0.444801	0.516546	0.207256	0.136606	0.480673	0.0507313	0.335536	0.169681	0.188891	0.0820796	0.0992286	0.179286	0.0135841	63.7	47.2	47.5022	17.2807	55.45	11.6673	144.6	0.0314064	10355.2		136424	90500	58.9710272	162237	4.68360e-04	0.2837154
17.7	18.8	18.25	0.777817	34.6	0.950403	0.944615	0.0293737	0.019832	0.947509	0.00409262	0.970344	0.437384	0.528369	0.235009	0.266302	0.482877	0.0643358	0.302728	0.162854	0.163898	0.134257	0.105449	0.163376	0.000738748	65.3	54	55.8511	48.486	59.65	7.99031	169.7	0.0465646	23544.8		157624	69702	25.8263633	145899	3.17464e-04	0.1962609
19.1	24.1	21.6	3.53553	41.1	0.952823	0.969103	0.0229717	0.00811853	0.960963	0.0115117	0.978013	0.266298	0.217219	0.233994	0.102742	0.241759	0.034704	0.22743	0.102948	0.151429	0.0605207	0.120908	0.127189	0.0342812	183.7	145.7	178.361	96.0799	164.7	26.8701	265	0.0323806	13745		82143	145443	20.7517979	92916	4.00397e-04	0.1931985
13.6	15.6	14.6	1.41421	27.8	0.915726	0.912179	0.029306	0.0342107	0.913953	0.00250763	0.954343	0.143085	0.356897	0.0626176	0.286035	0.249991	0.151188	0.256283	0.128339	0.141328	0.0516134	0.0438076	0.134834	0.00918467	113.1	84.1	55.0564	69.016	98.6	20.5061	123.1	0.0814816	1985.72		165031	3689	3.3189427	39878	7.03034e-04	0.2613593
11.7	26.4	19.05	10.3945	37.9	0.901815	0.976026	0.0265444	0.00656647	0.93892	0.0524752	0.973396	0.372562	0.157717	0.312445	0.062762	0.265139	0.151919	0.175199	0.0552489	0.121361	0.0231496	0.0369848	0.0883052	0.0467486	91.6	198.4	92.5901	105.744	145	75.519	238.3	0.0601632	7327.43		163655	169213	64.2793011	53463	4.40987e-04	0.1791495
16.4	13.2	14.8	2.26274	27.9	0.943952	0.901923	0.0161794	0.0334004	0.922937	0.0297187	0.953638	0.553583	0.782424	0.201177	0.129072	0.668003	0.161815	0.482706	0.300947	0.23398	0.151041	0.105603	0.267463	0.0473529	36.4	16.1	26.7133	4.30633	26.25	14.3543	65.4	0.0669974	2078.87		191569	179048	57.1258607	118441	5.32102e-04	0.2055480
18	10.1	14.05	5.58614	26.5	0.945363	0.847051	0.0303604	0.0379262	0.896207	0.0695168	0.939241	0.507544	0.704747	0.157923	0.173873	0.606145	0.139444	0.459994	0.318675	0.177719	0.149347	0.0805397	0.248197	0.0996706	37.5	14.3	14.3546	4.64399	25.9	16.4049	69.6	0.0983572	3103.05		104550	185895	51.3879913	70481	7.30536e-04	0.1198583
20.7	7.3	14	9.47523	24.8	0.965927	0.795897	0.0121879	0.0509383	0.880912	0.120229	0.92097	0.465484	0.905332	0.132734	0.114273	0.685408	0.311019	0.536568	0.444646	0.167989	0.134617	0.0948102	0.306317	0.195626	47.8	7.3	18.498	2.62679	27.55	28.6378	49.7	0.102404	177.981		72936	155110	70.4584360	42894	3.53913e-04	0.1482521
15.8	16.4	16.1	0.424264	31.2	0.941532	0.928077	0.0221876	0.024178	0.934805	0.00951436	0.964515	0.476173	0.50885	0.279471	0.318665	0.492512	0.0231063	0.373709	0.193324	0.192885	0.0914124	0.0714439	0.193105	0.000310021	45.3	54.3	28.1387	49.6657	49.8	6.36396	96.3	0.0611751	4126.38		28924	122802	91.6240638	30077	9.78393e-04	0.2107981
16.6	9	12.8	5.37401	19.5	0.946976	0.794103	0.0148474	0.0806532	0.870539	0.108098	0.906221	0.697916	0.757478	0.15871	0.175509	0.727697	0.0421165	0.783858	0.670465	0.361899	0.133735	0.090555	0.516182	0.218189	24.1	11.4	7.41545	3.83551	17.75	8.98026	24.8	0.0933145	27.7978		170240	157376	88.1024167	64233	2.16849e-04	0.2763097
20.2	18.1	19.15	1.48492	36	0.963105	0.939744	0.0150888	0.0226213	0.951424	0.0165189	0.970736	0.487074	0.529065	0.223879	0.216046	0.50807	0.029692	0.380358	0.230955	0.192844	0.163604	0.120341	0.2119	0.0269484	58.9	46.3	47.9385	39.9334	52.6	8.90955	127.8	0.0415891	9565.46		79273	171729	83.4372027	37611	8.53063e-04	0.1284670
15.7	22	18.85	4.45477	30.5	0.937298	0.962692	0.0187318	0.00980953	0.949995	0.0179562	0.965649	0.576999	0.610368	0.176323	0.113558	0.593684	0.0235953	0.677611	0.352987	0.494597	0.0849212	0.117332	0.423792	0.100133	29.8	36.6	14.8758	10.3944	33.2	4.80833	45.7	0.0289461	90.8076		23476	127033	2.2622273	53778	1.17752e-04	0.1185028
16.7	24.6	20.65	5.58614	38.9	0.950403	0.970256	0.0130729	0.0103061	0.96033	0.0140383	0.978638	0.557729	0.276936	0.254884	0.142002	0.417332	0.198551	0.337662	0.150063	0.215291	0.0790816	0.116156	0.182677	0.0461232	55.4	141.4	81.0051	164.033	98.4	60.8112	171.4	0.0344408	8468.34		64427	42329	10.1815878	27368	1.81121e-04	0.1232094
13.3	18	15.65	3.3234	29.5	0.92379	0.933462	0.0242644	0.019939	0.928626	0.00683858	0.96025	0.70895	0.496251	0.116056	0.246356	0.602601	0.150401	0.494662	0.23591	0.309576	0.136036	0.165523	0.272743	0.0520901	18.2	50.6	5.34997	36.8155	34.4	22.9103	73.3	0.0625958	1990.84		191138	6379	96.4979533	130386	9.97005e-04	0.1994652
16	24.7	20.35	6.15183	39.2	0.937903	0.967179	0.0217725	0.0109988	0.952541	0.0207014	0.974804	0.567618	0.34948	0.135861	0.19686	0.458549	0.154247	0.340996	0.145558	0.215261	0.0938974	0.0943859	0.18041	0.0492874	29.3	100.9	11.4799	64.6399	65.1	50.6288	132.6	0.0413088	6203.64		199936	19939	6.0929663	140912	6.20704e-04	0.1675556
20.8	26.2	23.5	3.81838	43.7	0.966734	0.971795	0.015214	0.0112905	0.969264	0.00357867	0.982003	0.227832	0.194345	0.13942	0.0934542	0.211089	0.0236788	0.285226	0.138072	0.173883	0.0543557	0.0660079	0.155977	0.0253222	132.1	172.9	111.642	109.359	152.5	28.85	179.3	0.0249999	2340.11		82218	177517	90.6925315	111833	2.64174e-04	0.2216163
10.5	18.7	14.6	5.79828	28.8	0.860887	0.945256	0.0572224	0.0221815	0.903072	0.0596581	0.955947	0.653703	0.50386	0.15149	0.341516	0.578782	0.105955	0.401638	0.150613	0.256975	0.105966	0.1602	0.203794	0.0752092	15.6	83.4	4.24788	86.4885	49.5	47.9418	117.6	0.0955896	6370.78		155521	30706	67.3748810	181156	9.90459e-04	0.1332157
13.9	9.5	11.7	3.11127	21.7	0.916532	0.852436	0.0316103	0.0480249	0.884484	0.045323	0.931886	0.61635	0.794676	0.216031	0.142483	0.705513	0.126095	0.627225	0.417542	0.282763	0.177003	0.113414	0.350153	0.0953037	25.7	11.7	13.8568	5.18652	18.7	9.89949	38	0.103755	581.359		57189	22645	64.8878035	125765	1.23307e-04	0.1957332
13.5	20.2	16.85	4.73762	33.5	0.92379	0.951667	0.0192397	0.00922622	0.937728	0.0197116	0.970188	0.602774	0.274993	0.340958	0.187555	0.438883	0.231776	0.253038	0.0983655	0.1555	0.0615273	0.102682	0.126933	0.0404002	57.2	113.3	81.6358	85.5402	85.25	39.6687	179.3	0.0615773	11064.3		110905	150400	72.5965366	107315	6.36232e-04	0.2584109
22.8	25.8	24.3	2.12132	45.1	0.970161	0.97141	0.0158693	0.0149151	0.970786	0.000883152	0.981925	0.175989	0.266627	0.0727948	0.193758	0.221308	0.0640906	0.261694	0.134465	0.15186	0.0606875	0.0676659	0.143162	0.0122999	159.5	135.4	84.4397	83.3749	147.45	17.0413	199.6	0.0222576	2498.88		94203	101756	95.1663198	125896	8.86271e-04	0.1457309
8.6	17.6	13.1	6.36396	24.4	0.832056	0.935385	0.058903	0.0258482	0.883721	0.073064	0.941784	0.753639	0.435589	0.115085	0.210579	0.594614	0.224895	0.418664	0.151531	0.309532	0.0786344	0.178613	0.230531	0.111723	10.7	57.7	2.54078	46.4687	34.2	33.234	77.8	0.104807	4636.86		73031	192769	96.1270471	98911	2.24656e-04	0.2707291
19.5	26.5	23	4.94975	39.4	0.958468	0.974615	0.0191078	0.00994543	0.966542	0.0114181	0.978091	0.468143	0.506683	0.159347	0.137955	0.487413	0.0272516	0.587358	0.290901	0.395808	0.060589	0.0802769	0.343354	0.0741808	46.2	55.7	19.6853	19.7937	50.95	6.71751	68.4	0.0214626	194.527		161403	41881	56.2453183	172122	9.86166e-04	0.2222938
12.1	12.6	12.35	0.353553	22.2	0.893145	0.874744	0.0431784	0.0633634	0.883944	0.0130119	0.933685	0.73774	0.528872	0.192611	0.368522	0.633306	0.147692	0.498849	0.276679	0.325299	0.190089	0.280207	0.300989	0.0343792	17.3	63.3	8.31398	75.4616	40.3	32.5269	78.1	0.103042	1947.27		112391	40838	30.5544817	159804	8.85314e-04	0.1409235
21	20.9	20.95	0.0707107	37.8	0.964919	0.958077	0.0135146	0.0132417	0.961498	0.00483833	0.975469	0.330734	0.39879	0.12047	0.140338	0.364762	0.0481231	0.380618	0.222893	0.214357	0.106701	0.0981954	0.218625	0.00603603	73	56.2	33.4465	18.9725	64.6	11.8794	114.6	0.0289757	5234.62		5412	98280	14.7676472	162791	6.77378e-04	0.1699810
15.9	27.3	21.6	8.06102	41.8	0.933065	0.977949	0.0262321	0.00983463	0.955507	0.0317379	0.978326	0.216841	0.121907	0.193662	0.0544371	0.169374	0.0671285	0.177176	0.0681923	0.116157	0.0352469	0.0540936	0.0921748	0.0339163	151.4	265.9	133.648	115.953	208.65	80.9637	278	0.040505	12024.9		194590	89448	92.6270713	155144	3.22677e-04	0.1657540
21	26.1	23.55	3.60624	45.2	0.964919	0.974744	0.0174524	0.00560628	0.969831	0.00694678	0.983959	0.120038	0.141237	0.0545601	0.0985279	0.130638	0.0149898	0.182686	0.0840192	0.107491	0.0420563	0.055544	0.0957549	0.0165968	249.6	287.3	230.991	212.661	268.45	26.6579	321.5	0.0271589	8607.52		160251	113739	59.0742333	29463	7.38462e-04	0.1755859
19	27.6	23.3	6.08112	44.4	0.959073	0.976026	0.0130677	0.0107102	0.967549	0.0119876	0.982864	0.106324	0.139618	0.0706881	0.0570588	0.122971	0.0235426	0.152925	0.0650504	0.0950888	0.0197066	0.0304893	0.0800696	0.0212404	228.8	235.4	90.1231	119.592	232.1	4.6669	311.6	0.0287286	4157.18		120907	16451	80.7327139	36185	6.17750e-04	0.2642557
7.6	27.4	17.5	14.0007	34	0.809476	0.977821	0.04717	0.00656647	0.893648	0.119038	0.954421	0.764596	0.300266	0.139094	0.208997	0.532431	0.328331	0.244237	0.0553325	0.204633	0.0461353	0.190758	0.129983	0.105572	9.2	217.1	2.34758	250.025	113.15	147.007	308.3	0.101596	36570.3		90472	12725	60.4324979	50544	7.51884e-04	0.1491817
20.6	17.8	19.2	1.9799	37.5	0.963306	0.942308	0.0167822	0.0185885	0.952807	0.0148484	0.973983	0.255696	0.460484	0.168682	0.304956	0.35809	0.144807	0.295441	0.161035	0.143287	0.0503044	0.0592355	0.152161	0.0125497	106.1	73.3	53.7328	81.3498	89.7	23.1931	141	0.0448478	4407.3		163841	4854	58.2312882	108978	2.80910e-04	0.2089730
5.5	17.8	11.65	8.69741	22	0.719556	0.939487	0.0609262	0.0223026	0.829522	0.155515	0.921205	0.857738	0.341026	0.131566	0.197832	0.599382	0.365371	0.34412	0.0898783	0.285218	0.0563602	0.189192	0.187548	0.138126	5.5	68.7	1.17851	44.3598	37.1	44.6891	81.1	0.157973	1823.97		85556	159291	37.3191980	236821	6.57183e-04	0.2521155
15.5	16.8	16.15	0.919239	29.5	0.929839	0.93141	0.0181277	0.021734	0.930624	0.00111125	0.962011	0.307455	0.266676	0.18777	0.167524	0.287066	0.0288352	0.358741	0.197767	0.210672	0.127713	0.132177	0.204219	0.00912467	74.5	88.8	50.3394	54.5564	81.65	10.1116	104	0.0629228	1467.2		49936	145052	40.1764813	140356	1.70740e-04	0.1326699
14.8	20.7	17.75	4.17193	34.5	0.926815	0.955769	0.0222496	0.018767	0.941292	0.0204741	0.97011	0.591026	0.447493	0.210635	0.190678	0.51926	0.101493	0.359796	0.156222	0.216963	0.0669135	0.0975364	0.186592	0.0429503	27	60.1	10.583	41.4661	43.55	23.4052	113.3	0.0543943	6465.78		31959	99766	59.9548179	68187	8.87332e-04	0.2253325
18.6	10.5	14.55	5.72756	25.9	0.955645	0.862436	0.013135	0.035199	0.909041	0.0659089	0.941901	0.487652	0.693439	0.154809	0.103714	0.590545	0.145513	0.594969	0.437818	0.241462	0.152711	0.073632	0.33964	0.138845	41.2	14.6	15.4833	4.64758	27.9	18.809	45.8	0.0778136	310.581		77161	658	90.8886878	199229	4.70256e-04	0.1193333
24.6	24.9	24.75	0.212132	45.6	0.981048	0.970385	0.00706125	0.0114263	0.975717	0.00754043	0.984155	0.156628	0.170051	0.0900241	0.0649813	0.16334	0.00949181	0.249634	0.134364	0.13746	0.0589593	0.0658946	0.135912	0.00218927	208.8	177.5	109.078	100.887	193.15	22.1324	221.2	0.0181915	6107.58		184489	35398	7.3930933	246587	9.63396e-04	0.1973682
6.7	23	14.85	11.5258	29.5	0.822379	0.962821	0.0515019	0.0126195	0.8926	0.0993071	0.953912	0.7463	0.203077	0.218173	0.251534	0.474689	0.384117	0.156501	0.0356943	0.121768	0.0240073	0.0832758	0.0787312	0.0608634	9	265.9	4.57044	200.428	137.45	181.656	290.6	0.105665	9210.25		15984	15298	16.6860862	42551	9.47114e-04	0.2092104
18.6	13.7	16.15	3.46482	30	0.954435	0.912308	0.0196898	0.0150145	0.933372	0.0297888	0.960603	0.244564	0.595914	0.18135	0.323847	0.420239	0.248442	0.247982	0.157756	0.116101	0.107137	0.0755772	0.136929	0.0294546	109.5	38	56.9391	37.0585	73.75	50.5581	139.4	0.0597727	2895.75		43788	21240	48.2340580	163456	2.57410e-04	0.2897230
17	16.4	16.7	0.424264	31.7	0.950605	0.93	0.016441	0.0139947	0.940302	0.0145698	0.965571	0.296344	0.519589	0.183988	0.273298	0.407967	0.157858	0.284786	0.15276	0.146158	0.0768489	0.0714641	0.149459	0.00466788	78.5	50	46.3471	47.0532	64.25	20.1525	141.4	0.0532392	10200.6		87211	89914	15.4365037	211734	7.31923e-04	0.2255299
16.2	13.6	14.9	1.83848	27.7	0.942339	0.911667	0.0204106	0.0210355	0.927003	0.0216884	0.957786	0.384552	0.73724	0.203343	0.275622	0.560896	0.249388	0.477731	0.282332	0.23493	0.146307	0.12347	0.258631	0.0335182	54.8	35.9	32.8018	61.8429	45.35	13.3643	81.9	0.0656112	5044.52		64767	128542	94.9949459	159423	4.72517e-04	0.2428339
9.3	15.4	12.35	4.31335	22.5	0.857661	0.916282	0.045234	0.0314679	0.886972	0.0414511	0.941901	0.755	0.5506	0.121184	0.213059	0.6528	0.144532	0.597365	0.255794	0.414431	0.110526	0.156721	0.335112	0.112174	11.7	30.9	2.94581	11.6089	21.3	13.5765	40.9	0.103691	419.479		93133	70357	62.9616394	91402	1.00171e-04	0.1146081
15.6	22	18.8	4.52548	36	0.934476	0.960513	0.0241609	0.0145274	0.947494	0.0184109	0.971009	0.45452	0.435119	0.165549	0.185955	0.444819	0.0137182	0.386419	0.179363	0.235864	0.103275	0.0920079	0.207614	0.0399518	45.1	69.4	40.0873	55.2654	57.25	17.1827	115.7	0.0442972	9202.11		108451	28795	24.2913376	201926	4.04017e-04	0.1259971
23	16	19.5	4.94975	32.6	0.975403	0.927564	0.0081647	0.0212153	0.951484	0.0338274	0.965415	0.285708	0.636818	0.121109	0.14382	0.461263	0.248272	0.388202	0.273659	0.195026	0.10499	0.090403	0.234342	0.0556016	90.6	25.6	34.2449	8.5531	58.1	45.9619	92.9	0.0338864	796.898		145541	142045	34.4366708	198154	5.40826e-04	0.1494329
21.6	24.2	22.9	1.83848	43	0.970968	0.970897	0.0113732	0.005305	0.970933	4.97139e-05	0.982825	0.239349	0.232613	0.160882	0.114377	0.235981	0.00476325	0.256411	0.129701	0.151635	0.0619347	0.0886227	0.140668	0.0155099	128.9	127.2	75.3738	60.6718	128.05	1.20208	204.3	0.0238821	8317.96		60702	148619	5.2943034	95074	4.24402e-04	0.2394451
21.1	19.3	20.2	1.27279	37.4	0.965726	0.951923	0.0141927	0.0113751	0.958824	0.00976	0.975978	0.218981	0.30003	0.11382	0.209413	0.259506	0.0573105	0.304028	0.173045	0.162636	0.0749752	0.0859806	0.16784	0.00735986	116.5	91.6	54.8559	63.1633	104.05	17.607	141.8	0.0360499	1916.9		126289	114231	54.7047822	200210	9.86180e-04	0.2772577
8.3	22.7	15.5	10.1823	29.3	0.827823	0.958077	0.0609169	0.0203344	0.89295	0.0921037	0.946792	0.845934	0.277872	0.119018	0.191003	0.561903	0.401681	0.294018	0.0878156	0.241437	0.06166	0.181355	0.164626	0.108627	9.2	136.6	3.79473	125.69	72.9	90.0854	150.6	0.0933018	9469.11		188968	187188	83.3210789	110598	7.66188e-04	0.2622505
7.8	9.9	8.85	1.48492	16	0.834274	0.860641	0.0436445	0.0517855	0.847458	0.0186442	0.918662	0.907723	0.878755	0.125528	0.110186	0.893239	0.0204834	0.723965	0.361548	0.46796	0.165405	0.216717	0.414754	0.0752446	7.8	10.6	2.61619	3.20416	9.2	1.9799	23.8	0.140848	293.565		163713	101743	76.1479616	185360	2.13002e-04	0.2855470
21.6	24.2	22.9	1.83848	43.5	0.968347	0.967564	0.0122471	0.0135012	0.967955	0.000553432	0.981847	0.26267	0.310299	0.223889	0.142954	0.286484	0.0336784	0.309723	0.149097	0.181158	0.0599079	0.109846	0.165128	0.0226711	136.5	106.8	84.1866	84.0394	121.65	21.0011	170.2	0.0279474	3392.29		129126	138592	39.6509575	214638	5.22536e-04	0.1009822
11.5	7.9	9.7	2.54558	18.4	0.891331	0.806923	0.036974	0.0510508	0.849127	0.0596852	0.916706	0.739462	0.92906	0.0953519	0.110124	0.834261	0.134066	0.676187	0.43888	0.301499	0.198577	0.134466	0.370189	0.0971428	14.9	7.8	4.30633	3.15524	11.35	5.02046	30.1	0.146204	491.542		199277	150535	9.5621584	63526	6.51512e-04	0.2055238
16.8	12.8	14.8	2.82843	27.8	0.947581	0.891026	0.0127865	0.0446658	0.919303	0.0399904	0.9509	0.435526	0.710479	0.165048	0.0940225	0.573002	0.194422	0.503281	0.309246	0.231007	0.0935764	0.0532246	0.270126	0.0553229	44.2	17.3	21.3791	3.80205	30.75	19.0212	57.2	0.0705627	736.82		153894	105944	51.8318770	81057	5.99423e-04	0.1377876
16.6	20.7	18.65	2.89914	34	0.941935	0.953462	0.0225069	0.0135282	0.947699	0.00815015	0.969053	0.471766	0.441856	0.256349	0.26809	0.456811	0.0211491	0.480958	0.231906	0.299978	0.128344	0.168894	0.265942	0.0481337	56.4	74.4	53.5022	58.0444	65.4	12.7279	93.2	0.0417582	602.014		50986	6808	38.2156216	144278	6.94705e-04	0.1820122
7.8	22.9	15.35	10.6773	28.8	0.812903	0.963718	0.0629773	0.0111448	0.888311	0.106642	0.9491	0.609671	0.201773	0.360688	0.109033	0.405722	0.288428	0.244012	0.0690683	0.191095	0.0403876	0.0952117	0.130082	0.0862861	35.9	152.4	52.9768	91.7281	94.15	82.3779	157.7	0.104065	3451.77		96958	7049	31.3700587	137829	3.70084e-04	0.1969792
18.3	24.4	21.35	4.31335	40.1	0.949798	0.963718	0.0231138	0.0147055	0.956758	0.00984262	0.976721	0.333263	0.226366	0.263506	0.141992	0.279815	0.0755878	0.223398	0.101177	0.140085	0.0607537	0.088919	0.120631	0.0275118	119.4	148.8	120.947	81.4382	134.1	20.7889	227.2	0.0384361	9494		50230	110166	64.7472487	223364	7.28785e-04	0.2665655
14.3	25	19.65	7.56604	37.2	0.927823	0.971923	0.0310859	0.00834045	0.949873	0.0311838	0.974726	0.238254	0.149749	0.233999	0.118846	0.194001	0.0625828	0.178706	0.0688784	0.117893	0.0434215	0.062567	0.0933858	0.0346586	135.4	238.9	114.18	119.41	187.15	73.1856	261.1	0.0447314	6691.38		185581	20444	5.2767973	92018	3.01420e-04	0.2591413
15.1	22.7	18.9	5.37401	36.5	0.935282	0.963077	0.0233277	0.0132658	0.94918	0.0196538	0.974335	0.565968	0.450222	0.199637	0.281778	0.508095	0.0818449	0.317155	0.132674	0.206667	0.0689145	0.136964	0.169671	0.0523212	32.1	73.3	24.4742	47.27	52.7	29.1328	146.6	0.0471629	13424.5		126382	182260	55.3862780	93190	7.47688e-04	0.1660296
15.4	10.7	13.05	3.3234	23.1	0.932661	0.856795	0.0293737	0.0451742	0.894728	0.0536457	0.934781	0.557782	0.761236	0.251063	0.0840635	0.659509	0.143864	0.602826	0.429877	0.288483	0.218014	0.13613	0.35918	0.0999807	53.8	13.3	85.6437	4.29599	33.55	28.6378	64.5	0.0905359	8463.26		65411	156764	19.4918072	83498	4.71357e-04	0.2281322
20	13.5	16.75	4.59619	29.6	0.960484	0.887692	0.0214886	0.0347086	0.924088	0.0514714	0.949452	0.427749	0.381363	0.151572	0.20966	0.404556	0.0327997	0.544326	0.36811	0.251299	0.123953	0.093591	0.309704	0.082598	50.9	46	19.4562	27.1948	48.45	3.46482	58.5	0.0602269	132.81		135423	19059	4.5466511	140836	2.29770e-04	0.2273313
18.9	9.9	14.4	6.36396	27.3	0.951613	0.853974	0.0298133	0.050894	0.902794	0.0690409	0.937167	0.465491	0.784566	0.18226	0.126877	0.625029	0.225621	0.5161	0.371035	0.195567	0.154405	0.0942162	0.283301	0.124075	48.9	12	28.583	3.59011	30.45	26.0922	59	0.08166	930.434		15500	178932	69.9912812	204475	9.52687e-04	0.2634171
21.9	18	19.95	2.75772	36.1	0.970766	0.942564	0.0115329	0.0193	0.956665	0.0199418	0.972613	0.335966	0.602217	0.181399	0.213537	0.469092	0.188268	0.354707	0.228301	0.174549	0.140446	0.0815285	0.201425	0.0380086	90.4	36.7	60.8061	28.7868	63.55	37.9716	123	0.0354149	3943.41		179188	171633	97.5673672	73420	5.76540e-04	0.1449533
16.5	14.3	15.4	1.55563	28.7	0.935484	0.912179	0.0254845	0.0215229	0.923832	0.0164787	0.957042	0.400331	0.746054	0.198975	0.237422	0.573193	0.244463	0.347415	0.207944	0.186873	0.142624	0.151456	0.197408	0.0148994	53.1	26.4	30.5849	31.5989	39.75	18.8798	114.3	0.0695695	10573.9		172457	94222	83.8736045	52472	2.05757e-04	0.1040245
14	20.6	17.3	4.6669	33	0.920766	0.948205	0.0168159	0.019808	0.934486	0.0194023	0.966275	0.442196	0.300405	0.225098	0.145991	0.371301	0.100261	0.275416	0.11877	0.171426	0.0370525	0.042423	0.145098	0.0372329	53.2	84.8	55.0248	43.0163	69	22.3446	124.9	0.0605671	2061.06		146647	77998	98.9394822	204730	4.21546e-04	0.2326874
15.2	9.4	12.3	4.10122	22	0.928629	0.832564	0.0304755	0.0798864	0.880597	0.0679282	0.922653	0.57142	0.725854	0.198032	0.196385	0.648637	0.109201	0.560469	0.39845	0.261699	0.204099	0.149498	0.330074	0.0966973	31.1	13.2	19.2438	6.61312	22.15	12.6572	47.4	0.0978737	1049.74		81630	71298	85.0738486	216197	9.40769e-04	0.2763129
21.7	21.5	21.6	0.141421	41.2	0.969556	0.95859	0.0144278	0.0133789	0.964073	0.00775463	0.979499	0.305071	0.307044	0.170662	0.210005	0.306057	0.00139516	0.312677	0.168208	0.16528	0.0918248	0.0852958	0.166744	0.0020706	103.6	110.9	73.8229	95.434	107.25	5.16188	170	0.0322003	10791.5		187393	14047	12.6191032	213430	7.91534e-04	0.2998067
7	9.1	8.05	1.48492	16	0.800806	0.851538	0.0525811	0.0270334	0.826172	0.0358729	0.916002	0.823077	0.766555	0.163318	0.125367	0.794816	0.0399673	0.402626	0.178929	0.227698	0.0902476	0.0916931	0.203313	0.034485	7.9	11.1	2.60128	1.85293	9.5	2.26274	43.6	0.173128	1369.85		186704	32259	7.2629533	122136	2.67004e-04	0.2399062
18.7	8.1	13.4	7.49533	22.6	0.95746	0.805641	0.0171983	0.0815628	0.88155	0.107352	0.915962	0.596809	0.866843	0.126968	0.188106	0.731826	0.190943	0.660477	0.552009	0.238583	0.133707	0.064134	0.395296	0.221626	31.4	9	7.18331	3.97213	20.2	15.8392	33.9	0.0897266	116.068		119448	187413	79.4340938	114108	9.12448e-04	0.2498363
6.8	12.5	9.65	4.03051	18.2	0.771573	0.892949	0.0633723	0.049937	0.832261	0.0858259	0.918075	0.830257	0.555111	0.271357	0.307514	0.692684	0.194557	0.387836	0.155544	0.264849	0.129562	0.174503	0.210197	0.0772904	12.5	54.5	19.352	77.0328	33.5	29.6985	78.8	0.158031	5573		46637	64225	24.4198438	69011	6.22578e-04	0.1525248
