K_1	K_2	mean_K	sd_K	tot_K	H_1	H_2	Hsd_1	Hsd_2	mean_H	sd_H	tot_H	GW_1	GW_2	GWsd_1	GWsd_2	mean_GW	sd_GW	tot_GW	NGW_1	NGW_2	NGWsd_1	NGWsd_2	mean_NGW	sd_NGW	R_1	R_2	Rsd_1	Rsd_2	mean_R	sd_R	tot_R	FST_2_1	DMUSQ_2_1		NPOP1	NPOP2	RSANC	Nem	T2	T1	MUTRATE	GEOM	MIG21
17.2	20.6	18.9	2.40416	28.9	0.943145	0.953846	0.0250159	0.0186767	0.948496	0.00756674	0.960759	0.418383	0.434579	0.212595	0.24449	0.426481	0.011452	0.513445	0.29968	0.379607	0.152388	0.226371	0.339644	0.0565168	72.8	79.8	92.1687	90.5229	76.3	4.94975	88.1	0.0239283	643.11		3436	132395	79.2993814	6.9383087	63119	185400	8.18944e-04	0.2576090	5.24061e-05
26.3	31.9	29.1	3.9598	54.2	0.985081	0.987179	0.00845814	0.00604365	0.98613	0.00148411	0.990806	0.0872799	0.105968	0.0415623	0.0635453	0.0966238	0.0132142	0.145514	0.0708402	0.0859841	0.0362073	0.0420015	0.0784121	0.0107084	355.3	388.4	134.992	180.993	371.85	23.4052	447.8	0.00914018	5965.01		151135	159066	86.9251617	4.4362326	110774	210358	2.10791e-04	0.2328502	2.78893e-05
5.7	12	8.85	4.45477	15.3	0.688306	0.882436	0.142993	0.0357243	0.785371	0.13727	0.869875	0.627697	0.83498	0.358314	0.101417	0.731339	0.146571	0.669115	0.267973	0.542152	0.221256	0.265303	0.405063	0.193874	22.7	13.6	37.6919	3.47051	18.15	6.43467	34.2	0.155443	580.137		122736	107607	71.2330072	2.6447018	102273	212335	5.46213e-04	0.2785946	2.45774e-05
25.4	28.6	27	2.26274	45.5	0.983065	0.980513	0.00749561	0.00826014	0.981789	0.00180432	0.983529	0.0757002	0.106231	0.0507068	0.10749	0.0909656	0.0215885	0.129457	0.0732556	0.080746	0.0501765	0.0523107	0.0770008	0.00529648	473.4	431.6	278.84	245.94	452.5	29.5571	486.3	0.00382206	1914.49		172843	12185	53.6203922	7.7007897	80778	200786	4.67183e-04	0.1451545	6.31989e-04
13.8	14.6	14.2	0.565685	19.1	0.916532	0.921282	0.0279557	0.0211459	0.918907	0.00335861	0.927895	0.66196	0.673983	0.212444	0.191568	0.667971	0.00850111	0.792989	0.591243	0.622375	0.17908	0.185215	0.606809	0.0220139	22.2	22.6	8.97899	8.42219	22.4	0.282843	24.5	0.0185845	4.55478		158425	39884	9.8669149	0.1921269	38170	166966	9.76998e-04	0.2195955	4.81714e-06
15.3	16.5	15.9	0.848528	22.5	0.926815	0.934487	0.0255915	0.00802805	0.930651	0.00542539	0.941197	0.562662	0.580458	0.172535	0.179177	0.57156	0.0125842	0.712082	0.488881	0.530065	0.136591	0.150605	0.509473	0.0291213	28.3	29.4	8.53815	7.66232	28.85	0.777817	32.1	0.0212181	6.85136		130279	187367	90.4118796	3.5947622	69050	202515	8.97571e-04	0.1950161	1.91857e-05
11.1	9.8	10.45	0.919239	12.7	0.901411	0.865641	0.0265852	0.046244	0.883526	0.0252934	0.886072	0.671036	0.700975	0.322151	0.332084	0.686005	0.0211697	0.722834	0.652827	0.564633	0.317892	0.271686	0.60873	0.0623625	25.1	22.6	24.8169	24.8694	23.85	1.76777	25.7	0.0102907	22.0081		109723	188812	4.5154229	3.4525093	3793	231829	1.49581e-04	0.2581835	1.82854e-05
27.7	29.6	28.65	1.3435	51.2	0.990726	0.981667	0.00331965	0.00826567	0.986196	0.00640578	0.98838	0.101874	0.11375	0.0482647	0.0567035	0.107812	0.00839772	0.175166	0.0935371	0.101642	0.0345235	0.0440042	0.0975896	0.00573105	318.5	305.7	116.856	111.882	312.1	9.05097	329.7	0.00544357	978.286		173970	118793	59.6437300	4.8549671	54656	32740	8.32242e-04	0.1315160	4.08691e-05
22.4	18.6	20.5	2.68701	33	0.973589	0.944103	0.0131847	0.0204343	0.958846	0.0208499	0.967371	0.197447	0.557343	0.0975955	0.234188	0.377395	0.254485	0.277099	0.19154	0.153239	0.0910889	0.0606995	0.172389	0.0270827	143.5	58.7	77.4199	81.5381	101.1	59.9627	145.3	0.0208567	791.219		28887	186469	54.0005248	5.2673754	36244	78259	8.00255e-04	0.1276814	2.82480e-05
24.8	27.1	25.95	1.62635	45.3	0.982863	0.977436	0.00531297	0.00826898	0.980149	0.00383747	0.984585	0.164647	0.30181	0.0579201	0.18972	0.233228	0.0969886	0.27647	0.154032	0.166955	0.0557792	0.0563453	0.160494	0.00913811	168.9	119.2	63.7137	63.2557	144.05	35.1432	179	0.00957952	2311.53		197884	153624	22.0977993	4.7291215	102488	142119	8.54095e-04	0.1146466	3.07837e-05
21.1	23.8	22.45	1.90919	35.6	0.967339	0.96359	0.0134341	0.0112613	0.965464	0.00265092	0.973318	0.360133	0.525372	0.118017	0.17443	0.442753	0.116841	0.557822	0.340845	0.374791	0.126935	0.109506	0.357818	0.0240038	62.5	52.8	18.35	29.3023	57.65	6.85894	67.8	0.0164162	125.72		38214	188401	17.4848617	1.6058646	45856	69254	4.70954e-04	0.2268882	8.52365e-06
8.3	8	8.15	0.212132	10	0.811492	0.774872	0.0902704	0.0733904	0.793182	0.0258943	0.796401	0.789232	0.763341	0.165185	0.118584	0.776286	0.0183078	0.846425	0.712385	0.692442	0.168088	0.141351	0.702413	0.0141013	10.2	9.9	4.63801	3.63471	10.05	0.212132	11.2	0.0132296	1.30936		11097	33173	48.0090241	7.7813607	47371	165350	8.37925e-04	0.2025634	2.34569e-04
15.5	10.2	12.85	3.74767	18	0.925806	0.858462	0.0217518	0.0408972	0.892134	0.04762	0.906299	0.356098	0.749861	0.186787	0.199622	0.55298	0.278432	0.413816	0.346928	0.245467	0.176927	0.163119	0.296197	0.0717433	59.9	14.2	38.82	6.87669	37.05	32.3148	60.4	0.0389179	122.482		189482	27289	14.0074757	0.7927920	123787	79428	6.73477e-04	0.1950313	2.90517e-05
20.1	23.1	21.6	2.12132	36.9	0.961895	0.96	0.0101231	0.0140155	0.960948	0.00134008	0.972574	0.196956	0.261091	0.0825549	0.127161	0.229023	0.04535	0.31	0.170074	0.196335	0.0583368	0.0762199	0.183205	0.0185695	122.1	106.6	59.4016	50.0759	114.35	10.9602	133.4	0.0238079	247.71		150697	20534	17.1991649	8.6908561	70164	194517	4.40872e-04	0.1470698	4.23242e-04
23.1	26.6	24.85	2.47487	40.3	0.976613	0.975897	0.00749561	0.00856409	0.976255	0.000505912	0.980203	0.317935	0.406232	0.157473	0.182959	0.362083	0.0624354	0.500923	0.291175	0.3402	0.138258	0.170702	0.315687	0.0346662	91.6	81.4	48.0768	45.9957	86.5	7.21249	96.8	0.00809389	79.4262		107795	86173	0.6869569	6.5871937	94085	38049	4.03898e-04	0.2262384	7.64415e-05
18.1	22.4	20.25	3.04056	35.4	0.948185	0.959872	0.0178072	0.0113558	0.954029	0.00826347	0.970775	0.171702	0.228393	0.106344	0.130008	0.200047	0.0400869	0.277334	0.135971	0.180488	0.0719238	0.111677	0.15823	0.0314786	183.9	169.6	175.62	175.231	176.75	10.1116	196.2	0.0325356	2969.36		196987	80765	38.8088766	2.1027999	40410	115086	5.51089e-04	0.2028523	2.60360e-05
20.1	21.9	21	1.27279	33.1	0.959073	0.960128	0.0184304	0.0116636	0.9596	0.000746439	0.966354	0.291914	0.492941	0.114163	0.168406	0.392428	0.142147	0.442138	0.273753	0.291443	0.104943	0.083712	0.282598	0.0125093	75.3	52.7	25.8416	32.5373	64	15.9806	80.3	0.0137355	219.592		3026	23683	30.2394928	9.5069818	1037	14953	7.25037e-04	0.2910642	4.01426e-04
22.7	23.1	22.9	0.282843	38	0.975403	0.967436	0.00753168	0.00973009	0.97142	0.00563375	0.977504	0.178706	0.228194	0.115396	0.119739	0.20345	0.0349936	0.256727	0.156242	0.157904	0.0953133	0.0940891	0.157073	0.00117487	183.6	131.5	106.43	73.826	157.55	36.8403	193.4	0.0132708	965.071		80705	148713	15.5472440	7.0769246	65614	64992	3.67099e-04	0.1847647	4.75878e-05
27	31	29	2.82843	52.9	0.987097	0.984744	0.00547622	0.00608731	0.98592	0.00166395	0.989632	0.112989	0.131704	0.0276563	0.0503418	0.122347	0.0132333	0.207769	0.105938	0.122417	0.029826	0.0384615	0.114177	0.0116521	253.4	264.1	73.7265	97.3133	258.75	7.56604	275	0.00773154	350.61		36186	15300	39.1246999	1.6835959	42398	89892	1.10446e-04	0.1866252	1.10039e-04
21.8	22.4	22.1	0.424264	34.3	0.970766	0.964615	0.0131779	0.00894786	0.967691	0.00434923	0.971518	0.370954	0.595614	0.20712	0.11893	0.483284	0.158859	0.549146	0.351184	0.369838	0.184878	0.205049	0.360511	0.0131903	109.8	38.8	121.161	12.568	74.3	50.2046	111.4	0.00855233	371.28		24363	4345	77.7713002	0.3969846	38844	144346	8.02603e-04	0.2596090	9.13659e-05
19.6	23.4	21.5	2.68701	34	0.962097	0.960641	0.012348	0.0185988	0.961369	0.00102937	0.967879	0.210573	0.290908	0.166165	0.202908	0.25074	0.0568053	0.271626	0.159605	0.187046	0.0675359	0.0696829	0.173325	0.0194034	130.4	115.7	63.151	66.1884	123.05	10.3945	140.3	0.0135122	487.071		139828	85601	71.4731006	8.5331927	31766	29693	9.44715e-04	0.1229849	9.96857e-05
27.3	34.2	30.75	4.87904	54.6	0.989113	0.990897	0.00486477	0.00473762	0.990005	0.00126186	0.991002	0.135047	0.15828	0.0537824	0.056684	0.146664	0.0164279	0.227602	0.115699	0.143871	0.0377346	0.0459615	0.129785	0.0199199	233.7	246	97.7935	103.932	239.85	8.69741	262.9	0.00180065	153.469		50086	185973	26.8779550	5.8424929	101711	244523	6.57626e-04	0.2103603	3.14158e-05
16.4	9.6	13	4.80833	19.3	0.947177	0.823974	0.0111162	0.0814818	0.885576	0.0871177	0.90759	0.576841	0.670373	0.275569	0.174542	0.623607	0.0661367	0.627721	0.53294	0.329172	0.239219	0.179413	0.431056	0.144086	38.1	14.5	26.4426	5.89256	26.3	16.6877	39.3	0.0619481	31.0105		56501	73311	43.3277811	2.8321330	18852	230956	7.60232e-04	0.1433190	3.86318e-05
3.9	25.1	14.5	14.9907	27.8	0.500605	0.971795	0.277787	0.00790309	0.7362	0.333182	0.890649	0.773173	0.234208	0.263246	0.0951913	0.50369	0.381106	0.256108	0.0385432	0.230922	0.0307703	0.0909978	0.134733	0.136032	5.77778	132.4	5.09357	77.5732	69.0889	89.5354	133	0.250203	2711.37		83854	174807	23.7011547	1.5428828	100804	143927	1.15074e-04	0.1576610	8.82621e-06
8.8	8.7	8.75	0.0707107	11.6	0.856855	0.817308	0.0346607	0.0699322	0.837081	0.0279641	0.863498	0.740928	0.793807	0.169494	0.200095	0.767368	0.0373912	0.816321	0.618277	0.623144	0.127201	0.184375	0.620711	0.00344202	11.6	10.8	4.00555	4.13118	11.2	0.565685	13.6	0.0641899	2.74892		98727	45036	44.0176014	9.4033345	55859	79670	8.23815e-04	0.2257445	2.08796e-04
24.5	28.8	26.65	3.04056	47.7	0.980444	0.980769	0.01037	0.00592154	0.980606	0.000230292	0.985642	0.137248	0.172052	0.0559513	0.0760185	0.15465	0.0246107	0.247274	0.129103	0.150851	0.0491654	0.0561767	0.139977	0.0153778	209.2	201.5	94.7392	100.392	205.35	5.44472	220	0.0101122	249.205		158798	4977	73.5830331	0.5561172	26257	21945	7.29582e-04	0.2809565	1.11737e-04
24.4	29	26.7	3.25269	47.8	0.977016	0.981538	0.0175813	0.00783812	0.979277	0.00319777	0.985759	0.176416	0.228	0.0925225	0.115041	0.202208	0.0364758	0.306173	0.155239	0.188697	0.0690564	0.102068	0.171968	0.0236581	191.6	167.7	129.607	122.859	179.65	16.8999	201	0.0125278	1098.61		120490	180712	80.3551273	1.5608574	96411	51240	8.03166e-04	0.1821375	8.63726e-06
16	13.7	14.85	1.62635	19.9	0.942137	0.912179	0.0148778	0.0239869	0.927158	0.0211832	0.931455	0.742483	0.753855	0.166728	0.167722	0.748169	0.00804086	0.84774	0.700463	0.60408	0.176502	0.169834	0.652271	0.0681526	22.1	18.4	9.13418	7.33636	20.25	2.6163	23.5	0.0127998	0.742238		186874	97981	41.4275277	3.1327649	84075	154972	3.79617e-04	0.2242671	3.19732e-05
17.6	26.3	21.95	6.15183	40.4	0.949597	0.974231	0.0152363	0.00751092	0.961914	0.0174189	0.97989	0.287356	0.250982	0.142895	0.0756168	0.269169	0.0257206	0.35283	0.154137	0.230893	0.041143	0.0625191	0.192515	0.0542751	79.4	111.4	47.2563	29.703	95.4	22.6274	119.8	0.0332056	950.235		27274	48805	84.8793176	7.5804725	96106	132950	8.67040e-04	0.1754737	1.55322e-04
26.6	30.6	28.6	2.82843	53.5	0.986895	0.984487	0.00779396	0.0055867	0.985691	0.0017027	0.990415	0.101481	0.115624	0.0307987	0.0392391	0.108553	0.0100008	0.184599	0.0922167	0.105386	0.0284923	0.0299318	0.0988016	0.00931234	289.4	294.2	111.585	108.232	291.8	3.39411	315.5	0.00975331	926.699		152820	105886	48.0307199	9.9414219	19174	132157	4.91769e-04	0.1016593	9.38880e-05
21.5	20.6	21.05	0.636396	31.5	0.96875	0.951538	0.0151843	0.0188209	0.960144	0.0121704	0.962637	0.449335	0.499854	0.194035	0.1623	0.474595	0.0357227	0.590176	0.40395	0.396719	0.12713	0.152958	0.400335	0.00511284	56.3	46.7	27.6608	24.1157	51.5	6.78823	59.1	0.00718513	46.3883		187933	149344	74.0774223	4.9312049	112930	99214	9.79857e-04	0.2744096	3.30191e-05
22	23.4	22.7	0.989949	36.4	0.969355	0.964615	0.0159261	0.0116754	0.966985	0.0033513	0.973983	0.204005	0.417709	0.111451	0.230403	0.310857	0.151112	0.322627	0.199095	0.2131	0.111712	0.124944	0.206097	0.00990292	144.3	100.8	96.9089	109.892	122.55	30.7591	147.4	0.014792	798.658		17861	39273	9.2593981	6.8843920	68796	68108	7.98810e-04	0.1833046	1.75296e-04
26.3	30.3	28.3	2.82843	51.6	0.985887	0.984231	0.00855371	0.00357802	0.985059	0.0011712	0.988889	0.094587	0.116917	0.0368384	0.0529537	0.105752	0.0157899	0.176848	0.0910859	0.105586	0.0364144	0.0423825	0.0983358	0.0102529	314.9	302.1	118.135	112.248	308.5	9.05097	325.5	0.00789377	1891.02		52156	41353	57.6154557	2.1536208	116889	42726	5.22535e-04	0.2187914	5.20790e-05
22.1	18.9	20.5	2.26274	32.8	0.970565	0.941795	0.0126158	0.0306455	0.95618	0.0203432	0.96205	0.158139	0.278425	0.0563358	0.226243	0.218282	0.0850547	0.232911	0.156487	0.134564	0.056628	0.0557085	0.145526	0.0155022	158.9	108.7	70.034	72.1327	133.8	35.4968	161	0.0154766	801.983		192779	11446	41.6071112	2.7810895	37769	96109	4.89762e-04	0.1124582	2.42975e-04
13.2	10.7	11.95	1.76777	15.4	0.906048	0.858462	0.0391888	0.0448421	0.882255	0.033649	0.887207	0.752945	0.806173	0.212195	0.148037	0.779559	0.0376382	0.832484	0.726382	0.597456	0.2156	0.199276	0.661919	0.0911647	17.7	12.9	5.94512	5.36346	15.3	3.39411	18.6	0.0171176	3.48289		80220	43622	22.2300625	9.8393810	8828	9562	8.60391e-04	0.2438839	2.25560e-04
14.8	11.4	13.1	2.40416	17.5	0.932258	0.878846	0.0187499	0.0413328	0.905552	0.0377679	0.910094	0.677863	0.81163	0.122651	0.132049	0.744747	0.0945873	0.768756	0.654934	0.512892	0.104823	0.132971	0.583913	0.100439	21.5	13.7	5.27573	4.92274	17.6	5.51543	22.1	0.0165246	4.71874		196648	128489	18.3110468	5.5343172	74632	170340	9.17096e-04	0.1340057	4.30723e-05
19.3	23	21.15	2.6163	36.2	0.958468	0.965385	0.0108447	0.0122524	0.961926	0.00489097	0.973709	0.19835	0.304781	0.0775188	0.161291	0.251565	0.0752585	0.291567	0.162144	0.184406	0.0754636	0.0658354	0.173275	0.0157416	113.6	108.7	52.0303	89.2376	111.15	3.46482	146.6	0.0230843	2140.49		113106	84663	57.9076354	8.7469487	28456	12715	6.17705e-04	0.2754691	1.03315e-04
18.2	18.1	18.15	0.0707107	27.5	0.950202	0.949744	0.0137744	0.0146276	0.949973	0.000323871	0.958412	0.386501	0.530839	0.197543	0.223811	0.45867	0.102063	0.513984	0.349114	0.354061	0.163772	0.188958	0.351588	0.00349786	66.6	43.6	48.123	31.2595	55.1	16.2635	70.4	0.0174834	129.549		69224	104606	27.2276101	9.1943732	40939	234842	1.24452e-04	0.1738863	8.78953e-05
22.4	22.6	22.5	0.141421	40.4	0.970968	0.965897	0.0130036	0.00779138	0.968433	0.00358525	0.979304	0.185352	0.239069	0.075041	0.14264	0.212211	0.0379832	0.314096	0.174225	0.176904	0.071615	0.0711261	0.175565	0.00189437	141.1	128.4	64.3056	72.213	134.75	8.98026	150	0.022502	682.797		42624	89938	50.6609161	9.9662350	84494	23773	5.57774e-04	0.1180770	1.10812e-04
22.6	24.3	23.45	1.20208	45	0.974597	0.963205	0.00851137	0.0264271	0.968901	0.00805511	0.982042	0.127844	0.231831	0.070161	0.108418	0.179837	0.0735299	0.19825	0.101716	0.108166	0.0475569	0.0474371	0.104941	0.00456116	244.1	124.4	159.275	54.1381	184.25	84.6407	276.8	0.0276578	22615.6		128247	30625	63.6991973	0.6047386	117989	104655	1.16856e-04	0.1173069	1.97466e-05
14.8	16.5	15.65	1.20208	23.3	0.930444	0.935256	0.022795	0.0161406	0.93285	0.00340321	0.944953	0.36932	0.447336	0.165963	0.222859	0.408328	0.0551662	0.530136	0.339213	0.39015	0.160167	0.1918	0.364682	0.0360179	46.2	46.6	22.2201	25.4174	46.4	0.282843	50.6	0.024687	20.7718		142221	178549	0.7482620	3.8222697	7277	123424	1.31610e-04	0.1062738	2.14074e-05
7.3	4.4	5.85	2.05061	7.7	0.762903	0.642051	0.0740846	0.130681	0.702477	0.0854552	0.707277	0.770124	0.848333	0.307034	0.14875	0.809229	0.0553023	0.784817	0.749697	0.506819	0.297658	0.309285	0.628258	0.171741	12.5	4.3	11.5109	1.33749	8.4	5.79828	12.7	0.0325123	0.565629		1097	154444	47.8343400	0.7335062	45383	187446	2.89703e-04	0.2785701	4.74933e-06
21.1	23.9	22.5	1.9799	36.4	0.969355	0.964487	0.00827459	0.0154681	0.966921	0.00344195	0.973513	0.218081	0.333576	0.12541	0.198651	0.275828	0.0816674	0.312348	0.183524	0.215776	0.0957796	0.145912	0.19965	0.0228053	115	99.6	39.6793	60.7732	107.3	10.8894	132.9	0.0139942	168.738		342	6015	91.6841699	5.3640772	92212	122315	2.36170e-04	0.1957562	8.91783e-04
15.9	27.2	21.55	7.99031	39.2	0.928629	0.976282	0.0323028	0.00733376	0.952456	0.0336958	0.974296	0.126294	0.184672	0.0938697	0.141867	0.155483	0.0412798	0.218525	0.0924155	0.153413	0.0601796	0.0865619	0.122914	0.0431321	203.3	223.5	132.724	128.758	213.4	14.2836	234.4	0.0384301	6583.23		142441	137223	86.8325034	8.4488663	124175	20382	8.58001e-04	0.1628853	6.15703e-05
18.7	21.8	20.25	2.19203	30.2	0.952419	0.956538	0.0288932	0.0155669	0.954479	0.00291265	0.961541	0.34506	0.431002	0.188517	0.217441	0.388031	0.0607705	0.486727	0.320876	0.366274	0.182453	0.207693	0.343575	0.0321009	72.6	66	42.1853	44.8107	69.3	4.6669	80.9	0.0140787	111.023		103608	99938	44.2166433	2.5379317	72143	69345	2.42785e-04	0.1639761	2.53951e-05
18.6	14.9	16.75	2.6163	24.3	0.954839	0.917051	0.0150333	0.0187065	0.935945	0.0267197	0.941628	0.363977	0.660944	0.202267	0.145951	0.51246	0.209987	0.45437	0.349884	0.287186	0.194072	0.190947	0.318535	0.0443341	73.8	22.3	53.6342	4.52278	48.05	36.416	75.5	0.016493	65.618		89695	95357	8.0784837	1.3941861	44764	4844	9.45177e-04	0.1324550	1.46207e-05
12.2	21.6	16.9	6.6468	33.5	0.892944	0.958846	0.0254925	0.0125389	0.925895	0.0466002	0.966549	0.623611	0.338104	0.295428	0.20538	0.480858	0.201884	0.337793	0.120123	0.219733	0.0529048	0.111878	0.169928	0.0704343	31.6	91.7	36.933	57.4361	61.65	42.4971	126	0.0734179	5936.05		88183	190138	19.2994479	0.9908706	53210	234300	3.19880e-04	0.1793074	5.21132e-06
13.4	12.2	12.8	0.848528	18.4	0.917137	0.871538	0.0343788	0.0596083	0.894338	0.0322431	0.907238	0.211695	0.552509	0.0788953	0.329313	0.382102	0.240992	0.271789	0.19849	0.181042	0.0651767	0.0774414	0.189766	0.0123373	70.2	36.9	24.7871	33.7489	53.55	23.5467	73	0.0335571	88.0022		75040	101459	94.0616590	8.0376310	114619	189434	8.85447e-04	0.2370220	7.92205e-05
25.8	26.6	26.2	0.565685	48.1	0.983065	0.975641	0.00979432	0.00553909	0.979353	0.0052492	0.985211	0.135627	0.168195	0.0431567	0.0681692	0.151911	0.023029	0.229108	0.123783	0.127491	0.0396023	0.0428757	0.125637	0.00262215	214.9	197.6	93.7081	121.604	206.25	12.2329	235.6	0.0126536	1401.67		64849	359	99.3399850	2.2330175	49083	47851	9.58389e-04	0.2677880	0.0062201
26.1	27.2	26.65	0.777817	45.9	0.985484	0.978077	0.00920478	0.00921433	0.98178	0.0052375	0.98482	0.21243	0.255363	0.0473346	0.107519	0.233896	0.0303586	0.364879	0.205252	0.220773	0.0492284	0.0833284	0.213012	0.0109749	129	120.2	37.5677	41.3355	124.6	6.22254	133.8	0.00699702	124.826		117831	193221	34.4830513	6.3853317	8098	53524	3.11023e-04	0.1631056	3.30468e-05
12.8	24.7	18.75	8.41457	35.6	0.904234	0.969872	0.0415826	0.0139561	0.937053	0.046413	0.96964	0.291995	0.208807	0.304116	0.153346	0.250401	0.0588228	0.231802	0.087592	0.162572	0.0647052	0.0926317	0.125082	0.0530187	107.8	161.6	85.0879	78.7051	134.7	38.0423	179.2	0.0576759	6548.45		62282	72292	90.4409660	1.8973577	20663	21120	4.97537e-04	0.2665383	2.62457e-05
15.6	14.5	15.05	0.777817	20.4	0.935887	0.917179	0.0170757	0.0277692	0.926533	0.0132283	0.932981	0.397753	0.463634	0.226801	0.277397	0.430693	0.0465852	0.488396	0.369394	0.351167	0.200801	0.207226	0.360281	0.0128882	59.4	52.6	50.3547	49.1465	56	4.80833	61.6	0.0159604	48.9344		35189	88118	26.1064970	3.5365266	110661	241811	4.29504e-04	0.2218521	4.01340e-05
5.1	3.3	4.2	1.27279	5.2	0.647581	0.439487	0.132547	0.213076	0.543534	0.147144	0.551917	0.921667	0.866667	0.0852737	0.180534	0.894167	0.0388909	0.938333	0.921667	0.6025	0.0852737	0.195238	0.762083	0.225685	4.6	3	1.42984	1.56347	3.8	1.13137	4.6	0.0707622	0.248719		177525	22843	79.5362693	7.1913099	119422	181246	9.35025e-04	0.1250219	3.14815e-04
19.3	21.4	20.35	1.48492	32.5	0.953024	0.95859	0.0200726	0.0116886	0.955807	0.00393544	0.96471	0.191514	0.202941	0.0477111	0.0611256	0.197228	0.00808044	0.283709	0.169484	0.191188	0.0417026	0.0586752	0.180336	0.0153468	105.1	114.2	29.126	41.0658	109.65	6.43467	120.2	0.017615	283.121		127955	166225	19.5488298	2.3564690	96592	39956	9.59346e-04	0.2084401	1.41764e-05
14.2	14.5	14.35	0.212132	18.7	0.915323	0.925897	0.0330875	0.0197119	0.92061	0.00747755	0.925117	0.528765	0.730803	0.271557	0.229035	0.629784	0.142862	0.632055	0.489512	0.509514	0.227534	0.258181	0.499513	0.0141436	36.2	24	23.8411	19.2469	30.1	8.6267	37.5	0.00838956	12.22		66369	100099	54.3874761	5.6334330	109080	226368	3.87095e-04	0.2429293	5.62786e-05
23	24.3	23.65	0.919239	39.1	0.976815	0.968333	0.00639325	0.0157257	0.972574	0.0059971	0.977387	0.211175	0.365654	0.139089	0.243833	0.288415	0.109233	0.334522	0.208533	0.205944	0.137863	0.104991	0.207239	0.00183116	153.4	110.3	84.2301	84.8149	131.85	30.4763	155	0.0107645	208.788		22833	175935	42.8638158	6.7311539	29584	57194	9.20021e-04	0.1927688	3.82593e-05
14	14.5	14.25	0.353553	19.4	0.921573	0.899231	0.0244249	0.0445315	0.910402	0.015798	0.921596	0.486824	0.568798	0.204964	0.234871	0.527811	0.0579646	0.587302	0.436327	0.444845	0.183167	0.154167	0.440586	0.00602328	31.5	29.3	12.6864	15.1147	30.4	1.55563	34.4	0.0266625	38.9018		65365	102675	44.4370223	8.2848288	55248	18660	4.24629e-04	0.2537737	8.06898e-05
25.3	21.8	23.55	2.47487	42.9	0.982056	0.957308	0.00701312	0.0172646	0.969682	0.0175	0.97813	0.128845	0.138041	0.0402107	0.0593026	0.133443	0.00650308	0.209408	0.124887	0.10588	0.0398053	0.0306377	0.115384	0.01344	214.3	183.2	73.8468	78.0581	198.75	21.991	220.1	0.0199332	640.31		6022	80873	64.6590318	6.0138083	26571	134058	5.62327e-04	0.1921773	7.43611e-05
10.2	23.6	16.9	9.47523	30.1	0.885282	0.964103	0.0274709	0.0177954	0.924692	0.0557344	0.959781	0.448239	0.417267	0.324593	0.20022	0.432753	0.0219008	0.490534	0.182235	0.392941	0.106436	0.188309	0.287588	0.148992	42.4	79.6	43.8259	61.2231	61	26.3044	82.1	0.0616735	1702.91		65384	76203	92.5596269	2.1219340	91424	34334	7.28313e-04	0.1847454	2.78458e-05
17.1	25.3	21.2	5.79828	37.1	0.938306	0.970897	0.0257875	0.00961396	0.954602	0.0230453	0.973787	0.191632	0.219312	0.085585	0.0667684	0.205472	0.0195729	0.307538	0.142044	0.210821	0.0433622	0.0635686	0.176432	0.0486327	102.1	123.5	45.403	39.6351	112.8	15.1321	128	0.0349038	98.6236		157477	56476	27.6013576	1.2696203	35502	213290	7.87970e-04	0.2741461	2.24807e-05
4.4	24.2	14.3	14.0007	27.6	0.608065	0.965128	0.137403	0.00747069	0.786596	0.252482	0.908959	0.401468	0.182198	0.431798	0.0562749	0.291833	0.155047	0.203547	0.0332654	0.179335	0.0151109	0.0579332	0.1063	0.103287	56.1	143.3	59.7206	46.9966	99.7	61.6597	146.5	0.201464	3350.26		160302	158143	58.9744570	1.7130207	118491	104648	1.25653e-04	0.2741257	1.08321e-05
21.8	22.6	22.2	0.565685	36.6	0.972581	0.96359	0.0105919	0.00793078	0.968085	0.00635753	0.97457	0.147923	0.325201	0.0762169	0.300127	0.236562	0.125354	0.23941	0.14458	0.149224	0.0743905	0.0766429	0.146902	0.00328391	209.3	172.8	151.25	163.623	191.05	25.8094	213.4	0.0142373	6644.03		34814	32626	63.8140060	6.6046147	21869	45414	1.14869e-04	0.2379998	2.02434e-04
20	21.4	20.7	0.989949	31.2	0.961492	0.956538	0.0125889	0.0145356	0.959015	0.00350264	0.966119	0.33698	0.345602	0.230836	0.236265	0.341291	0.00609695	0.470467	0.310463	0.323473	0.21186	0.211709	0.316968	0.00919907	120.2	120.8	110.589	108.414	120.5	0.424264	124.5	0.0151523	2237.45		18558	29293	39.8396043	1.0927878	118171	14492	7.29490e-04	0.1911524	3.73054e-05
13	10.9	11.95	1.48492	15	0.906855	0.864487	0.0308526	0.0484814	0.885671	0.0299585	0.890571	0.71912	0.714876	0.181845	0.198882	0.716998	0.00300079	0.80763	0.711511	0.58534	0.178927	0.15931	0.648426	0.0892164	18.2	15.3	5.55378	5.67744	16.75	2.05061	18.4	0.0162825	2.0945		142372	130674	23.9892693	2.7039245	15931	235525	7.66328e-04	0.1318002	2.06921e-05
