K_1	K_2	mean_K	sd_K	tot_K	H_1	H_2	Hsd_1	Hsd_2	mean_H	sd_H	tot_H	GW_1	GW_2	GWsd_1	GWsd_2	mean_GW	sd_GW	tot_GW	NGW_1	NGW_2	NGWsd_1	NGWsd_2	mean_NGW	sd_NGW	R_1	R_2	Rsd_1	Rsd_2	mean_R	sd_R	tot_R	FST_2_1	DMUSQ_2_1		NPOP1	NPOP2	RSANC	Nem	T2	T1	MUTRATE	GEOM	MIG21
10.2	23.1	16.65	9.12168	30.4	0.856653	0.964359	0.0416824	0.0115115	0.910506	0.0761595	0.95716	0.660819	0.41821	0.279184	0.150355	0.539514	0.17155	0.392309	0.135602	0.302607	0.0764059	0.140523	0.219104	0.11809	26.2	65.6	34.3084	39.3706	45.9	27.86	91.3	0.0810713	1759.61		47051	124823	0.3839014	0.6841865	67908	175207	1.29996e-04	0.2936190	5.48125e-06
22.6	30.5	26.55	5.58614	47.4	0.974798	0.985	0.0098884	0.00651061	0.979899	0.00721363	0.985915	0.0906983	0.106812	0.0502622	0.0555489	0.0987552	0.0113942	0.145225	0.0714953	0.0928442	0.0386328	0.0383665	0.0821697	0.0150959	329.4	363	187.673	193.64	346.2	23.7588	391.6	0.0109446	4744.21		33787	179386	35.1509497	7.4006591	86397	248157	7.16052e-04	0.2988413	4.12555e-05
8.6	6.8	7.7	1.27279	9.6	0.827823	0.752821	0.0627503	0.0939409	0.790322	0.0530345	0.793662	0.82884	0.755189	0.151679	0.106955	0.792015	0.052079	0.87031	0.774315	0.622763	0.14153	0.138465	0.698539	0.107163	9.9	8.2	3.78447	2.20101	9.05	1.20208	10.5	0.0190058	1.27646		199097	193385	96.4621858	0.9542333	34968	111207	4.95779e-04	0.1539426	4.93437e-06
25.6	29.5	27.55	2.75772	48.3	0.984476	0.981795	0.0050336	0.00600728	0.983135	0.00189571	0.986933	0.184539	0.229795	0.0846454	0.102383	0.207167	0.0320009	0.331653	0.178957	0.203801	0.0806871	0.0862788	0.191379	0.0175677	169.6	158.2	79.6551	80.3061	163.9	8.06102	173.9	0.00796146	119.613		175030	131536	23.0796068	4.8867480	98198	245795	2.39726e-04	0.1328039	3.71514e-05
10.2	14	12.1	2.68701	17.1	0.861089	0.903718	0.0363332	0.030233	0.882403	0.0301434	0.917997	0.482664	0.733203	0.213753	0.260459	0.607934	0.177158	0.727422	0.442113	0.597891	0.21137	0.226895	0.520002	0.110152	35.6	33.4	50.621	52.0645	34.5	1.55563	37.5	0.0696194	353.465		110348	101594	22.9606830	4.8504898	17442	225272	2.79429e-04	0.2815875	4.77439e-05
22.6	22.5	22.55	0.0707107	37.3	0.975403	0.962692	0.0100042	0.00986523	0.969048	0.00898798	0.9759	0.225583	0.168393	0.212977	0.130847	0.196988	0.0404394	0.231556	0.138245	0.148877	0.0902324	0.121762	0.143561	0.00751776	191	200.3	133.933	102.797	195.65	6.57609	227.9	0.0153877	1917.42		154968	65873	2.9803463	5.7932802	87024	193874	8.90529e-04	0.1871841	8.79462e-05
12.4	10.9	11.65	1.06066	15.4	0.909073	0.856154	0.028185	0.0754919	0.882613	0.0374192	0.894718	0.69186	0.776699	0.181855	0.19151	0.734279	0.0599904	0.786981	0.661617	0.545853	0.174706	0.156205	0.603735	0.0818576	18.8	14.6	8.58681	9.84547	16.7	2.96985	19.7	0.0332059	2.0651		196889	71791	91.9717646	4.6052077	30443	170119	4.50872e-04	0.1141711	6.41474e-05
11.2	8.7	9.95	1.76777	12.6	0.882258	0.846923	0.0419605	0.0299096	0.864591	0.0249856	0.871479	0.688141	0.721639	0.349762	0.274214	0.70489	0.0236863	0.709285	0.631803	0.495049	0.321663	0.262472	0.563426	0.0966997	31.7	21.3	38.9303	35.5217	26.5	7.35391	32.5	0.0202043	3.95627		14574	99073	83.9650325	0.5799508	70291	33059	7.91856e-04	0.1521169	5.85377e-06
15.5	17.4	16.45	1.3435	27.1	0.928226	0.938205	0.0415603	0.0179365	0.933215	0.00705645	0.95446	0.209617	0.327903	0.113149	0.210209	0.26876	0.0836412	0.326795	0.185761	0.216926	0.110956	0.136959	0.201343	0.0220365	89.7	75.2	46.5046	47.0432	82.45	10.253	100.4	0.0423397	896.668		24517	4463	71.1496408	1.1173216	37155	227250	2.04256e-04	0.2119129	2.50352e-04
21.6	23.8	22.7	1.55563	36.6	0.969153	0.967436	0.0132394	0.00795377	0.968295	0.00121433	0.973357	0.318077	0.406227	0.113433	0.181032	0.362152	0.0623315	0.493702	0.294772	0.329785	0.104876	0.140359	0.312278	0.0247582	76.6	68.5	33.0125	29.7891	72.55	5.72756	82.2	0.010531	180.301		196496	121229	17.6519885	8.1872618	25315	189819	8.91870e-04	0.2608466	6.75355e-05
19.3	32	25.65	8.98026	49.8	0.958669	0.987564	0.010971	0.00464418	0.973117	0.0204317	0.98705	0.079089	0.0970632	0.0455106	0.033784	0.0880761	0.0127097	0.12812	0.0499231	0.0818836	0.0254611	0.0386438	0.0659034	0.0225995	360.8	366.7	259.366	135.566	363.75	4.17193	491.4	0.0245434	41734.3		117061	147009	64.9484716	7.2754352	52708	5753	4.55761e-04	0.1581868	4.94897e-05
22.2	18.5	20.35	2.6163	32.6	0.973387	0.935641	0.011863	0.0283846	0.954514	0.0266905	0.962089	0.359648	0.494733	0.145375	0.203592	0.427191	0.0955197	0.523024	0.348101	0.302889	0.142155	0.153041	0.325495	0.0319699	77.5	45.8	50.2665	27.728	61.65	22.4153	79.5	0.0199978	362.05		77177	41480	77.4016077	0.2730354	75591	72590	8.12887e-04	0.1430334	6.58234e-06
9.6	5.2	7.4	3.11127	10.2	0.810685	0.643846	0.0719271	0.158679	0.727266	0.117973	0.731534	0.605334	0.83355	0.182047	0.174935	0.719442	0.161373	0.639708	0.603523	0.331547	0.184013	0.161935	0.467535	0.192316	16	5.5	4.8074	2.63523	10.75	7.42462	16.1	0.0369786	1.72536		69376	84634	40.4186782	8.7725678	71743	29771	6.00458e-04	0.1360409	1.03653e-04
12.6	28.8	20.7	11.4551	38	0.900605	0.979231	0.0224517	0.00519191	0.939918	0.0555969	0.970462	0.105116	0.161003	0.0473421	0.0591814	0.13306	0.0395178	0.204343	0.0683189	0.153988	0.025552	0.052506	0.111153	0.0605769	151.9	212.9	87.0459	114.952	182.4	43.1335	217.4	0.0522068	4158.23		154730	37026	81.1521636	5.1547295	32483	91711	7.08009e-04	0.2562949	1.39219e-04
27.2	29.6	28.4	1.69706	49.6	0.988508	0.981923	0.00436052	0.00893254	0.985216	0.00465629	0.987128	0.108905	0.094651	0.0939175	0.0341855	0.101778	0.0100794	0.142633	0.0794179	0.0856882	0.0319542	0.0320572	0.0825531	0.00443376	350.2	359.3	156.689	150.189	354.75	6.43467	393.1	0.00461985	1383.78		21995	126533	28.4826890	5.3481928	66025	119591	5.21639e-04	0.2813962	4.22672e-05
14.1	12.3	13.2	1.27279	18.7	0.915524	0.883077	0.04841	0.0488108	0.899301	0.0229437	0.911463	0.351766	0.520033	0.252708	0.29852	0.435899	0.118983	0.413221	0.310464	0.277913	0.185306	0.195983	0.294188	0.0230172	64.4	42.8	44.9647	44.0298	53.6	15.2735	66.6	0.030245	108.407		135087	57735	70.8344898	4.1949189	41990	249188	1.03150e-04	0.2604538	7.26582e-05
18.9	18.1	18.5	0.565685	25.2	0.957661	0.939103	0.00996801	0.0182239	0.948382	0.013123	0.952308	0.513922	0.619536	0.178705	0.232018	0.566729	0.07468	0.621314	0.470078	0.442896	0.137947	0.137751	0.456487	0.0192205	47.2	40.4	43.4685	42.7712	43.8	4.80833	49.5	0.0104025	13.6276		166498	198195	0.8367710	6.8649558	62550	128252	2.15800e-04	0.2607251	3.46374e-05
20.8	17.4	19.1	2.40416	36.4	0.970565	0.94	0.00457779	0.017209	0.955282	0.0216124	0.973592	0.182273	0.666157	0.138635	0.129704	0.424215	0.342158	0.2464	0.140108	0.117743	0.033217	0.0330623	0.128926	0.0158145	141.4	26	47.7707	6.25389	83.7	81.6001	155.3	0.0403076	5143.62		125113	3428	44.3961864	8.8644011	61949	229230	8.40202e-04	0.1957199	0.0025859
18.9	17.9	18.4	0.707107	26.9	0.954637	0.941154	0.0133481	0.0179838	0.947895	0.0095341	0.956612	0.559955	0.570188	0.183726	0.154819	0.565072	0.00723591	0.714215	0.505012	0.478377	0.130271	0.13199	0.491695	0.0188339	36.6	32.7	13.858	10.812	34.65	2.75772	39	0.0196095	16.3532		106393	97144	31.9834157	1.8506056	119375	198836	2.90501e-04	0.2088577	1.90501e-05
12.3	20.1	16.2	5.51543	28.6	0.889919	0.954359	0.0413315	0.0108651	0.922139	0.0455657	0.957707	0.223908	0.241988	0.12279	0.156973	0.232948	0.0127845	0.294163	0.129075	0.203818	0.0768054	0.108507	0.166446	0.0528517	90.7	127.7	86.5988	92.5371	109.2	26.163	134	0.0643483	2276.02		118135	82582	86.9999546	8.8715771	77423	10763	1.46384e-04	0.2939824	1.07427e-04
8.1	7.9	8	0.141421	10.3	0.859476	0.76859	0.0392907	0.142089	0.814033	0.0642662	0.826174	0.710917	0.79068	0.152725	0.175574	0.750799	0.0564006	0.833868	0.669886	0.666397	0.147444	0.237717	0.668141	0.00246703	11	9.5	3.55903	3.83695	10.25	1.06066	11.8	0.0410392	2.62912		111912	158957	7.2947205	3.7290875	108969	189660	9.63126e-04	0.2261867	2.34597e-05
20.9	21.2	21.05	0.212132	34.3	0.966532	0.951538	0.0106344	0.020653	0.959035	0.0106022	0.969171	0.356447	0.502516	0.191546	0.222559	0.429482	0.103287	0.521568	0.335428	0.330396	0.181609	0.164775	0.332912	0.00355859	79	58.8	50.3411	51.8176	68.9	14.2836	82.8	0.0223947	611.117		20240	159749	21.6403829	3.4291145	65472	168285	7.25782e-04	0.1261969	2.14656e-05
20.5	25	22.75	3.18198	39.1	0.964919	0.966795	0.0117252	0.00765542	0.965857	0.00132619	0.977034	0.127843	0.177755	0.0547049	0.0761672	0.152799	0.0352934	0.211412	0.112524	0.134411	0.0456323	0.0371365	0.123467	0.0154764	183.5	162.5	79.2426	65.073	173	14.8492	202.9	0.0223726	902.889		139600	59157	55.0014856	4.4830083	47270	240111	7.75658e-04	0.2724997	7.57815e-05
16.4	17.5	16.95	0.777817	26.2	0.944355	0.940769	0.016274	0.0181189	0.942562	0.00253541	0.954264	0.372129	0.630167	0.198409	0.193665	0.501148	0.18246	0.53892	0.357062	0.367721	0.191498	0.153152	0.362392	0.00753748	55.1	32.5	29.2174	21.9051	43.8	15.9806	57.2	0.0246109	150.896		86382	42617	61.4830556	1.2724482	80205	92506	8.60137e-04	0.2988893	2.98578e-05
22.1	21	21.55	0.777817	35.5	0.970565	0.955	0.01101	0.0170346	0.962782	0.0110058	0.970931	0.306869	0.468178	0.151881	0.161125	0.387523	0.114063	0.453037	0.294333	0.268306	0.133674	0.106638	0.28132	0.0184041	89.5	54.1	45.6101	37.0299	71.8	25.0316	91.5	0.0184178	515.168		183188	128987	67.1138496	1.5242723	49251	37325	8.04957e-04	0.1801497	1.18173e-05
25.9	23.5	24.7	1.69706	42	0.985081	0.962949	0.00646001	0.0215501	0.974015	0.0156496	0.977934	0.120342	0.112807	0.0932628	0.0681246	0.116575	0.00532806	0.181603	0.115028	0.0982265	0.0869067	0.0603691	0.106627	0.0118803	318.9	296	177.127	192.614	307.45	16.1927	329	0.0105303	954.815		157544	4841	63.5779224	5.0677469	52267	62805	8.14201e-04	0.2455950	0.0010468
24.2	23.5	23.85	0.494975	39	0.977823	0.967949	0.010878	0.010149	0.972886	0.00698188	0.976682	0.175655	0.238567	0.068007	0.152642	0.207111	0.0444858	0.274047	0.17017	0.167949	0.0692932	0.0760822	0.169059	0.0015704	156.3	137.3	60.4172	74.6236	146.8	13.435	162.9	0.00887654	201.429		196200	131469	27.3428725	4.9197745	50272	170378	2.12783e-04	0.2129796	3.74216e-05
2.4	27.6	15	17.8191	29.5	0.340927	0.976154	0.185896	0.012374	0.658541	0.449173	0.86029	0.883333	0.217294	0.19325	0.101273	0.550314	0.470961	0.20382	0.0167148	0.192658	0.0084023	0.10692	0.104686	0.12441	1.8	148.3	0.632456	60.9846	75.05	103.591	175.6	0.322255	8464.19		175769	85509	70.2334690	7.1934223	45702	202431	8.62883e-04	0.2400006	8.41247e-05
16.3	16.2	16.25	0.0707107	22.5	0.942339	0.929872	0.0235733	0.0227104	0.936105	0.00881544	0.942449	0.627579	0.639108	0.122382	0.121231	0.633344	0.00815234	0.792807	0.579051	0.585974	0.0941737	0.138994	0.582513	0.00489557	26.4	25.3	8.97156	7.57261	25.85	0.777817	28.2	0.0148402	7.77495		2304	38460	70.7723661	0.1676824	32007	111022	4.03685e-04	0.2939751	4.35992e-06
21.8	21.9	21.85	0.0707107	34.9	0.971371	0.962949	0.0113175	0.00988372	0.96716	0.00595543	0.97234	0.158433	0.298699	0.098935	0.195306	0.228566	0.0991835	0.244482	0.15473	0.151014	0.0970091	0.0842202	0.152872	0.00262792	208.2	117.6	148.757	91.1034	162.9	64.0639	211.5	0.0115588	1449.25		62956	178488	17.6368680	8.8575324	69887	17304	7.63465e-04	0.2733458	4.96254e-05
18.4	15.2	16.8	2.26274	24.8	0.953629	0.914231	0.0157608	0.0328946	0.93393	0.0278588	0.945344	0.497921	0.609971	0.0638817	0.194362	0.553946	0.079231	0.642499	0.480933	0.397215	0.0567435	0.0817126	0.439074	0.0591973	36.4	26.1	5.2957	9.24302	31.25	7.2832	37.7	0.0284564	35.6177		66848	37518	42.5695684	9.2204757	713	8717	2.32119e-04	0.1431791	2.45761e-04
13.1	24.6	18.85	8.13173	35.7	0.915524	0.970769	0.0274709	0.0132658	0.943147	0.0390641	0.973005	0.194618	0.25491	0.20831	0.159412	0.224764	0.0426325	0.24066	0.0916829	0.169502	0.0766128	0.117708	0.130592	0.0550263	115.3	143.9	64.066	103.161	129.6	20.2233	195.6	0.0533389	11851.7		126782	95833	44.5466464	3.7692078	111740	84798	1.56988e-04	0.2635481	3.93310e-05
17.9	13.9	15.9	2.82843	22.5	0.952621	0.910385	0.0243656	0.0208348	0.931503	0.0298656	0.940063	0.529256	0.714359	0.22291	0.15536	0.621808	0.130887	0.650448	0.516869	0.398117	0.216635	0.184684	0.457493	0.0839707	49.8	19.5	47.8697	5.75905	34.65	21.4253	50.4	0.0230413	40.221		141884	148631	33.1849954	5.3198091	86590	181084	9.91712e-04	0.1228527	3.57921e-05
6.9	4.8	5.85	1.48492	7.2	0.771976	0.662564	0.0760178	0.117522	0.71727	0.0773658	0.720149	0.893921	0.811905	0.102149	0.16551	0.852913	0.0579945	0.921699	0.885588	0.620491	0.117448	0.107809	0.753039	0.187452	6.8	5.2	1.47573	1.75119	6	1.13137	6.9	0.0250025	0.463219		64721	17194	6.7739034	4.7971269	84607	22610	4.76289e-04	0.2325779	2.79000e-04
21.4	17.6	19.5	2.68701	29.1	0.967742	0.942179	0.0112454	0.0153067	0.954961	0.0180754	0.958764	0.276537	0.673845	0.17653	0.224065	0.475191	0.280939	0.387026	0.272775	0.243094	0.171653	0.186608	0.257935	0.0209876	115.9	30.5	82.8338	19.5235	73.2	60.3869	116.6	0.0109033	143.969		158726	44703	27.5128379	9.8825644	114494	127113	6.73014e-04	0.1386577	2.21072e-04
16.7	13.7	15.2	2.12132	21.9	0.941129	0.906795	0.0243573	0.0390789	0.923962	0.0242779	0.932277	0.411114	0.598106	0.201607	0.211217	0.50461	0.132224	0.517252	0.388144	0.350461	0.186567	0.221089	0.369302	0.0266464	56.4	29.9	39.5143	27.2497	43.15	18.7383	58.1	0.0217734	88.2542		96576	192884	68.5803278	7.2356092	93976	153272	9.81176e-04	0.1400356	3.75127e-05
19.7	21.2	20.45	1.06066	31.1	0.961694	0.952051	0.00987697	0.024244	0.956872	0.00681811	0.965336	0.432556	0.49257	0.142689	0.181423	0.462563	0.0424365	0.617616	0.397703	0.426074	0.12472	0.155874	0.411889	0.0200613	54.5	52.2	38.5638	37.5878	53.35	1.62635	57.7	0.0184763	85.3445		113866	18096	81.9117034	0.7917640	49138	161685	5.03767e-04	0.2342036	4.37535e-05
22.2	21	21.6	0.848528	33.1	0.970766	0.955	0.0156818	0.0247823	0.962883	0.0111483	0.96475	0.375645	0.452301	0.236383	0.294813	0.413973	0.0542039	0.510334	0.363735	0.329817	0.22066	0.191623	0.346776	0.0239835	112.1	102.5	109.589	110.176	107.3	6.78823	113.3	0.00571187	290.698		78792	40478	64.7989350	0.1675444	14960	159586	6.21292e-04	0.1880885	4.13915e-06
20.6	27.7	24.15	5.02046	44.8	0.964718	0.976795	0.0138137	0.00746213	0.970756	0.00853982	0.983294	0.108832	0.174913	0.0593276	0.115947	0.141872	0.0467263	0.208609	0.0934659	0.129941	0.0620279	0.0968272	0.111704	0.025792	250.3	247.8	147.412	165.786	249.05	1.76777	299.3	0.0237749	12896.7		199257	96153	69.1678331	1.7038538	73488	112557	8.54791e-04	0.2018201	1.77202e-05
16	14.7	15.35	0.919239	21.2	0.941935	0.921667	0.0192631	0.0201848	0.931801	0.0143322	0.937246	0.651391	0.700599	0.086587	0.0745905	0.675995	0.0347953	0.81988	0.619713	0.572809	0.0800401	0.0765453	0.596261	0.0331662	24	20.2	5.49747	2.89828	22.1	2.68701	25.2	0.0139698	5.59677		34864	48306	71.3285138	6.1343140	41531	86012	6.99070e-04	0.2304505	1.26989e-04
11.2	9.7	10.45	1.06066	13.1	0.887903	0.864872	0.0386784	0.0362024	0.876388	0.0162857	0.881299	0.78892	0.828125	0.159879	0.174275	0.808523	0.0277216	0.843513	0.7183	0.645169	0.134426	0.21541	0.681734	0.0517114	14.1	11.2	5.62633	3.48967	12.65	2.05061	15.4	0.0140117	3.1603		138402	172975	83.2191647	6.5997870	121435	194938	1.75309e-04	0.1706169	3.81546e-05
18	18.6	18.3	0.424264	32	0.952016	0.942949	0.00982195	0.0109663	0.947482	0.00641163	0.966354	0.168461	0.218515	0.0735824	0.126092	0.193488	0.0353934	0.279488	0.155969	0.162756	0.0658448	0.0696563	0.159362	0.00479919	125.7	106.9	55.5799	49.3343	116.3	13.2936	132.1	0.0392806	710.409		45445	158799	29.7588675	7.4561263	115117	46613	4.19169e-04	0.2947042	4.69532e-05
20.1	21.6	20.85	1.06066	30.4	0.968347	0.959487	0.0095065	0.00976755	0.963917	0.00626468	0.964671	0.511535	0.665755	0.101734	0.154304	0.588645	0.10905	0.715448	0.47589	0.512885	0.0859394	0.104694	0.494388	0.0261592	39.2	33.1	6.14275	8.5173	36.15	4.31335	42	0.00260615	6.13683		158119	88922	1.1524605	1.3830806	35243	158758	5.81090e-04	0.2833727	1.55539e-05
6.9	2.2	4.55	3.3234	7.4	0.794556	0.302821	0.058929	0.221543	0.548688	0.34771	0.657551	0.805348	0.910714	0.207229	0.252538	0.858031	0.0745051	0.832891	0.797015	0.257538	0.218517	0.139418	0.527276	0.381468	8.2	2.125	3.29309	1.64208	5.1625	4.29567	8.4	0.344416	10.9053		79694	190829	24.7813575	7.3270062	84442	167218	6.28607e-04	0.1081148	3.83957e-05
11.4	11.1	11.25	0.212132	19.4	0.870565	0.874615	0.0365853	0.045254	0.87259	0.0028644	0.925704	0.272292	0.710214	0.0931136	0.216546	0.491253	0.309658	0.425298	0.246948	0.254516	0.0654829	0.105296	0.250732	0.00535118	45.8	16.7	20.7461	8.49902	31.25	20.5768	48.3	0.107929	681.695		195033	170763	72.0050772	3.7345777	89712	98190	1.77229e-04	0.1045533	2.18699e-05
22.3	23.8	23.05	1.06066	38.7	0.974798	0.967949	0.0104653	0.0108786	0.971374	0.00484345	0.976761	0.184292	0.276368	0.119953	0.210902	0.23033	0.0651078	0.296451	0.177651	0.190447	0.11755	0.131293	0.184049	0.0090485	159.1	130.5	77.9137	78.4237	144.8	20.2233	165.3	0.0117441	3013.82		138034	49481	16.0607508	4.4941257	21190	50905	9.77101e-04	0.1514096	9.08253e-05
17.8	13.4	15.6	3.11127	22.8	0.940726	0.900769	0.0224547	0.0347192	0.920748	0.0282536	0.931455	0.161641	0.270285	0.058266	0.229399	0.215963	0.0768229	0.199689	0.160202	0.115618	0.0568094	0.0344913	0.13791	0.0315258	121.4	80.6	40.5633	47.6963	101	28.85	122.1	0.0274687	560.774		168611	151799	36.6965768	5.9908498	83629	249189	1.58420e-04	0.2302564	3.94657e-05
16.1	15.8	15.95	0.212132	22.5	0.929032	0.93	0.0316617	0.0187956	0.929516	0.000684297	0.936972	0.472896	0.449579	0.317986	0.305388	0.461238	0.0164879	0.554587	0.411147	0.409111	0.262207	0.262634	0.410129	0.00143961	60.1	61.8	47.6945	47.6441	60.95	1.20208	65	0.0156485	114.975		177942	195658	94.0233982	5.9810587	7879	172729	3.40547e-04	0.1408146	3.05689e-05
21.5	26.4	23.95	3.46482	44.4	0.968145	0.974231	0.0185708	0.009939	0.971188	0.00430317	0.983372	0.232448	0.157107	0.18801	0.066464	0.194778	0.0532738	0.202649	0.0993557	0.120947	0.0377189	0.0445609	0.110151	0.0152674	150.5	189.4	90.0028	74.967	169.95	27.5065	233.5	0.0237512	8801.99		20865	10065	58.6234095	4.7156975	2297	37752	9.99068e-04	0.2066888	4.68524e-04
16.6	11.3	13.95	3.74767	19.2	0.946371	0.89	0.012544	0.0244883	0.918185	0.0398603	0.925743	0.672217	0.778982	0.164744	0.195945	0.7256	0.0754942	0.757175	0.655035	0.465336	0.150044	0.174409	0.560185	0.134138	26.1	14.7	12.1056	5.59861	20.4	8.06102	26.5	0.0229842	7.61572		120311	50406	77.2117892	6.8235859	120786	134446	8.66757e-04	0.2493781	1.35372e-04
9.9	9.8	9.85	0.0707107	12.2	0.870161	0.848077	0.0537399	0.0482632	0.859119	0.015616	0.863224	0.781341	0.82103	0.197969	0.124781	0.801185	0.0280648	0.82405	0.671853	0.680705	0.13349	0.191091	0.676279	0.00625996	12.8	11.3	5.65292	3.4657	12.05	1.06066	14.4	0.0123381	1.09664		12986	53828	79.2707227	0.7730614	75863	224106	7.95970e-04	0.2542163	1.43617e-05
10.2	6.8	8.5	2.40416	11.3	0.88004	0.748974	0.0322616	0.0812051	0.814507	0.0926776	0.827895	0.810325	0.864192	0.133864	0.146249	0.837258	0.0380899	0.8757	0.796991	0.546269	0.154771	0.175389	0.67163	0.177287	12	7.3	3.71184	3.19896	9.65	3.3234	12.3	0.049121	1.02077		149997	134016	78.7787619	2.4602903	46958	233700	1.21422e-04	0.1313144	1.83582e-05
13.9	17	15.45	2.19203	21.7	0.91875	0.931667	0.0271999	0.0164299	0.925208	0.00913346	0.942567	0.592207	0.649946	0.218747	0.169124	0.621077	0.0408277	0.67776	0.437854	0.544657	0.133716	0.187139	0.491255	0.0755206	28.4	27.2	19.6988	9.65862	27.8	0.848528	35.5	0.0346023	239.596		129170	181630	67.7790260	4.8658279	29746	109192	4.64586e-04	0.1192178	2.67898e-05
17.1	26.1	21.6	6.36396	39.1	0.949395	0.973462	0.0137547	0.00730382	0.961428	0.0170175	0.976917	0.206445	0.191314	0.222184	0.125336	0.198879	0.0106988	0.268667	0.123335	0.180816	0.090586	0.123671	0.152076	0.0406449	178.8	199.6	130.921	126.303	189.2	14.7078	210.6	0.0284392	7903.74		138912	19600	80.6738615	5.9159857	48831	42121	8.90184e-04	0.1237154	3.01836e-04
19	19.6	19.3	0.424264	29.3	0.957863	0.952179	0.012517	0.0133925	0.955021	0.00401878	0.963889	0.303718	0.340228	0.166621	0.160941	0.321973	0.0258165	0.436448	0.293718	0.290741	0.154991	0.133476	0.292229	0.00210511	79.2	73.4	40.7262	43.0947	76.3	4.10122	80.9	0.0188645	194.972		45760	54124	81.0679997	8.1634837	39537	83118	2.62244e-04	0.2894613	1.50829e-04
18.3	17.3	17.8	0.707107	25.7	0.953831	0.939359	0.0223791	0.022321	0.946595	0.010233	0.950782	0.467766	0.558897	0.22986	0.255434	0.513332	0.0644388	0.616538	0.455689	0.439224	0.226547	0.237944	0.447456	0.0116423	54.7	46	42.3715	42.8771	50.35	6.15183	55.9	0.0104768	64.7452		80894	135574	79.4255124	5.3110977	114214	140548	2.15514e-04	0.2010536	3.91749e-05
19.6	22	20.8	1.69706	33	0.956855	0.957179	0.023148	0.0112288	0.957017	0.000229561	0.965141	0.207312	0.399742	0.154199	0.245542	0.303527	0.136068	0.329092	0.198204	0.22497	0.146441	0.173262	0.211587	0.0189266	145.1	104	113.427	119.808	124.55	29.0621	150.1	0.0166303	1230.92		111494	134899	87.5905878	3.7476611	18537	170866	8.82017e-04	0.2891777	2.77812e-05
24	20.3	22.15	2.6163	36.2	0.980242	0.952179	0.00977586	0.016002	0.966211	0.0198431	0.969797	0.128474	0.289789	0.0803344	0.272415	0.209131	0.114067	0.180031	0.118832	0.0993388	0.0664895	0.0533144	0.109085	0.0137838	269.8	134.7	187.743	94.078	202.25	95.5301	276.5	0.0106286	846.916		8168	104496	26.7456655	7.9028304	72626	110206	6.31729e-04	0.2605115	7.56281e-05
16.7	16	16.35	0.494975	21.6	0.947177	0.928718	0.0145012	0.0237493	0.937948	0.0130528	0.939045	0.720274	0.72885	0.154533	0.149981	0.724562	0.00606462	0.825879	0.64125	0.626903	0.0877755	0.148668	0.634076	0.0101444	23.7	22.2	8.68012	7.77174	22.95	1.06066	25.9	0.0045669	5.6232		53221	22061	45.2452548	8.4411873	2742	115401	1.25401e-04	0.1280816	3.82629e-04
20.5	22.8	21.65	1.62635	37.5	0.962298	0.964744	0.0149081	0.00911069	0.963521	0.00172902	0.974687	0.20222	0.410109	0.101028	0.225786	0.306164	0.147	0.334685	0.187246	0.201843	0.101307	0.0853333	0.194545	0.0103213	119.6	76.9	52.2541	46.6511	98.25	30.1935	129.9	0.022338	2596.84		70235	725	61.1139033	8.6267224	36214	180407	3.04463e-04	0.2497042	0.0118989
7.6	5.5	6.55	1.48492	8.3	0.792339	0.724487	0.0911108	0.0911338	0.758413	0.0479783	0.766002	0.912288	0.8675	0.100722	0.138803	0.889894	0.0316697	0.910527	0.821674	0.63203	0.0990291	0.194686	0.726852	0.134098	7.6	5.6	3.1693	2.06559	6.6	1.41421	8.3	0.0294507	1.05436		11532	56931	32.5509509	5.9994383	73517	109289	5.74990e-04	0.1851721	1.05381e-04
13.7	14.4	14.05	0.494975	22.4	0.909073	0.915256	0.0417582	0.0222834	0.912164	0.00437263	0.940962	0.508296	0.653852	0.160735	0.188335	0.581074	0.102924	0.667806	0.413278	0.43	0.114411	0.114433	0.421639	0.0118239	28.3	23.4	9.21412	10.5008	25.85	3.46482	34.5	0.0585982	68.4111		1002	140155	36.5061126	4.7169976	38983	179665	9.27175e-04	0.1527538	3.36556e-05
18.5	18.5	18.5	0	26.2	0.955847	0.946154	0.017433	0.0213076	0.951	0.00685394	0.957512	0.410728	0.475227	0.209586	0.255805	0.442978	0.0456079	0.534449	0.393836	0.38393	0.19697	0.187595	0.388883	0.00700463	70.7	64.8	66.7733	63.3681	67.75	4.17193	72.1	0.014627	593.624		65438	158204	92.0392779	0.5108339	34203	101679	3.50278e-04	0.2617461	3.22896e-06
