K_1	K_2	mean_K	sd_K	tot_K	H_1	H_2	Hsd_1	Hsd_2	mean_H	sd_H	tot_H	GW_1	GW_2	GWsd_1	GWsd_2	mean_GW	sd_GW	tot_GW	NGW_1	NGW_2	NGWsd_1	NGWsd_2	mean_NGW	sd_NGW	R_1	R_2	Rsd_1	Rsd_2	mean_R	sd_R	tot_R	FST_2_1	DMUSQ_2_1	
15.3	23.4	19.35	5.72756	33.6	0.930242	0.966923	0.029786	0.0104119	0.948583	0.0259375	0.969366	0.275066	0.471585	0.189351	0.246727	0.373325	0.13896	0.44731	0.211612	0.320559	0.132312	0.205258	0.266085	0.0770367	91	79	61.8295	69.447	85	8.48528	107.3	0.0377703	2033	
25.1	27.6	26.35	1.76777	43.6	0.98246	0.978462	0.00672379	0.00737226	0.980461	0.00282711	0.982473	0.233839	0.321298	0.0973805	0.162365	0.277569	0.0618426	0.375828	0.219651	0.241144	0.0845998	0.0922738	0.230398	0.0151976	129.3	110.9	63.0944	61.9578	120.1	13.0108	133.3	0.00454343	928.539	
15.3	15.1	15.2	0.141421	20.9	0.931653	0.921154	0.0236927	0.017839	0.926404	0.00742418	0.937285	0.680004	0.790156	0.143309	0.13746	0.73508	0.0778896	0.860899	0.640972	0.627011	0.137004	0.118863	0.633991	0.00987237	22.4	19	5.77735	6.20036	20.7	2.40416	23.7	0.0241656	4.15999	
9.5	18.8	14.15	6.57609	23	0.864113	0.940897	0.0313953	0.0211912	0.902505	0.0542949	0.935055	0.281423	0.42444	0.226359	0.254423	0.352932	0.101128	0.482138	0.20584	0.400097	0.141775	0.245931	0.302969	0.13736	62.2	71.1	50.7057	55.6825	66.65	6.29325	73.3	0.0583887	547.256	
19.3	18.6	18.95	0.494975	27.4	0.961492	0.941538	0.0150709	0.0210853	0.951515	0.0141092	0.958568	0.337685	0.491005	0.173023	0.234579	0.414345	0.108414	0.449021	0.308462	0.318564	0.134681	0.186839	0.313513	0.00714329	77	56.5	57.1839	57.6103	66.75	14.4957	80.2	0.0169235	79.4973	
20.4	12.1	16.25	5.86899	26.2	0.96754	0.883077	0.00732804	0.0469066	0.925309	0.0597246	0.943114	0.299796	0.720442	0.157978	0.229218	0.510119	0.297442	0.375931	0.294202	0.175854	0.153576	0.0944395	0.235028	0.0836847	83.3	18	39.699	8.44591	50.65	46.1741	84.4	0.0467998	1726.46	
23.4	26.1	24.75	1.90919	44.9	0.976815	0.974615	0.006533	0.00801325	0.975715	0.00155502	0.98349	0.137543	0.165275	0.0366085	0.0562609	0.151409	0.0196095	0.245014	0.129297	0.142843	0.0347671	0.0376522	0.13607	0.00957834	184.1	177.7	70.6076	78.7938	180.9	4.52548	195.6	0.0159138	226.631	
12.8	20.5	16.65	5.44472	28.1	0.892742	0.954487	0.0423099	0.015786	0.923615	0.0436605	0.955869	0.144772	0.367585	0.145654	0.26172	0.256179	0.157552	0.253162	0.119134	0.191854	0.111291	0.167807	0.155494	0.0514214	145.4	111.8	100.143	99.9553	128.6	23.7588	174	0.0582644	7500.66	
2.7	17.2	9.95	10.253	19.8	0.317742	0.939615	0.274839	0.0122143	0.628679	0.439731	0.8491	0.895833	0.568732	0.294628	0.284004	0.732283	0.231295	0.198341	0.026119	0.173029	0.0215492	0.0957401	0.099574	0.103881	4.625	44.7	7.48212	37.8625	24.6625	28.3373	136.5	0.357259	21284.3	
10.1	7.8	8.95	1.62635	11.2	0.867742	0.809487	0.025875	0.0575424	0.838615	0.0411923	0.845892	0.849502	0.877341	0.114112	0.137863	0.863421	0.0196851	0.909413	0.826232	0.636138	0.126285	0.143988	0.731185	0.134416	11.1	8.1	2.42441	2.55821	9.6	2.12132	11.5	0.0247289	0.861641	
21.7	22.3	22	0.424264	33.2	0.971976	0.959615	0.0115798	0.0150758	0.965796	0.00874014	0.96964	0.290369	0.321925	0.158819	0.197073	0.306147	0.0223136	0.392656	0.256281	0.264129	0.136025	0.144676	0.260205	0.00554976	109.5	111.8	88.8222	93.9915	110.65	1.62635	120.2	0.00932822	153.212	
15.4	11.8	13.6	2.54558	19	0.926411	0.871667	0.0314965	0.0415716	0.899039	0.0387103	0.913576	0.378864	0.499065	0.205542	0.324001	0.438965	0.0849949	0.45214	0.36874	0.292733	0.187858	0.177283	0.330736	0.0537453	49.5	35.4	23.1816	24.1164	42.45	9.97021	50.3	0.037882	58.5976	
27.5	31.9	29.7	3.11127	56	0.989315	0.986667	0.00546384	0.00583455	0.987991	0.00187231	0.991745	0.0885177	0.109414	0.0303794	0.0399578	0.098966	0.014776	0.170172	0.0840067	0.0966494	0.0269549	0.0293077	0.0903281	0.0089397	345.5	320.9	126.124	108.414	333.2	17.3948	361	0.00783322	1232.85	
8.4	5.6	7	1.9799	8.9	0.832863	0.702051	0.0474012	0.0744282	0.767457	0.0924978	0.776135	0.948889	0.87381	0.0978787	0.0957657	0.911349	0.0530891	0.96	0.906667	0.608308	0.0999588	0.194691	0.757487	0.210971	7.9	5.4	1.1005	1.83787	6.65	1.76777	8.3	0.0407131	0.646738	
27.6	33.4	30.5	4.10122	56.8	0.989718	0.990128	0.00726615	0.00342147	0.989923	0.000290241	0.99284	0.0779462	0.0925814	0.0286443	0.0344313	0.0852638	0.0103487	0.147201	0.0712233	0.0868695	0.0247629	0.0298528	0.0790464	0.0110635	412.9	414.2	199.396	182.055	413.55	0.919239	438.8	0.00580366	1844.84	
26.3	29.2	27.75	2.05061	48.8	0.985887	0.983205	0.00637556	0.00545437	0.984546	0.00189644	0.987011	0.105988	0.115003	0.0524159	0.0511095	0.110495	0.00637472	0.171871	0.0931963	0.104094	0.0393372	0.0462027	0.0986451	0.00770573	312.4	308.1	160.736	146.166	310.25	3.04056	337.3	0.00528284	1164.29	
12.2	8.3	10.25	2.75772	14.5	0.903024	0.816795	0.0280082	0.0654068	0.85991	0.0609733	0.881142	0.682452	0.777618	0.207768	0.178143	0.730035	0.067292	0.766918	0.648338	0.444092	0.200815	0.187721	0.546215	0.144424	18.7	10.2	7.70353	3.79473	14.45	6.01041	19.7	0.0575811	6.09736	
13	14.5	13.75	1.06066	18.8	0.909879	0.914615	0.0191042	0.0244913	0.912247	0.00334911	0.924609	0.558584	0.690749	0.203448	0.111132	0.624667	0.0934548	0.707894	0.496859	0.543398	0.17317	0.187659	0.520129	0.032908	31.9	20.1	34.8407	3.17805	26	8.34386	34.1	0.0257767	6.96686	
12.9	9	10.95	2.75772	14.6	0.921371	0.833846	0.0182073	0.0380183	0.877609	0.0618894	0.888146	0.783075	0.738966	0.14391	0.173109	0.761021	0.0311903	0.846549	0.757735	0.523862	0.146805	0.107158	0.640799	0.165373	16.1	12	4.17532	4.24264	14.05	2.89914	16.7	0.0343371	1.79821	
16.9	17.9	17.4	0.707107	26.1	0.939113	0.94359	0.0459925	0.0166283	0.941351	0.0031656	0.950978	0.477563	0.616534	0.211605	0.178719	0.547049	0.0982675	0.631576	0.405948	0.436862	0.148646	0.151167	0.421405	0.0218594	46.9	31	40.6515	13.4247	38.95	11.243	50.5	0.0194858	19.6101	
22.9	16.5	19.7	4.52548	34.4	0.977016	0.920769	0.00718803	0.0263076	0.948893	0.0397726	0.963772	0.15865	0.22411	0.060243	0.0942416	0.19138	0.0462872	0.233152	0.158337	0.112164	0.0604161	0.0416534	0.135251	0.0326494	164.1	84	64.2745	32.5952	124.05	56.6393	164.6	0.0367988	1249.67	
14.4	12	13.2	1.69706	18.2	0.930847	0.897051	0.0227117	0.0282895	0.913949	0.023897	0.923357	0.629475	0.779432	0.22718	0.100978	0.704454	0.106036	0.731652	0.577735	0.489308	0.204135	0.1943	0.533521	0.0625273	35.1	14.7	45.9092	3.40098	24.9	14.425	36.7	0.0242253	23.2336	
23.7	28	25.85	3.04056	46.1	0.977823	0.976795	0.0151769	0.00969718	0.977309	0.0007267	0.983451	0.138	0.17335	0.0494103	0.066819	0.155675	0.024996	0.248401	0.129024	0.152624	0.0483646	0.0520111	0.140824	0.0166877	193.6	183.6	79.1457	69.7762	188.6	7.07107	203.9	0.0125118	1022.6	
19.6	10.9	15.25	6.15183	25.8	0.964919	0.887179	0.0081868	0.0338336	0.926049	0.0549704	0.946009	0.283709	0.771295	0.145189	0.179308	0.527502	0.344775	0.360017	0.277863	0.147999	0.136225	0.0621684	0.212931	0.0918279	85.1	14	43.0334	6.01849	49.55	50.2753	86.4	0.0502179	2632.48	
20.2	18.3	19.25	1.3435	30.4	0.961694	0.942821	0.0114445	0.0135032	0.952257	0.0133453	0.960681	0.194267	0.269342	0.0726926	0.0944126	0.231805	0.0530857	0.284624	0.192206	0.170847	0.0718865	0.0551225	0.181526	0.0151032	115.4	77.6	38.2832	36.8999	96.5	26.7286	116.5	0.0195584	148.889	
13	9.2	11.1	2.68701	16.3	0.892339	0.814103	0.0960443	0.111721	0.853221	0.0553213	0.867879	0.341337	0.257396	0.18724	0.131679	0.299366	0.0593551	0.396892	0.318689	0.219031	0.167035	0.0980952	0.26886	0.0704691	49.1	46.1	27.3717	27.8306	47.6	2.12132	51	0.0430681	84.0942	
14.1	12.8	13.45	0.919239	17.4	0.91875	0.901667	0.0206493	0.0312174	0.910208	0.0120797	0.917919	0.660437	0.7269	0.203483	0.181393	0.693668	0.0469964	0.730354	0.594815	0.552371	0.14952	0.192063	0.573593	0.030013	22.9	18.6	10.2789	9.64019	20.75	3.04056	24.6	0.0187203	6.25427	
10.5	8.9	9.7	1.13137	12	0.879637	0.836538	0.0529086	0.0712798	0.858088	0.0304753	0.872379	0.811793	0.793648	0.173275	0.193339	0.802721	0.0128303	0.818492	0.724976	0.618235	0.17701	0.153195	0.671605	0.0754771	13.1	11.2	6.88719	5.59365	12.15	1.3435	14.4	0.0376289	1.97539	
21.9	17.7	19.8	2.96985	32.3	0.973992	0.936026	0.00714075	0.0283887	0.955009	0.0268462	0.964006	0.257884	0.580973	0.160389	0.220158	0.419429	0.228459	0.358467	0.251058	0.20053	0.159391	0.114902	0.225794	0.0357289	114.4	48.8	68.0934	64.5115	81.6	46.3862	117.1	0.0228676	2301.18	
12.1	15.1	13.6	2.12132	22.9	0.877823	0.922179	0.0673801	0.0212222	0.900001	0.0313651	0.93752	0.222708	0.421497	0.154286	0.324631	0.322102	0.140565	0.354778	0.191146	0.245648	0.148092	0.198125	0.218397	0.0385388	85	68.3	61.1664	56.6766	76.65	11.8087	99.2	0.0718416	2408.28	
20.6	25.8	23.2	3.67696	41.6	0.964315	0.973205	0.0133075	0.00577951	0.96876	0.00628661	0.980008	0.0994282	0.130141	0.0352048	0.0521398	0.114784	0.021717	0.180079	0.0914602	0.110765	0.0371238	0.0303261	0.101112	0.0136503	228	221	75.8873	69.2066	224.5	4.94975	254.3	0.0216474	1387.26	
15.9	14.1	15	1.27279	20.9	0.940121	0.899744	0.0170823	0.0281844	0.919932	0.0285511	0.931338	0.566897	0.486113	0.162197	0.184846	0.526505	0.0571224	0.658593	0.506736	0.451536	0.152072	0.143096	0.479136	0.0390324	30.3	31.9	13.4829	13.884	31.1	1.13137	33.3	0.0289767	18.6289	
18.5	17.9	18.2	0.424264	26.9	0.956855	0.941026	0.015419	0.025534	0.94894	0.0111929	0.956025	0.501046	0.565062	0.296931	0.280126	0.533054	0.0452658	0.644748	0.457334	0.438157	0.270657	0.251548	0.447745	0.0135603	86.2	71.4	109.572	107.911	78.8	10.4652	88.6	0.0165496	46.343	
4.3	2.6	3.45	1.20208	4.4	0.591532	0.421923	0.133489	0.208201	0.506728	0.119932	0.50892	0.955	0.916667	0.0955975	0.136083	0.935833	0.0271058	0.96	0.94	0.585	0.13499	0.208233	0.7625	0.251023	3.5	1.9	0.707107	0.875595	2.7	1.13137	3.6	0.0455708	0.0318125	
23.1	15.6	19.35	5.3033	33.6	0.975605	0.916538	0.0113831	0.0338469	0.946072	0.0417662	0.961933	0.141679	0.34723	0.0478931	0.270231	0.244455	0.145347	0.203492	0.139931	0.0966456	0.0457947	0.0481589	0.118288	0.0306071	181.8	91.8	72.4734	94.799	136.8	63.6396	183.8	0.0391521	3134.12	
20.9	15.8	18.35	3.60624	27.5	0.968347	0.923205	0.00916791	0.0154018	0.945776	0.03192	0.951917	0.279693	0.309331	0.0965787	0.133651	0.294512	0.0209567	0.360351	0.274101	0.208432	0.0971168	0.0766107	0.241266	0.0464351	83.3	62	34.6123	35.4213	72.65	15.0614	85.1	0.0181281	246.155	
13.9	13.3	13.6	0.424264	19.6	0.916734	0.899615	0.0316938	0.0423014	0.908175	0.0121046	0.920423	0.423429	0.688568	0.244121	0.196916	0.555998	0.187481	0.560228	0.407073	0.402574	0.235051	0.241003	0.404824	0.0031814	52.2	21.1	49.6024	11.445	36.65	21.991	53.3	0.0282891	244.685	
21.5	22.6	22.05	0.777817	41.3	0.971573	0.962436	0.0129078	0.0142129	0.967004	0.00646061	0.980243	0.252508	0.567609	0.156573	0.15384	0.410059	0.22281	0.312854	0.17079	0.174065	0.120162	0.100247	0.172428	0.00231621	126.7	43.6	89.6971	21.9048	85.15	58.7606	169	0.0276448	13235.4	
18.4	20.4	19.4	1.41421	28.6	0.95625	0.949744	0.0100605	0.0176904	0.952997	0.00460073	0.960055	0.409143	0.561579	0.213817	0.230454	0.485361	0.107789	0.586806	0.378063	0.426984	0.192839	0.231227	0.402524	0.0345926	86.7	52.4	104.458	50.5134	69.55	24.2538	89.2	0.0153353	114.462	
17.3	21.9	19.6	3.25269	34.9	0.949194	0.959872	0.0198179	0.0160362	0.954533	0.00755066	0.972887	0.462552	0.477897	0.234884	0.133741	0.470225	0.0108503	0.533404	0.266499	0.338971	0.0709419	0.119016	0.302735	0.0512453	45.3	47.9	20.6077	15.6805	46.6	1.83848	69.5	0.0357706	1125.35	
14.8	15.1	14.95	0.212132	24.3	0.923589	0.915513	0.0302263	0.023465	0.919551	0.00571052	0.946362	0.367984	0.563285	0.185282	0.238923	0.465635	0.138099	0.527835	0.342451	0.335953	0.179655	0.162885	0.339202	0.00459452	64.8	43.3	68.5578	57.2306	54.05	15.2028	68.1	0.0559389	1838.82	
19.5	17	18.25	1.76777	25.8	0.958669	0.932051	0.018337	0.0220821	0.94536	0.0188218	0.95043	0.510377	0.610074	0.2112	0.212685	0.560225	0.0704969	0.614899	0.470466	0.418337	0.195476	0.185108	0.444401	0.0368608	47.2	31.8	29.3818	16.6986	39.5	10.8894	49.5	0.0137529	30.2384	
22.2	26.9	24.55	3.3234	44	0.975	0.976923	0.00937012	0.00890285	0.975962	0.00135982	0.983803	0.102798	0.233777	0.0817584	0.147587	0.168287	0.0926164	0.187523	0.0945453	0.114743	0.0669061	0.0825028	0.104644	0.0142821	315.8	206.8	175.627	201.062	261.3	77.0746	325	0.0155708	7575.41	
22	22.6	22.3	0.424264	41.6	0.97379	0.964744	0.00817576	0.0095415	0.969267	0.00639701	0.981299	0.236749	0.41477	0.167684	0.244354	0.32576	0.12588	0.33664	0.175411	0.186667	0.0916395	0.120038	0.181039	0.00795928	140.3	82.4	87.505	76.263	111.35	40.9415	160.1	0.0252147	6287.33	
13.8	11.6	12.7	1.55563	17.6	0.921371	0.883333	0.014445	0.0316989	0.902352	0.0268967	0.915493	0.563537	0.555852	0.253206	0.268225	0.559695	0.00543438	0.664832	0.51266	0.447203	0.2124	0.197103	0.479932	0.046285	45.7	44	65.7927	68.7928	44.85	1.20208	48.2	0.0328559	11.8918	
15.4	23.1	19.25	5.44472	34.4	0.93246	0.962308	0.0257007	0.0116126	0.947384	0.0211057	0.966158	0.171025	0.211967	0.107076	0.10783	0.191496	0.0289508	0.263883	0.121846	0.182482	0.0628789	0.100356	0.152164	0.0428762	129.4	128.7	79.4749	51.3508	129.05	0.494975	153.2	0.0346675	828.898	
14.9	21.2	18.05	4.45477	28.9	0.919758	0.956923	0.0224265	0.0120146	0.938341	0.0262796	0.957786	0.311466	0.385279	0.24439	0.275392	0.348372	0.0521943	0.359328	0.197752	0.276861	0.149486	0.191532	0.237307	0.055938	89.2	92.6	78.5745	71.6538	90.9	2.40416	119.5	0.0354735	883.285	
22.7	23.6	23.15	0.636396	37.9	0.975806	0.962051	0.00754366	0.0236337	0.968929	0.00972637	0.973748	0.236847	0.457677	0.0989657	0.230306	0.347262	0.15615	0.373519	0.229836	0.240866	0.100596	0.111501	0.235351	0.00779966	107.2	68.4	37.0549	41.2451	87.8	27.4357	110.9	0.011429	356.104	
21.4	21.4	21.4	0	34.8	0.970161	0.954615	0.00799703	0.0186101	0.962388	0.0109926	0.969249	0.146047	0.223152	0.0975802	0.146484	0.1846	0.0545215	0.232535	0.145703	0.144015	0.0978323	0.0988782	0.144859	0.00119355	214	154	127.116	113.288	184	42.4264	215.2	0.0158381	859.706	
3.9	2.9	3.4	0.707107	4.5	0.383065	0.301923	0.177435	0.256827	0.342494	0.0573757	0.341941	0.897143	0.907143	0.148278	0.14708	0.902143	0.00707107	0.971429	0.874286	0.603571	0.179291	0.189409	0.738929	0.191424	3.5	2.875	1.2693	1.64208	3.1875	0.441942	3.7	0.0235658	0.126754	
24.3	25.2	24.75	0.636396	42.3	0.98125	0.969359	0.00931453	0.00941045	0.975304	0.00840822	0.98036	0.132888	0.151266	0.0836273	0.0429814	0.142077	0.0129959	0.19085	0.110237	0.113689	0.0356511	0.0347731	0.111963	0.00244134	232	179.9	117.236	59.5249	205.95	36.8403	247.1	0.0116137	1488.32	
16.8	18.4	17.6	1.13137	25.7	0.946371	0.941795	0.016658	0.0161061	0.944083	0.00323579	0.950352	0.186057	0.396575	0.0864567	0.315824	0.291316	0.148859	0.279637	0.184516	0.205226	0.0874516	0.1044	0.194871	0.014644	117.9	94.5	79.601	84.3027	106.2	16.5463	119.8	0.0136289	54.915	
18	22.6	20.3	3.25269	31.6	0.94879	0.96359	0.0308438	0.0140207	0.95619	0.0104648	0.963419	0.230376	0.307006	0.111415	0.171904	0.268691	0.0541855	0.381139	0.218899	0.274122	0.108676	0.131852	0.24651	0.0390488	97.8	98	53.5512	58.09	97.9	0.141421	103.2	0.0131446	67.1784	
8	13.3	10.65	3.74767	15.5	0.802016	0.906282	0.0641637	0.023828	0.854149	0.0737271	0.90266	0.567839	0.636499	0.218457	0.211281	0.602169	0.0485498	0.698687	0.355273	0.605783	0.119228	0.19962	0.480528	0.177137	20.2	26.9	25.7673	26.5684	23.55	4.73762	27.7	0.0899114	136.473	
16.1	14.9	15.5	0.848528	21.8	0.942339	0.922179	0.016658	0.0218914	0.932259	0.0142547	0.939045	0.438986	0.505971	0.193143	0.251571	0.472478	0.0473659	0.566785	0.426382	0.395309	0.184444	0.173968	0.410845	0.0219722	52.8	47.4	47.1871	46.4595	50.1	3.81838	53.7	0.0167396	29.0166	
14.5	16.1	15.3	1.13137	22.6	0.923387	0.927564	0.0432098	0.0304425	0.925476	0.00295359	0.939124	0.533482	0.64396	0.198966	0.229151	0.588721	0.0781201	0.7176	0.470313	0.519593	0.189106	0.193739	0.494953	0.0348462	30.3	28.3	14.5377	14.3453	29.3	1.41421	34.3	0.0281124	27.5984	
23.4	23.4	23.4	0	36.6	0.978226	0.962051	0.00944693	0.0214034	0.970139	0.0114371	0.973161	0.415952	0.497275	0.183207	0.176749	0.456614	0.0575043	0.588239	0.378334	0.374794	0.150771	0.142621	0.376564	0.00250378	78.4	61	65.7355	56.0694	69.7	12.3037	81.3	0.00806622	36.3691	
12.1	10	11.05	1.48492	14.6	0.909879	0.860641	0.0159332	0.0389946	0.88526	0.0348165	0.896518	0.81762	0.73345	0.169535	0.220817	0.775535	0.0595174	0.857998	0.725096	0.59034	0.160793	0.128575	0.657718	0.0952862	14.8	14.1	5.65292	6.13641	14.45	0.494975	16.6	0.0308597	2.58238	
21.5	23.2	22.35	1.20208	35.7	0.971169	0.964615	0.00866128	0.0146825	0.967892	0.00463436	0.973474	0.269896	0.285933	0.148306	0.137278	0.277914	0.0113396	0.335392	0.203831	0.220833	0.0939665	0.110167	0.212332	0.0120225	100.4	102.4	46.9898	59.5822	101.4	1.41421	126	0.0121441	312.622	
20.6	19.9	20.25	0.494975	31.9	0.968347	0.953974	0.0109627	0.0101751	0.961161	0.0101628	0.967136	0.161947	0.454428	0.113223	0.288002	0.308188	0.206815	0.241275	0.161175	0.154389	0.113558	0.0981186	0.157782	0.00479812	178.1	78.3	113.093	76.8737	128.2	70.5693	179.3	0.0139361	1438.73	
19.8	23.6	21.7	2.68701	33.9	0.959476	0.967436	0.0126605	0.011502	0.963456	0.00562863	0.969484	0.352806	0.332903	0.169292	0.18799	0.342854	0.0140734	0.440408	0.259875	0.310605	0.139663	0.168446	0.28524	0.035871	80.9	97.3	65.487	61.1484	89.1	11.5966	102	0.0114132	182.154	
15.3	14.8	15.05	0.353553	20.4	0.93871	0.899231	0.0136145	0.0564821	0.91897	0.0279158	0.927621	0.614642	0.612722	0.186493	0.212697	0.613682	0.00135738	0.748254	0.576119	0.550265	0.188356	0.164152	0.563192	0.0182822	26.7	26.7	10.6984	12.3743	26.7	0	28.8	0.0232073	2.56307	
17.8	16.1	16.95	1.20208	23.9	0.952419	0.92359	0.0145136	0.0281675	0.938005	0.0203856	0.943036	0.532584	0.488653	0.208715	0.187208	0.510618	0.0310643	0.638329	0.493907	0.433116	0.202221	0.159426	0.463512	0.0429857	41.3	40.7	27.7931	28.597	41	0.424264	44.2	0.0140433	13.4332	
22.7	22.4	22.55	0.212132	39.4	0.973387	0.960385	0.00991349	0.0142821	0.966886	0.00919414	0.976604	0.202671	0.222882	0.177859	0.129324	0.212777	0.0142918	0.24368	0.141544	0.142611	0.0669098	0.0713084	0.142077	0.000753836	177.8	137.9	103.563	89.6232	157.85	28.2136	194.4	0.0211642	3139.32	
18.1	18.3	18.2	0.141421	27.9	0.952218	0.939359	0.0153559	0.0332458	0.945788	0.00909252	0.958216	0.321654	0.359363	0.239031	0.235847	0.340509	0.0266645	0.429473	0.292419	0.281385	0.199495	0.167843	0.286902	0.00780206	92.5	86.6	70.6875	68.9173	89.55	4.17193	96	0.0270592	349.933	
23	29.2	26.1	4.38406	45.8	0.975403	0.982051	0.00925372	0.00448209	0.978727	0.00470089	0.984859	0.181959	0.235425	0.0880682	0.109429	0.208692	0.0378063	0.321171	0.161433	0.208458	0.071409	0.0989477	0.184945	0.0332519	161	155.2	89.8023	86.8188	158.1	4.10122	174.4	0.0115951	1917.06	
19.4	18.2	18.8	0.848528	28.6	0.958266	0.937949	0.0130677	0.0236723	0.948107	0.0143666	0.955712	0.194752	0.400949	0.10338	0.299359	0.29785	0.145804	0.272083	0.190596	0.169651	0.102868	0.0623088	0.180124	0.0148099	126.3	76.5	74.7203	56.4884	101.4	35.2139	128.9	0.018149	848.385	
13.9	6.6	10.25	5.16188	15.4	0.923185	0.764231	0.018342	0.0609763	0.843708	0.112398	0.871987	0.7479	0.809921	0.0832898	0.204513	0.77891	0.043855	0.818899	0.741537	0.351715	0.0895518	0.0516416	0.546626	0.275646	17.8	8	3.08401	4.39697	12.9	6.92965	18	0.0820562	6.91736	
10	11.1	10.55	0.777817	15.7	0.842339	0.847949	0.0952634	0.0374131	0.845144	0.00396687	0.88529	0.196266	0.28715	0.0868009	0.203758	0.241708	0.0642654	0.299711	0.188678	0.211764	0.0863186	0.085676	0.200221	0.0163247	62.7	58.9	45.1616	50.4721	60.8	2.68701	65.7	0.085975	329.649	
11.9	23.4	17.65	8.13173	34.4	0.907056	0.967308	0.0139504	0.00795492	0.937182	0.0426041	0.970892	0.559868	0.31474	0.320619	0.214754	0.437304	0.173331	0.211864	0.0742731	0.142715	0.0413195	0.075469	0.108494	0.0483959	52.3	126	85.7529	104.365	89.15	52.1138	205.1	0.0603752	29132.7	
21	18.5	19.75	1.76777	31	0.966935	0.943077	0.0122526	0.0162528	0.955006	0.0168706	0.961346	0.303673	0.349309	0.0890586	0.180199	0.326491	0.0322697	0.423436	0.290804	0.258353	0.0816264	0.0807381	0.274578	0.0229464	76.3	64.4	34.3351	32.198	70.35	8.41457	78.9	0.0158736	263.933	
21.3	17.6	19.45	2.6163	32.2	0.966532	0.935641	0.0183604	0.0257533	0.951087	0.0218434	0.963106	0.147079	0.168008	0.0621986	0.118305	0.157543	0.0147989	0.21953	0.144233	0.123316	0.0636071	0.0623527	0.133775	0.0147907	174.6	156.7	87.117	91.8744	165.65	12.6572	179.2	0.0281793	1351.86	
25.3	27	26.15	1.20208	46.9	0.982056	0.975	0.00786319	0.0090099	0.978528	0.00498966	0.984272	0.156119	0.168418	0.046155	0.0300458	0.162268	0.00869679	0.261465	0.142473	0.150851	0.0314373	0.0285212	0.146662	0.00592471	173.3	163.9	51.5171	33.6203	168.6	6.6468	184.7	0.0123944	214.355	
20.7	22.1	21.4	0.989949	32.4	0.965726	0.962821	0.0143509	0.00659284	0.964273	0.00205435	0.971127	0.160592	0.367729	0.109962	0.297955	0.26416	0.146468	0.246932	0.159048	0.165308	0.109936	0.10259	0.162178	0.00442679	221.6	162.5	220.179	231.332	192.05	41.79	223.1	0.0143308	317.484	
23.6	24.8	24.2	0.848528	38.2	0.979435	0.970385	0.00890552	0.0153067	0.97491	0.00639993	0.977973	0.329311	0.376195	0.0993257	0.143739	0.352753	0.0331523	0.493719	0.307431	0.323255	0.0893927	0.0984847	0.315343	0.0111888	80.9	77.4	41.127	43.1823	79.15	2.47487	85.3	0.00728434	69.8812	
20.6	20.8	20.7	0.141421	31.8	0.964718	0.954359	0.0198736	0.0133536	0.959538	0.00732475	0.964045	0.475462	0.512322	0.106618	0.185841	0.493892	0.0260636	0.63161	0.405282	0.420483	0.0946497	0.125302	0.412882	0.0107487	45.8	44.9	18.1586	17.4576	45.35	0.636396	53.3	0.0105063	37.1613	
17.5	20.1	18.8	1.83848	29.2	0.944556	0.952564	0.0286112	0.0130464	0.94856	0.00566226	0.959155	0.325196	0.428422	0.200351	0.252121	0.376809	0.0729917	0.47284	0.28041	0.336191	0.147584	0.202733	0.3083	0.0394434	81.2	72.7	60.67	58.5169	76.95	6.01041	85	0.0208844	154.148	
11.6	10.4	11	0.848528	12.9	0.900806	0.863846	0.032129	0.0365818	0.882326	0.0261349	0.892567	0.837624	0.851239	0.0994309	0.15857	0.844431	0.0096271	0.864345	0.770402	0.706975	0.0712589	0.177189	0.738688	0.0448491	13.1	11.7	3.54181	3.52924	12.4	0.989949	14.2	0.0272587	1.22246	
7.5	20.6	14.05	9.2631	25.2	0.781653	0.952051	0.0829043	0.0219094	0.866852	0.12049	0.929304	0.489645	0.461978	0.376093	0.294974	0.475812	0.0195636	0.37801	0.121042	0.309804	0.100046	0.197917	0.215423	0.133475	35.2	71.9	40.7016	59.1879	53.55	25.9508	91.8	0.107209	1868.22	
13.5	7.7	10.6	4.10122	14.3	0.924194	0.769103	0.0189654	0.0629075	0.846648	0.109666	0.867449	0.700233	0.795184	0.158897	0.165743	0.747709	0.0671405	0.730707	0.68788	0.412774	0.152937	0.177264	0.550327	0.194529	19.3	9	5.73585	2.44949	14.15	7.2832	19.6	0.0660344	5.12331	
13	12.6	12.8	0.282843	17.1	0.917944	0.897051	0.0308123	0.0306565	0.907497	0.0147731	0.9223	0.759538	0.772848	0.153567	0.130372	0.766193	0.00941159	0.896516	0.687141	0.662123	0.149584	0.105587	0.674632	0.0176904	16.4	16	3.06232	5.35413	16.2	0.282843	18.4	0.0340463	5.10174	
24.1	28.7	26.4	3.25269	47.2	0.979435	0.979872	0.00949461	0.00670409	0.979654	0.000308518	0.98529	0.21255	0.255649	0.0865894	0.106508	0.2341	0.0304754	0.374538	0.190504	0.232775	0.0671735	0.0997845	0.211639	0.0298903	135.1	133.4	64.9982	62.3863	134.25	1.20208	145.2	0.0113074	248.758	
