S_1	S_2	prS_1	prS_2	mean_S	sd_S	tot_S	D_1	D_2	mean_D	sd_D	Pi_1	Pi_2	mean_Pi	sd_Pi	FST_2_1	PI_2_1		NPOP1	NPOP2	RSANC	Nem	T2	T1	MUTRATE	MIG21
7	16	0	9	11.5	6.36396	16	2.61205	0.462928	1.53749	1.51966	3.71429	4.74769	4.23099	0.730729	0.0334567	4.39744		43260	20921	91.4858462	4.0914905	73310	206270	9.03222e-08	1.95569e-04
13	6	8	1	9.5	4.94975	14	-1.21577	1.06571	-0.0750321	1.61325	2.7619	2.13846	2.45018	0.440841	0.00533933	2.45385		43461	49736	1.4645975	7.9655525	92024	268937	1.44236e-07	1.60157e-04
25	23	10	8	24	1.41421	33	-0.56357	0.317367	-0.123102	0.622917	6.64762	6.55385	6.60073	0.0663074	0.0665765	7.06923		44795	15001	70.4436102	4.6745386	104510	444491	1.29878e-07	3.11615e-04
2	4	0	2	3	1.41421	4	-0.512707	-0.467981	-0.490344	0.0316261	0.495238	0.864615	0.679927	0.261189	0.0459339	0.720513		39182	27089	19.9642598	8.7039893	18184	315793	1.25827e-07	3.21311e-04
8	2	7	1	5	4.24264	9	1.02153	1.70585	1.36369	0.483882	3.14286	0.941538	2.0422	1.55657	0.565206	4.26154		30151	23161	27.7563019	7.3403000	100057	319772	1.31268e-07	3.16925e-04
457	41	424	8	249	294.156	465	2.39345	0.282966	1.33821	1.49234	216.21	11.5477	113.879	144.718	0.342674	155.238		5694	31321	20.6590886	3.5229851	42767	391301	1.37242e-07	1.12480e-04
6	2	5	1	4	2.82843	7	-1.54942	-1.22394	-1.38668	0.23015	1.02857	0.224615	0.626593	0.568483	0.0528291	0.64359		39658	27097	77.7336074	4.4561598	36272	454344	1.47457e-07	1.64452e-04
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6004	19273	86.0871477	2.9953231	124147	8924	8.04869e-08	1.55416e-04
14	5	12	3	9.5	6.36396	17	-0.123545	0.766321	0.321388	0.629231	4.17143	1.66462	2.91802	1.77258	0.117459	3.22308		31081	13833	78.5345105	4.6598324	98890	10316	1.20223e-07	3.36863e-04
17	19	9	11	18	1.41421	28	0.154793	0.343372	0.249082	0.133346	5.42857	5.45846	5.44352	0.0211355	0.0453206	5.70256		33333	11629	11.5463494	9.3806100	124613	486375	1.13365e-07	8.06657e-04
13	16	4	7	14.5	2.12132	20	-0.297842	0.013612	-0.142115	0.220231	3.69524	4.20923	3.95223	0.363448	0.018588	4.0359		1244	39793	68.6574932	7.1443404	64330	374867	1.16826e-07	1.79538e-04
8	7	4	3	7.5	0.707107	11	-0.0903373	0.153106	0.0313841	0.17214	2.4	1.92615	2.16308	0.33506	0.0343404	2.23077		27436	9131	73.9705863	5.0722008	46153	393003	8.10397e-08	5.55492e-04
29	44	21	36	36.5	10.6066	65	0.688632	-1.56656	-0.438962	1.59466	10.381	6.77538	8.57817	2.54952	0.148958	9.93846		33797	12884	21.8054210	1.3047121	52539	254690	8.49285e-08	1.01266e-04
9	7	4	2	8	1.41421	11	0.611174	0.954075	0.782625	0.242468	3.21905	2.40615	2.8126	0.574803	0.0183522	2.85128		31478	11728	90.2186109	3.0585995	123426	497847	7.50699e-08	2.60795e-04
4	4	0	0	4	0	4	-0.674286	0.653456	-0.010415	0.938855	0.971429	1.30462	1.13802	0.235599	0.0874564	1.25641		1911	1466	96.1846892	7.2789721	91642	20847	1.29950e-07	0.0049652
11	17	10	16	14	4.24264	27	-0.77272	0.343463	-0.214628	0.78926	2.70476	4.88923	3.797	1.54465	0.154187	4.57692		1491	3828	16.3990926	3.1781157	95801	456834	1.17520e-07	8.30229e-04
585	537	49	1	561	33.9411	586	-0.230597	2.50585	1.13763	1.93496	170.59	229.095	199.843	41.3692	0.154538	238.726		43350	13859	29.2575295	1.5811277	98979	307321	1.04102e-07	1.14087e-04
3	0	3	0	1.5	2.12132	3	-1.685	0	-0.842502	1.19148	0.4	0	0.2	0.282843	0.0387324	0.2		12270	6032	85.9847040	9.6055236	118308	244168	9.73908e-08	0.0015924
726	66	665	5	396	466.69	731	0.576229	0.3829	0.479564	0.136704	252.171	19.0092	135.59	164.871	0.179516	154.69		3480	32263	10.4138471	4.7690836	85188	160298	9.06984e-08	1.47819e-04
16	36	5	25	26	14.1421	41	-0.285167	-1.11249	-0.698826	0.585003	4.57143	6.64	5.60571	1.4627	0.012919	5.71282		21025	41306	1.7668686	4.8967003	65006	422220	1.20279e-07	1.18547e-04
5	6	4	5	5.5	0.707107	10	-0.53194	-1.4713	-1.00162	0.664229	1.29524	0.790769	1.043	0.356713	0.0573845	1.09487		23484	30171	77.0399001	1.6466659	50336	157177	1.35834e-07	5.45778e-05
36	257	15	236	146.5	156.271	272	0.992055	-2.33737	-0.672656	2.35426	13.6571	27.7015	20.6793	9.93089	0.0517031	22.1179		14454	20746	1.1723260	9.1940432	45513	487553	1.24622e-07	4.43172e-04
14	14	4	4	14	0	18	-0.702238	-0.119351	-0.410795	0.412163	3.54286	3.54154	3.5422	0.000932449	-0.0150262	3.48974		17683	32096	49.8290206	3.0841473	28949	297239	1.22441e-07	9.60913e-05
10	9	6	5	9.5	0.707107	15	0.248443	-0.408834	-0.0801957	0.464765	3.27619	2.05846	2.66733	0.861064	0.128582	3.01795		28266	16003	80.0675706	2.9309134	40602	360158	1.39322e-07	1.83148e-04
625	618	12	5	621.5	4.94975	630	3.14774	2.71653	2.93214	0.304911	328.152	272.135	300.144	39.61	0.00935993	302.095		44273	48877	49.0251993	4.9996378	27109	174740	1.00424e-07	1.02290e-04
21	22	5	6	21.5	0.707107	27	2.03638	1.19205	1.61421	0.597029	9.65714	7.66462	8.66088	1.40893	0.169814	10.3462		38410	44241	40.1710136	5.9304438	106272	398634	1.45219e-07	1.34049e-04
4	2	4	2	3	1.41421	6	-1.81594	-0.93473	-1.37533	0.623107	0.533333	0.295385	0.414359	0.168255	0.024579	0.420513		21489	25487	93.8652469	1.1063016	2730	214802	8.00120e-08	4.34065e-05
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		25785	14888	78.7675121	6.2504596	108698	13762	1.66777e-07	4.19832e-04
21	17	10	6	19	2.82843	27	-1.03155	0.715805	-0.157871	1.23556	4.8381	5.36	5.09905	0.369042	0.0134135	5.17692		20146	21092	84.0233785	6.2278305	55145	133587	1.38551e-07	2.95270e-04
13	18	12	17	15.5	3.53553	30	1.51928	-1.6123	-0.046506	2.21436	5.54286	2.57231	4.05758	2.1005	0.242503	5.17949		28374	10751	16.0826745	9.2248717	59627	310423	9.19083e-08	8.58048e-04
21	19	8	6	20	1.41421	27	0.265954	1.37925	0.822601	0.787218	6.87619	6.90462	6.8904	0.0200994	-0.00576699	6.85128		32002	3502	18.2833353	7.0121315	39018	375401	1.63764e-07	0.0020023
4	8	2	6	6	2.82843	10	0.417728	0.0260756	0.221902	0.27694	1.39048	2.11385	1.75216	0.5115	0.0641598	1.88974		22643	38670	32.4989216	9.0931511	39204	431041	9.40379e-08	2.35147e-04
4	3	2	1	3.5	0.707107	5	-1.22029	-1.29183	-1.25606	0.0505847	0.761905	0.372308	0.567106	0.275487	-0.0202978	0.551282		27433	11206	80.5439333	6.3430346	19161	82261	1.54063e-07	5.66039e-04
26	29	12	15	27.5	2.12132	41	0.369799	1.15731	0.763556	0.556856	8.70476	9.97538	9.34007	0.898466	0.119573	10.6513		20971	39035	35.1824632	2.0787885	91813	288697	1.41929e-07	5.32545e-05
11	18	2	9	14.5	4.94975	20	0.31235	-8.25063e-05	0.156134	0.220923	3.65714	4.71692	4.18703	0.749378	0.0265231	4.32051		10611	9470	17.1910662	5.5014639	82940	401008	1.29359e-07	5.80936e-04
13	14	6	7	13.5	0.707107	20	-1.2345	-0.858064	-1.04628	0.266183	2.74286	2.75385	2.74835	0.0077704	0.0505345	2.89487		49837	46276	36.3141905	3.1924214	101107	81731	1.46049e-07	6.89865e-05
534	810	4	280	672	195.161	814	2.33989	1.88733	2.11361	0.320013	250.61	312.505	281.557	43.7664	0.0108912	285.649		14305	33810	77.7693378	0.1159701	62146	171746	1.03959e-07	3.43005e-06
18	26	6	14	22	5.65685	32	-0.0507103	0.0955158	0.0224028	0.103398	5.46667	6.99077	6.22872	1.0777	0.285916	8.83077		24270	29171	19.5818557	2.5576343	55549	35373	7.61902e-08	8.76773e-05
51	62	4	15	56.5	7.77817	66	2.71312	1.10022	1.90667	1.14049	25.5619	20.8831	23.2225	3.30843	0.0504607	24.3538		20635	19061	9.6658855	3.0143822	103614	288477	8.06588e-08	1.58144e-04
4	6	0	2	5	1.41421	6	-0.922471	0.109984	-0.406243	0.730056	0.87619	1.63077	1.25348	0.533568	0.0237209	1.29744		48402	8126	14.2695702	0.1505423	25350	242516	1.22235e-07	1.85260e-05
22	36	3	17	29	9.89949	39	-0.362553	-0.844187	-0.60337	0.340567	6.17143	7.31385	6.74264	0.807811	0.0707282	7.28462		36809	23141	27.6165605	6.5167138	73786	325130	8.37445e-08	2.81609e-04
18	25	3	10	21.5	4.94975	28	-0.0786536	-0.144734	-0.111694	0.0467257	5.42857	6.29231	5.86044	0.610754	0.0658849	6.29487		17425	14093	11.9456191	3.1762752	26680	315855	1.60656e-07	2.25380e-04
7	26	5	24	16.5	13.435	31	-1.37083	-2.0265	-1.69867	0.463627	1.33333	3.05231	2.19282	1.2155	0.0453369	2.33333		18182	29746	41.8074669	6.8869473	81042	231795	1.68124e-07	2.31525e-04
4	4	1	1	4	0	5	0.169543	0.0809741	0.125259	0.0626278	1.29524	1.08	1.18762	0.152196	-0.0156563	1.16667		36968	43885	78.3133580	0.6939666	88459	246013	1.32203e-07	1.58133e-05
4	5	3	4	4.5	0.707107	8	-1.07138	-1.42969	-1.25054	0.253365	0.819048	0.649231	0.734139	0.120079	-0.00128822	0.730769		4771	6447	84.9080862	1.3978880	10225	120125	8.41824e-08	2.16828e-04
16	11	10	5	13.5	3.53553	21	-0.658394	-0.457096	-0.557745	0.14234	4.11429	2.48615	3.30022	1.15126	0.0966317	3.60513		19321	28208	34.7056926	0.7078409	60885	335866	1.41455e-07	2.50936e-05
19	13	9	3	16	4.24264	22	-0.0236099	1.15004	0.563214	0.829894	5.80952	4.55692	5.18322	0.885722	0.150754	6.05385		36967	31644	32.0263566	0.8666482	88186	174846	1.59565e-07	2.73874e-05
4	21	2	19	12.5	12.0208	23	-1.81594	0.343336	-0.7363	1.52684	0.533333	6.02769	3.28051	3.8851	0.330458	5.36154		23011	32525	38.2537899	0.9300033	46333	343663	1.28383e-07	2.85935e-05
13	11	7	5	12	1.41421	18	-0.972239	-0.15557	-0.563904	0.577472	3.00952	2.74769	2.87861	0.185143	0.0219048	2.93846		19994	1855	48.5331913	1.9681310	13152	408082	9.54812e-08	0.0010610
8	8	2	2	8	0	10	1.8198	-0.476904	0.671447	1.62401	3.67619	1.77846	2.72733	1.3419	0.241272	3.48205		40210	22397	59.5101070	4.5861656	124944	294851	9.54067e-08	2.04767e-04
153	4	150	1	78.5	105.359	154	-2.46798	0.0966585	-1.18566	1.81348	20.7238	1.08615	10.905	13.8859	0.941184	140.808		44742	3483	79.0185736	1.8210781	102188	299932	1.33532e-07	5.22848e-04
23	29	4	10	26	4.24264	33	0.475246	-0.723804	-0.124279	0.847856	7.88571	6.11385	6.99978	1.2529	0.591077	16.7308		26030	4869	47.3877319	3.0309357	58462	74109	1.59380e-07	6.22497e-04
217	212	9	4	214.5	3.53553	221	0.402098	1.4838	0.94295	0.76488	72.8	76.36	74.58	2.5173	-0.0480046	71.1923		2108	1734	86.3323051	2.5932756	99692	286062	1.62443e-07	0.0014955
759	816	47	104	787.5	40.3051	863	2.17219	2.8018	2.48699	0.445202	347.286	363.745	355.515	11.6382	0.0147985	361.128		28231	37859	79.5103450	5.8201844	76481	466443	1.24351e-07	1.53733e-04
3	2	3	2	2.5	0.707107	5	0.0344973	-1.51314	-0.739322	1.09435	0.933333	0.153846	0.54359	0.551181	0.152347	0.610256		40937	36013	44.1193580	1.7991794	33627	212668	8.30799e-08	4.99592e-05
17	27	5	15	22	7.07107	32	0.846582	-0.747055	0.0497638	1.12687	6.32381	5.64	5.9819	0.483526	0.114198	6.73077		9729	11761	19.6824847	3.1764012	82683	366383	8.13617e-08	2.70079e-04
180	50	167	37	115	91.9239	217	2.09146	0.478906	1.28518	1.14025	81.5619	14.7446	48.1533	47.247	0.654778	120.646		12164	45643	27.0827973	5.2325167	9784	240809	8.98489e-08	1.14640e-04
26	39	7	20	32.5	9.19239	46	0.131231	-0.739198	-0.303983	0.615486	8.24762	8.21846	8.23304	0.0206175	0.0435929	8.60769		42161	33124	90.1853637	1.8124718	109073	417579	1.40625e-07	5.47178e-05
4	4	2	2	4	0	6	-0.77356	-0.883618	-0.828589	0.0778233	0.933333	0.701538	0.817436	0.163904	-0.0182741	0.8		40703	18295	2.6884327	6.2084635	47355	224959	8.78138e-08	3.39353e-04
27	28	19	20	27.5	0.707107	47	0.796891	-0.377371	0.20976	0.830328	9.88571	6.58769	8.2367	2.33205	0.1963	10.0872		22107	37055	16.4426294	2.1513503	31351	313395	1.20256e-07	5.80583e-05
27	24	9	6	25.5	2.12132	33	0.336347	0.35315	0.344749	0.0118813	8.97143	6.89846	7.93495	1.46581	0.0168438	8.0359		48667	19140	3.8382479	9.5050518	114013	12439	1.06407e-07	4.96607e-04
733	536	198	1	634.5	139.3	734	1.75214	3.62554	2.68884	1.3247	314.133	268.083	291.108	32.5624	0.0420596	302.938		44347	47991	86.7302569	7.9025885	72110	265448	8.73501e-08	1.64668e-04
5	2	4	1	3.5	2.12132	6	-1.28407	-0.959878	-1.12197	0.229238	0.952381	0.289231	0.620806	0.468918	0.0266324	0.625641		17742	49536	97.7782093	8.1309699	86382	496262	1.67725e-07	1.64143e-04
15	18	2	5	16.5	2.12132	20	0.573778	1.17033	0.872055	0.421828	5.27619	6.27385	5.77502	0.705449	0.0801816	6.30513		49908	28504	80.0723964	6.8129436	45521	51007	9.70019e-08	2.39017e-04
18	18	6	6	18	0	24	-0.707377	0.18265	-0.262363	0.629344	4.57143	4.96	4.76571	0.274761	0.0335082	4.93846		218	12336	14.1474094	1.7283092	66430	177331	7.24251e-08	1.40103e-04
43	18	38	13	30.5	17.6777	56	-1.66356	-0.314661	-0.989109	0.953814	8.08571	4.29846	6.19209	2.67799	0.0258049	6.28718		4768	18605	98.3607684	5.1648010	105944	368523	6.70636e-08	2.77603e-04
5	8	2	5	6.5	2.12132	10	0.429114	-0.107745	0.160685	0.379616	1.73333	2.02462	1.87897	0.205968	0.323178	2.8		34026	1765	64.3249469	3.6805380	110384	200775	1.45256e-07	0.0020853
21	27	10	16	24	4.24264	37	0.144692	-0.490859	-0.173084	0.449403	6.68571	6.13231	6.40901	0.391318	0.105953	7.15128		19530	3172	92.3852036	2.3322658	49242	188216	1.49457e-07	7.35267e-04
26	27	5	6	26.5	0.707107	32	0.618308	-0.164211	0.227049	0.553324	9.18095	6.76	7.97048	1.71187	0.0152808	8.05385		42998	34169	89.7931488	8.1677572	82617	199499	1.05139e-07	2.39040e-04
1	1	0	0	1	0	1	1.12241	1.4372	1.2798	0.222589	0.47619	0.492308	0.484249	0.0113966	-0.0494927	0.461538		5853	6593	78.9831136	8.8837518	63445	277340	1.68513e-07	0.0013475
4	2	2	0	3	1.41421	4	0.169543	1.88188	1.02571	1.21081	1.29524	0.984615	1.13993	0.219643	0.0386374	1.17949		5590	28852	5.4261753	2.9543834	116541	27070	1.45797e-07	1.02398e-04
4	3	1	0	3.5	0.707107	4	-1.07138	-0.360217	-0.715799	0.502869	0.819048	0.670769	0.744908	0.104849	-0.00597776	0.738462		9464	21262	88.0829440	4.9155985	53859	196725	8.61188e-08	2.31192e-04
16	19	10	13	17.5	2.12132	29	0.0569584	-0.588916	-0.265979	0.456702	4.99048	4.15692	4.5737	0.589411	0.157937	5.39744		29600	37106	80.2661431	4.0664080	30006	131525	8.81350e-08	1.09589e-04
2	4	0	2	3	1.41421	4	-0.594191	-0.648352	-0.621271	0.038298	0.47619	0.793846	0.635018	0.224616	0.00207375	0.641026		43679	21502	53.1338459	7.3444174	22202	473651	1.06605e-07	3.41569e-04
75	38	51	14	56.5	26.163	89	0.949913	0.338358	0.644135	0.432435	28.0952	10.8523	19.4738	12.1926	0.174964	22.8385		5211	29478	60.3363378	6.9306064	122238	439526	1.59481e-07	2.35111e-04
2	2	0	0	2	0	2	-1.00161	0.536448	-0.23258	1.08757	0.380952	0.655385	0.518168	0.194053	0.231347	0.689744		32151	26563	4.8483151	7.9039482	80264	499044	1.13670e-07	2.97555e-04
11	2	11	2	6.5	6.36396	13	-1.42376	-0.218002	-0.820882	0.8526	2.13333	0.470769	1.30205	1.17561	0.104484	1.40256		22964	31775	61.1951174	7.8069647	121335	419707	1.06231e-07	2.45695e-04
24	21	15	12	22.5	2.12132	36	-0.187533	-0.148127	-0.16783	0.0278646	7.04762	5.27692	6.16227	1.25207	0.0862668	6.69487		48467	42131	50.4342776	3.9513869	120826	191298	1.09951e-07	9.37881e-05
9	21	6	18	15	8.48528	27	0.611174	0.385634	0.498404	0.159481	3.21905	6.09231	4.65568	2.0317	0.138788	5.51282		29977	8795	39.8094032	2.8870348	66667	358746	1.07920e-07	3.28259e-04
38	48	12	22	43	7.07107	60	0.176642	0.169751	0.173196	0.00487276	12.1714	13.1385	12.6549	0.683796	0.02561	13.0051		39484	44142	3.9362437	9.6104704	95437	287028	1.50484e-07	2.17717e-04
18	55	2	39	36.5	26.163	57	-1.00078	-0.00350328	-0.502142	0.705182	4.17143	14.4	9.28571	7.23269	0.299265	14.0154		38599	48156	2.6673968	2.5533170	54039	350674	1.16262e-07	5.30218e-05
13	20	6	13	16.5	4.94975	26	-2.11497	-0.747987	-1.43148	0.9666	1.84762	4.14769	2.99766	1.6264	0.0328022	3.14359		23202	7498	31.8100103	5.6213406	97197	493512	1.50822e-07	7.49712e-04
33	51	1	19	42	12.7279	52	-2.27702	1.05724	-0.609889	2.35768	4.68571	17.0585	10.8721	8.74885	0.20439	14.2923		3340	44285	29.6449787	1.8826512	124562	429737	1.37171e-07	4.25122e-05
21	32	4	15	26.5	7.77817	36	-0.413112	-0.591453	-0.502283	0.126106	5.80952	7.05538	6.43245	0.880957	0.0519828	6.81282		38605	23726	97.9870481	8.6330134	6792	213704	8.79046e-08	3.63863e-04
28	31	13	16	29.5	2.12132	44	0.94493	-0.134167	0.405381	0.763037	10.5524	7.83077	9.19158	1.92447	0.0417441	9.5359		10780	45519	30.3104176	5.0715763	87164	31732	1.08941e-07	1.11417e-04
5	16	3	14	10.5	7.77817	19	-1.66013	-0.89529	-1.27771	0.540826	0.780952	3.12	1.95048	1.65396	0.0920102	2.21538		3557	25889	58.1695025	9.0100321	63397	60626	1.09288e-07	3.48025e-04
6	5	3	2	5.5	0.707107	8	-1.98306	-0.59787	-1.29046	0.979475	0.8	1.03385	0.916923	0.165354	0.0290423	0.948718		8973	26946	60.7750372	7.5218847	32392	208717	1.62377e-07	2.79147e-04
808	932	0	124	870	87.6812	932	2.39065	3.49377	2.94221	0.78003	381.876	457.658	419.767	53.5862	0.0678794	452.21		42394	30588	75.8327395	5.4467007	83820	254058	9.42353e-08	1.78067e-04
16	18	13	15	17	1.41421	31	0.0569584	-0.300782	-0.121912	0.252961	4.99048	4.31692	4.6537	0.476274	0.115366	5.23846		13668	48115	84.8215504	3.5151764	25104	448495	1.24885e-07	7.30578e-05
342	9	337	4	175.5	235.467	346	0.642068	0.270335	0.456202	0.262854	120.39	2.55692	61.4737	83.3209	0.229644	73.141		32592	9888	15.2374177	5.9524992	57503	103222	9.92156e-08	6.01992e-04
138	4	136	2	71	94.7523	140	1.16009	0.904407	1.03225	0.180795	53.619	1.40308	27.5111	36.9223	0.726828	80.3615		32108	43927	26.2933585	1.4893429	32939	461594	9.03838e-08	3.39050e-05
6	12	4	10	9	4.24264	16	-0.103948	-0.883131	-0.493539	0.550966	1.79048	2.32	2.05524	0.37443	0.0751223	2.2359		40500	23639	59.9268829	7.6315598	59483	177447	1.55847e-07	3.22838e-04
11	12	5	6	11.5	0.707107	17	0.551065	-0.701908	-0.0754215	0.885985	3.86667	2.48923	3.17795	0.973994	0.0343318	3.2641		36311	20330	94.5176469	0.4008776	108744	127833	1.15829e-07	1.97185e-05
118	14	116	12	66	73.5391	130	-0.874796	-0.35597	-0.615383	0.366866	29.0667	3.28923	16.1779	18.2274	0.866453	97.1821		3483	18804	58.8632518	8.5568433	32260	74184	6.99851e-08	4.55054e-04
44	59	15	30	51.5	10.6066	74	1.13138	-0.394439	0.368468	1.07891	17.1048	13.8769	15.4908	2.28243	0.0449176	16.1513		14547	34240	52.5610915	4.3444349	118348	163560	7.56983e-08	1.26882e-04
12	12	5	5	12	0	17	-0.397181	-0.039618	-0.2184	0.252835	3.31429	3.10769	3.21099	0.146084	0.0482279	3.36923		7376	20219	68.2347573	9.3816054	15080	159649	9.08873e-08	4.63999e-04
9	10	4	5	9.5	0.707107	14	-0.885458	-0.283138	-0.584298	0.425905	2.11429	2.39385	2.25407	0.197679	-0.0120646	2.23077		4837	29660	87.7506186	1.1680473	66464	486883	1.48934e-07	3.93812e-05
163	145	55	37	154	12.7279	200	1.41994	0.515625	0.967784	0.639449	66.2571	42.9692	54.6132	16.467	0.15483	63.6795		47665	257	56.6661764	1.5956107	66478	393818	8.83278e-08	0.0062086
13	15	5	7	14	1.41421	20	-0.616307	-0.618241	-0.617274	0.00136743	3.37143	3.23077	3.3011	0.0994612	0.0652748	3.52821		46637	46760	6.5334877	1.0275367	66199	272499	1.56762e-07	2.19747e-05
50	57	26	33	53.5	4.94975	83	-0.61493	-0.822338	-0.718634	0.14666	13.181	11.7415	12.4612	1.01782	0.16668	14.8923		18514	14050	53.1685628	3.7029955	95906	492605	1.29724e-07	2.63558e-04
768	256	540	28	512	362.039	796	2.9156	-0.827308	1.04415	2.64663	390.829	53.1077	221.968	238.805	0.405825	336.159		44174	48570	24.5267194	9.1408274	33432	453920	1.60558e-07	1.88199e-04
9	11	7	9	10	1.41421	18	0.172506	1.07182	0.622161	0.635909	2.89524	3.81231	3.35377	0.648466	0.242916	4.48462		42642	40049	64.8954808	3.1039888	28628	482291	8.62475e-08	7.75048e-05
291	5	289	3	148	202.233	294	2.24027	0.520101	1.38019	1.21634	134.695	1.55077	68.123	94.1474	0.393172	98.1692		8292	49008	56.3345933	5.7671165	8325	276616	1.46885e-07	1.17677e-04
27	11	27	11	19	11.3137	38	-1.81285	0.383629	-0.714613	1.55315	4.70476	3.21538	3.96007	1.05315	0.716429	13.4128		32070	34871	32.9854160	2.1952467	45122	493701	8.56288e-08	6.29534e-05
7	7	1	1	7	0	8	0.795858	1.36996	1.08291	0.405954	2.62857	2.65538	2.64198	0.0189598	-0.019285	2.59231		17060	48480	20.9174152	6.6963601	23714	73438	1.33218e-07	1.38126e-04
13	24	11	22	18.5	7.77817	35	-0.878572	-0.768995	-0.823784	0.0774828	3.10476	4.96308	4.03392	1.31403	0.647923	11.9667		39514	30122	97.2635507	3.5816891	101418	322078	1.03662e-07	1.18906e-04
197	824	5	632	510.5	443.356	829	0.633598	2.28493	1.45926	1.16767	69.2667	339.382	204.324	191	0.139187	247.428		44387	25607	32.7754191	8.7931692	106402	271147	8.24072e-08	3.43389e-04
113	13	105	5	63	70.7107	118	1.94135	-0.978935	0.481205	2.06495	50.1143	2.42769	26.271	33.7195	0.529601	47.5872		46588	27236	19.0184831	4.2267165	4419	200294	8.90062e-08	1.55189e-04
14	9	5	0	11.5	3.53553	14	-0.632093	-0.215984	-0.424039	0.294234	3.61905	2.2	2.90952	1.00342	-0.00352284	2.87949		39928	4971	27.1908160	4.6270131	40008	467862	1.17929e-07	9.30801e-04
15	13	3	1	14	1.41421	16	1.13422	-0.354395	0.389915	1.05261	5.92381	3.05231	4.48806	2.03046	0.117419	4.98974		49654	321	95.4434079	3.2583672	58043	429893	9.63412e-08	0.0101507
14	8	7	1	11	4.24264	15	0.420075	1.29045	0.85526	0.615445	4.7619	2.95692	3.85941	1.27631	0.0249742	3.92564		6684	1128	42.7657467	1.1601304	3653	293104	8.94621e-08	0.0010285
10	18	1	9	14	5.65685	19	1.12066	0.349192	0.734924	0.545508	3.98095	5.18154	4.58125	0.848943	0.0099087	4.64615		34089	46436	0.6788392	5.4981403	111496	454841	1.57355e-07	1.18403e-04
25	34	14	23	29.5	6.36396	48	0.983224	0.853421	0.918322	0.0917845	9.50476	10.9415	10.2232	1.01595	0.0885169	11.2564		33201	13705	17.5975986	1.8017805	19947	344253	1.14802e-07	1.31469e-04
5	5	2	2	5	0	7	-0.740865	-0.012266	-0.376565	0.515197	1.2	1.30462	1.25231	0.0739742	-0.0102014	1.24103		7496	5729	7.4165489	6.7557271	78884	464428	1.46475e-07	0.0011792
16	31	11	26	23.5	10.6066	42	0.00252937	-2.26724	-1.13236	1.60497	4.92381	3.17231	4.04806	1.2385	0.245803	5.26154		25137	37069	66.1564644	1.6711385	77678	71895	1.06331e-07	4.50818e-05
52	18	43	9	35	24.0416	61	0.669609	0.0947535	0.382181	0.406484	18.4762	4.84308	11.6596	9.64007	0.198698	13.8769		32736	14056	54.5831540	3.5238684	18171	19250	1.30662e-07	2.50702e-04
13	8	6	1	10.5	3.53553	14	-0.297842	-0.186191	-0.242016	0.078949	3.69524	1.97231	2.83377	1.2183	0.00546053	2.82308		47764	29175	99.8554861	1.5804973	103305	210606	9.97072e-08	5.41730e-05
165	180	4	19	172.5	10.6066	184	-2.37624	-0.0282078	-1.20223	1.66031	23.4286	46.8338	35.1312	16.55	-0.0103949	35.0744		19107	1374	55.4615582	9.5167451	17067	311820	1.66388e-07	0.0069263
303	34	285	16	168.5	190.212	319	-0.763858	-0.793276	-0.778567	0.0208018	77.1429	7.02154	42.0822	49.5833	0.124382	45.641		20405	14236	73.4333044	3.5544001	40048	336351	1.00869e-07	2.49677e-04
7	21	7	21	14	9.89949	28	0.190459	-0.820867	-0.315204	0.715115	2.26667	4.24923	3.25795	1.40188	0.984148	222.908		40053	48367	93.1759575	9.3457104	42558	439341	1.19054e-07	1.93225e-04
171	28	158	15	99.5	101.116	186	2.15368	-0.154406	0.999635	1.63206	78.2381	7.03077	42.6344	50.3512	0.660045	104.885		22542	37721	86.2688046	7.6155249	83714	454962	8.72457e-08	2.01891e-04
243	21	227	5	132	156.978	248	-2.27633	1.5015	-0.387418	2.67133	36.3333	7.79692	22.0651	20.1783	0.08867	23.4077		49695	22534	71.0901967	2.1670765	81581	18766	8.20762e-08	9.61692e-05
24	35	10	21	29.5	7.77817	45	-0.401784	-0.15586	-0.278822	0.173894	6.66667	8.79077	7.72872	1.50197	0.171871	9.42564		21774	49427	83.8365188	8.1305540	24120	225083	1.41106e-07	1.64496e-04
4	4	4	4	4	0	8	-1.51811	0.175081	-0.671517	1.19727	0.647619	1.11692	0.882271	0.331848	0.0937537	0.987179		47638	33367	84.7093721	6.7821236	37358	377763	8.69486e-08	2.03258e-04
722	20	705	3	371	496.389	725	-2.43327	0.0286821	-1.20229	1.74086	100.705	5.28308	52.9939	67.4733	0.0706751	54.6205		45992	4522	96.1443923	8.2901671	121522	303466	8.39201e-08	0.0018333
15	21	8	14	18	4.24264	29	-0.662502	0.268811	-0.196846	0.658538	3.84762	5.91385	4.88073	1.46104	0.0412829	5.13333		19060	25880	80.5493654	6.8459083	80301	63362	1.28169e-07	2.64525e-04
317	339	2	24	328	15.5563	341	0.515652	3.48908	2.00237	2.10253	108.819	166.723	137.771	40.9443	0.10065	154.941		5429	14266	63.6259736	3.5390077	3236	240943	7.96157e-08	2.48073e-04
