S_1	S_2	prS_1	prS_2	mean_S	sd_S	tot_S	D_1	D_2	mean_D	sd_D	Pi_1	Pi_2	mean_Pi	sd_Pi	FST_2_1	PI_2_1		NPOP1	NPOP2	RSANC	Nem	T2	T1	MUTRATE	MIG21
657	63	605	11	360	420.021	668	-2.39573	0.553281	-0.921225	2.08527	93.3143	18.8769	56.0956	52.6352	0.0555829	57.7026		34168	8890	74.1148073	4.0737108	99281	271988	1.30937e-07	4.58235e-04
7	6	2	1	6.5	0.707107	8	-0.797297	-0.243344	-0.52032	0.391704	1.67619	1.44308	1.55963	0.164836	-0.0100801	1.54103		39137	12855	59.7658471	2.8307782	50677	195630	9.88627e-08	2.20208e-04
180	17	173	10	98.5	115.258	190	2.24805	-1.1021	0.572975	2.36892	83.5238	3.06154	43.2927	56.8954	0.35725	59.8846		40742	29236	62.3129036	5.3881275	94819	255237	7.52935e-08	1.84298e-04
170	38	150	18	104	93.3381	188	2.65631	0.0752087	1.36576	1.82511	83.7333	10.1569	46.9451	52.0264	0.452715	76.1308		49127	17880	69.0863160	4.9381867	36065	489295	1.23173e-07	2.76185e-04
22	8	19	5	15	9.89949	27	-0.943309	0.187583	-0.377863	0.799661	5.21905	2.22154	3.72029	2.11956	0.229931	4.66154		43844	15217	5.8370845	5.0228951	63738	298209	1.32579e-07	3.30084e-04
19	42	10	33	30.5	16.2635	52	-0.183172	-0.716224	-0.449698	0.376925	5.58095	8.92615	7.25355	2.36541	0.0474987	7.68718		34797	28550	52.0133583	1.5721651	5322	270760	1.53644e-07	5.50671e-05
6	3	3	0	4.5	2.12132	6	-0.140084	1.37815	0.619035	1.07356	1.77143	1.22769	1.49956	0.38448	-0.0160417	1.46923		38173	14811	60.4435870	6.5263599	96874	451661	1.30142e-07	4.40643e-04
744	27	722	5	385.5	506.996	749	2.43465	-1.09132	0.671669	2.49324	353.914	4.97846	179.446	246.735	0.708278	490.605		593	32899	80.8658369	1.2945704	24417	32527	8.55905e-08	3.93498e-05
15	14	3	2	14.5	0.707107	17	-0.678986	-1.24473	-0.96186	0.400044	3.82857	2.34154	3.08505	1.05149	0.0194272	3.12051		33845	7309	77.0849087	0.9480320	121794	50549	1.31395e-07	1.29707e-04
62	7	57	2	34.5	38.8909	64	1.01087	1.67803	1.34445	0.47175	23.5143	2.84	13.1771	14.6189	0.343347	18.2436		11705	2881	44.2362281	6.3031831	14313	352653	8.36737e-08	0.0021878
721	610	150	39	665.5	78.4889	760	2.42333	-0.153539	1.13489	1.82212	342.419	153.708	248.063	133.439	0.253947	320.713		40692	35999	92.5812640	7.4375846	107013	136026	1.54874e-07	2.06605e-04
711	618	172	79	664.5	65.7609	790	0.905111	1.23089	1.068	0.230359	263.114	211.877	237.496	36.2303	0.0197431	241.392		8952	31312	31.3964867	5.9778765	104679	387374	1.47538e-07	1.90913e-04
44	36	17	9	40	5.65685	53	1.11026	0.0109386	0.560602	0.777341	17.0381	9.46154	13.2498	5.35743	0.091646	14.3692		16523	47820	87.7171377	2.6740957	68733	97444	7.37012e-08	5.59200e-05
16	10	11	5	13	4.24264	21	-1.85583	-0.0525898	-0.954211	1.27509	2.64762	2.57846	2.61304	0.0489017	0.100395	2.90256		23737	40735	99.5255941	2.0964275	103206	457731	6.89851e-08	5.14650e-05
7	9	0	2	8	1.41421	9	1.2738	1.05012	1.16196	0.158167	2.91429	3.12923	3.02176	0.151989	-0.039017	2.91026		22138	16666	79.9656696	5.9305312	36533	149875	1.09452e-07	3.55846e-04
1	0	1	0	0.5	0.707107	1	-1.15945	0	-0.579723	0.819852	0.133333	0	0.0666667	0.0942809	0.0387324	0.0666667		41176	1782	34.8096446	8.4980437	15818	151720	1.09119e-07	0.0047688
6	6	3	3	6	0	9	-0.0678108	-0.179629	-0.12372	0.0790673	1.80952	1.47692	1.64322	0.235184	0.0729903	1.7641		30228	28829	3.0622447	5.0017529	37627	314970	6.93700e-08	1.73497e-04
492	190	331	29	341	213.546	521	-0.277051	0.731412	0.22718	0.713092	141.886	58.9938	100.44	58.6134	0.0432347	103.251		11758	26364	61.1397418	6.5481846	48231	181212	8.97083e-08	2.48376e-04
427	11	420	4	219	294.156	431	2.39705	-0.0633386	1.16685	1.73976	202.143	2.82769	102.485	140.937	0.365622	142.469		22135	31336	33.2249939	0.3008453	31696	252850	1.00743e-07	9.60063e-06
464	564	44	144	514	70.7107	608	1.01886	-0.116338	0.451259	0.802703	175.4	143.492	159.446	22.5621	0.266148	215.179		25887	590	18.9640197	2.3041483	26879	376136	1.52388e-07	0.0039053
17	33	16	32	25	11.3137	49	0.066479	2.00623	1.03635	1.37161	5.31429	13.2923	9.3033	5.64131	0.688961	32.5179		33511	12430	24.5082566	3.0711307	84397	227026	1.51349e-07	2.47074e-04
23	22	16	15	22.5	0.707107	38	-1.2746	-0.331591	-0.803096	0.666809	4.89524	5.23692	5.06608	0.241608	0.046514	5.32051		22107	31678	98.9106148	3.8055194	37960	343845	1.09402e-07	1.20131e-04
5	5	2	2	5	0	7	-1.45121	-1.12358	-1.2874	0.231666	0.87619	0.790769	0.83348	0.0604019	0.0136236	0.84359		4773	14758	26.6141390	7.6107483	38014	111661	1.28063e-07	5.15703e-04
14	6	13	5	10	5.65685	19	1.595	-0.295474	0.649761	1.33676	6.0381	1.41538	3.72674	3.26875	0.37667	5.51795		41751	29798	2.1761292	4.3920349	9400	82295	9.75642e-08	1.47394e-04
475	504	0	29	489.5	20.5061	504	1.60437	3.60688	2.60563	1.41599	198.79	251.495	225.143	37.268	0.0377757	235.036		45368	28822	68.1521343	8.4573965	124646	16957	1.54875e-07	2.93435e-04
0	105	0	105	52.5	74.2462	105	0	1.27069	0.635347	0.898516	0	36.4431	18.2215	25.7691	0.564261	49		11919	46173	24.3874894	2.7973908	10912	477530	1.37097e-07	6.05850e-05
31	24	18	11	27.5	4.94975	42	0.13032	0.706385	0.418352	0.40734	9.82857	7.50769	8.66813	1.64111	0.3263	12.6744		16870	5502	43.7705364	4.0369565	114040	153411	7.49955e-08	7.33725e-04
6	6	2	2	6	0	8	-1.54942	-1.22803	-1.38872	0.227256	1.02857	0.92	0.974286	0.0767716	-0.000960747	0.971795		47679	1309	93.3664105	2.9190465	24142	73902	1.51857e-07	0.0022300
10	11	8	9	10.5	0.707107	19	-1.87316	-0.790547	-1.33185	0.76552	1.5619	2.19692	1.87941	0.449026	0.069603	2.0359		12574	10599	45.4438422	4.3173937	67515	287902	8.36201e-08	4.07340e-04
14	22	0	8	18	5.65685	22	-2.24542	2.22519	-0.0101128	3.1612	1.86667	9.31077	5.58872	5.26378	0.248999	7.89744		28251	1798	70.0237814	9.5340519	73480	487261	1.38072e-07	0.0053026
285	25	275	15	155	183.848	300	2.96361	0.1079	1.53575	2.01929	146.219	6.74462	76.4818	98.6233	0.634024	172.887		19222	47933	68.3741036	3.3647629	26887	329623	1.22915e-07	7.01972e-05
7	4	4	1	5.5	2.12132	8	-0.494598	-1.04046	-0.76753	0.385985	1.85714	0.64	1.24857	0.86065	0.184344	1.47436		20982	43661	61.5678628	8.0635802	119386	421423	1.15977e-07	1.84686e-04
42	11	38	7	26.5	21.9203	49	-1.53979	0.621302	-0.459243	1.52812	8.26667	3.42154	5.8441	3.42602	0.133513	6.56923		2338	5359	68.4679220	4.3301413	124985	76606	9.61968e-08	8.08013e-04
15	16	12	13	15.5	0.707107	28	-0.382279	-0.818265	-0.600272	0.308289	4.17143	3.21231	3.69187	0.678201	0.0769182	3.97436		17259	13502	59.0061356	6.8547775	124568	498563	1.69965e-07	5.07686e-04
39	30	13	4	34.5	6.36396	43	-0.729209	0.858343	0.064567	1.12257	9.94286	9.68	9.81143	0.185868	0.0462908	10.2821		45467	38916	86.0909778	4.9208623	55646	231166	8.21580e-08	1.26448e-04
0	13	0	13	6.5	9.19239	13	0	-0.843567	-0.421783	0.596492	0	2.56308	1.28154	1.81237	0.994814	316.462		3595	4628	81.6515943	1.3189601	7694	69744	1.51155e-07	2.84996e-04
7	8	2	3	7.5	0.707107	10	0.540953	-0.523049	0.00895206	0.752363	2.47619	1.74769	2.11194	0.515126	-0.00197901	2.09744		10605	15103	14.9069794	1.8693156	40133	285854	1.57507e-07	1.23771e-04
772	663	145	36	717.5	77.0746	808	0.856664	2.8745	1.86558	1.42683	283.095	298.791	290.943	11.0984	0.177881	354.6		1974	35170	95.3781888	6.7029067	26586	414622	1.58792e-07	1.90586e-04
29	30	5	6	29.5	0.707107	35	-0.656991	0.563485	-0.046753	0.863006	7.52381	9.05538	8.2896	1.08299	0.0442049	8.70513		26284	11132	19.0055846	1.2911312	72140	363266	9.65287e-08	1.15984e-04
2	3	1	2	2.5	0.707107	4	-1.49051	-0.590719	-1.04061	0.636247	0.266667	0.596923	0.431795	0.233527	0.0777901	0.476923		41545	23842	98.9312267	7.4367229	68915	163641	1.55376e-07	3.11917e-04
8	13	4	9	10.5	3.53553	17	1.05004	1.21772	1.13388	0.118567	3.1619	4.62462	3.89326	1.03429	0.287258	5.56667		39929	5721	55.4693089	9.6232921	57674	164864	1.36384e-07	0.0016821
29	26	9	6	27.5	2.12132	35	0.401566	0.957585	0.679575	0.393165	9.77143	8.59077	9.1811	0.834852	0.0292765	9.4359		3691	38044	79.4463827	4.7179421	97564	405209	1.47355e-07	1.24013e-04
11	8	5	2	9.5	2.12132	13	-0.642511	0.902829	0.130159	1.09272	2.81905	2.69846	2.75875	0.0852672	0.0806209	2.99744		10548	6798	20.6143402	6.0331545	123349	78931	1.00620e-07	8.87490e-04
4	6	1	3	5	1.41421	7	-0.723923	0.0983995	-0.312762	0.58147	0.952381	1.62462	1.2885	0.475342	0.0104435	1.31282		27474	24503	27.4520792	2.4429486	5787	131394	9.25653e-08	9.97000e-05
1	2	0	1	1.5	0.707107	2	-1.15945	-1.22394	-1.19169	0.045601	0.133333	0.224615	0.178974	0.0645462	-0.0178888	0.176923		42528	40942	51.3709840	2.3532026	101884	42226	1.25279e-07	5.74765e-05
29	63	26	60	46	24.0416	89	0.204208	0.00458457	0.104396	0.141155	9.35238	16.5292	12.9408	5.0748	0.962232	368.528		46346	7251	89.0219138	9.8723177	87638	342919	1.61911e-07	0.0013615
280	23	269	12	151.5	181.726	292	-2.37372	-0.96233	-1.66802	0.998001	40.019	4.43077	22.2249	25.1647	0.928733	245.933		11804	1665	80.2811315	0.2001485	31591	6446	1.27394e-07	1.20209e-04
156	28	141	13	92	90.5097	169	-1.98137	-0.309243	-1.1453	1.18237	26.4286	6.72308	16.5758	13.9339	0.0580475	17.141		22503	36352	49.5944520	6.9192517	64827	172395	1.24983e-07	1.90340e-04
6	6	1	1	6	0	7	0.185146	0.33009	0.257618	0.102491	1.94286	1.74769	1.84527	0.138002	-0.0512425	1.75385		15137	23542	39.7115162	5.2367725	25335	391758	7.57278e-08	2.22444e-04
3	5	2	4	4	1.41421	7	-1.31654	-0.364959	-0.84075	0.672869	0.514286	1.14154	0.827912	0.443535	0.0692153	0.905128		3363	5510	55.0729851	5.4151834	97932	488767	8.65165e-08	9.82792e-04
91	56	75	40	73.5	24.7487	131	-2.24594	-1.15841	-1.70217	0.768994	13.619	10.2492	11.9341	2.38282	0.855357	79.6487		44847	9703	1.7907713	5.3760670	55340	415486	1.55239e-07	5.54062e-04
19	12	10	3	15.5	4.94975	22	0.109359	1.22565	0.667505	0.789339	6	4.28923	5.14462	1.2097	0.0723969	5.50256		49014	46457	68.1594145	7.2551355	99641	425847	1.00644e-07	1.56169e-04
78	32	55	9	55	32.5269	87	-0.0913878	0.275763	0.0921875	0.259615	23.4857	9.00615	16.2459	10.2386	0.206632	19.7359		31640	36512	15.1357403	7.4593213	122064	7766	1.06686e-07	2.04298e-04
14	15	3	4	14.5	0.707107	18	-0.579485	0.982182	0.201349	1.10427	3.67619	5.04308	4.35963	0.966535	0.0095021	4.42308		18277	45637	79.7951862	7.9827541	62939	452268	1.38791e-07	1.74918e-04
14	14	7	7	14	0	21	-1.43876	-0.589703	-1.01423	0.600371	2.74286	3.04	2.89143	0.210112	0.0244457	2.96923		30041	48584	16.4067360	2.5730444	12776	452537	1.41519e-07	5.29607e-05
4	4	2	2	4	0	6	-1.51811	-0.115081	-0.816598	0.992094	0.647619	1.00308	0.825348	0.251347	0.017578	0.846154		46682	32222	36.5883845	8.7673074	77848	206217	1.24211e-07	2.72091e-04
26	36	9	19	31	7.07107	45	-0.673938	-0.126274	-0.400106	0.387257	6.70476	9.11692	7.91084	1.70566	0.0135388	8.05897		24738	19110	13.9189657	8.2215307	109190	143493	9.45156e-08	4.30221e-04
17	14	12	9	15.5	2.12132	26	-0.787219	-1.14374	-0.965478	0.252097	4.20952	2.44923	3.32938	1.24472	0.101317	3.65128		30790	32322	84.4625095	1.7908974	3221	13125	1.32871e-07	5.54080e-05
12	12	6	6	12	0	18	-1.14115	-0.141762	-0.641458	0.706677	2.60952	3.01231	2.81092	0.284811	0.0315797	2.91026		5517	5681	81.4264408	4.9788427	25435	245718	7.76642e-08	8.76403e-04
13	19	4	10	16	4.24264	23	-0.503907	-0.0246942	-0.264301	0.338855	3.48571	4.94462	4.21516	1.0316	0.0437358	4.43846		15764	13515	17.0872926	2.9930253	60162	94158	1.50424e-07	2.21460e-04
41	47	14	20	44	4.24264	61	-0.780923	-0.495965	-0.638444	0.201496	10.3048	10.7138	10.5093	0.289266	0.00364194	10.5538		42952	43189	47.9285799	3.6106145	47799	270416	8.60828e-08	8.36003e-05
2	20	2	20	11	12.7279	22	0.62806	1.52519	1.07663	0.634368	0.761905	7.47077	4.11634	4.74388	0.932118	73.7282		45343	38597	15.9573776	3.8487671	99604	441462	7.75262e-08	9.97167e-05
5	29	5	29	17	16.9706	34	1.64088	-0.349079	0.645899	1.40711	2.28571	6.88308	4.5844	3.25083	0.986543	388.267		39242	33622	15.4540590	7.6999541	80438	276719	1.32331e-07	2.29015e-04
20	14	8	2	17	4.24264	22	-0.252696	-0.191491	-0.222094	0.0432783	5.77143	3.46462	4.61802	1.63116	0.119857	5.16923		8734	8928	6.7710903	7.5634884	69742	38339	8.06747e-08	8.47165e-04
31	13	23	5	22	12.7279	36	-0.265574	0.971598	0.353012	0.874813	8.93333	4.37846	6.6559	3.22078	0.201246	8.10513		658	29915	63.7228259	9.6426477	65647	54204	9.07127e-08	3.22335e-04
40	53	3	16	46.5	9.19239	56	-0.494633	1.11726	0.311312	1.13978	10.8762	17.9385	14.4073	4.99378	0.0959133	16.1436		42667	48081	7.7734527	2.2155597	45920	242914	1.01875e-07	4.60797e-05
21	21	13	13	21	0	34	0.253828	0.00898004	0.131404	0.173134	6.85714	5.51692	6.18703	0.947678	0.041632	6.42821		23833	13105	86.3685563	0.1429780	41026	18379	1.24432e-07	1.09102e-05
37	39	5	7	38	1.41421	44	-0.615206	-0.382425	-0.498816	0.164601	9.73333	9.18462	9.45897	0.388002	-0.0118655	9.34103		36024	4758	16.7301571	4.5958311	74875	86537	1.59134e-07	9.65917e-04
16	7	15	6	11.5	6.36396	22	-2.01134	-1.83905	-1.9252	0.121831	2.45714	0.732308	1.59473	1.21964	0.0466425	1.6359		17466	18580	13.1646134	5.1678264	73462	54229	1.37576e-07	2.78139e-04
8	34	2	28	21	18.3848	36	0.907495	-0.788106	0.0596943	1.19897	3.06667	7.03385	5.05026	2.80522	0.142652	6.04103		20910	33677	4.7173769	3.1714333	78729	119323	1.46332e-07	9.41721e-05
25	18	17	10	21.5	4.94975	35	0.519185	-0.148119	0.185533	0.471856	8.64762	4.52	6.58381	2.91867	0.363822	9.95641		17928	5935	21.3167861	9.1631945	58859	233908	1.40490e-07	0.0015439
2	2	1	1	2	0	3	-1.49051	0.498725	-0.495891	1.4066	0.266667	0.646154	0.45641	0.268338	0.0562769	0.492308		29346	44695	86.1961913	2.0095950	89024	993	1.17929e-07	4.49624e-05
17	18	3	4	17.5	0.707107	21	0.18423	-0.680126	-0.247948	0.611192	5.46667	3.81231	4.63949	1.16981	-0.0220465	4.52051		1008	26467	27.9778240	0.9853464	55849	92000	1.22206e-07	3.72292e-05
23	25	4	6	24	1.41421	29	0.575555	1.32982	0.952689	0.533347	8.05714	8.93231	8.49473	0.618835	0.0511322	8.97179		17029	41924	45.1811466	9.9716906	47689	63107	1.24608e-07	2.37852e-04
462	18	448	4	240	313.955	466	2.36006	0.437088	1.39858	1.35975	217.505	5.29846	111.402	150.053	0.360552	154.272		40048	19847	30.1399615	7.2842206	20024	347884	1.20462e-07	3.67019e-04
73	26	71	24	49.5	33.234	97	1.18323	-0.972124	0.105552	1.52406	28.5524	5.00923	16.7808	16.6475	0.909542	151.785		19413	8307	96.5110380	5.7265511	81471	307721	9.27078e-08	6.89365e-04
98	93	29	24	95.5	3.53553	122	1.50811	1.68242	1.59526	0.123255	40.5143	34.8708	37.6925	3.99057	0.108414	42.0974		46748	47344	98.0772789	2.4010275	35611	116970	1.10247e-07	5.07145e-05
25	91	8	74	58	46.669	99	-0.357331	0.192199	-0.0825662	0.388576	7.02857	25.0215	16.0251	12.7229	0.0817758	17.9385		15270	46008	75.8015689	8.2173790	105757	234757	1.31776e-07	1.78608e-04
380	277	106	3	328.5	72.832	383	0.804401	2.45606	1.63023	1.1679	138.029	117.462	127.745	14.5431	0.0998921	141.303		48696	25878	39.7868239	0.7312654	39658	374211	6.83903e-08	2.82582e-05
658	641	20	3	649.5	12.0208	661	-0.359141	3.70175	1.67131	2.87148	186.038	323.689	254.864	97.3341	0.168126	312.287		12526	12394	95.1338081	7.7149716	9263	256850	1.47153e-07	6.22476e-04
43	53	27	37	48	7.07107	80	0.633394	-1.62142	-0.494014	1.59439	15.181	8.01231	11.5966	5.069	0.494015	21.8282		12979	2351	67.8892240	1.3158072	34839	389103	1.20307e-07	5.59680e-04
9	17	2	10	13	5.65685	19	0.146702	-0.464496	-0.158897	0.432182	2.87619	3.86769	3.37194	0.701098	-0.00709607	3.36154		49762	49089	36.8907318	3.9507291	77176	81018	1.41936e-07	8.04809e-05
71	70	16	15	70.5	0.707107	86	0.875266	-0.200604	0.337331	0.760755	26.2286	17.3938	21.8112	6.24709	0.0790528	23.4487		4710	27658	71.5181917	8.9403396	57550	283878	1.30403e-07	3.23246e-04
20	30	4	14	25	7.07107	34	0.90159	0.673875	0.787733	0.161019	7.50476	9.28923	8.397	1.26181	0.0140614	8.54615		5552	22623	79.4635708	3.8661904	72365	285509	1.49746e-07	1.70896e-04
22	21	12	11	21.5	0.707107	33	-1.22207	-0.979988	-1.10103	0.171179	4.7619	4.00615	4.38403	0.534397	0.0514539	4.60513		34170	10207	72.2764159	2.7511801	33393	25799	1.60627e-07	2.69539e-04
34	23	20	9	28.5	7.77817	43	-0.987512	0.40268	-0.292416	0.983014	8.01905	6.69538	7.35722	0.935971	-0.0107882	7.26154		15589	29827	9.5094846	7.5054410	114861	456998	7.52252e-08	2.51632e-04
14	21	7	14	17.5	4.94975	28	-0.439196	0.752217	0.15651	0.842456	3.82857	6.65231	5.24044	1.99668	0.264369	7.30769		3454	41492	45.8009929	1.9414767	38888	109533	1.55835e-07	4.67916e-05
205	30	196	21	117.5	123.744	226	-0.843294	-1.51359	-1.17844	0.473974	51.0286	4.65538	27.842	32.7908	0.16066	31.2487		33835	19075	96.8150722	3.7249335	40616	27847	1.68256e-07	1.95278e-04
102	31	95	24	66.5	50.2046	126	-2.26787	0.877424	-0.695221	2.22406	15.1429	10.04	12.5914	3.60826	0.87386	94.7615		39666	31385	22.3272082	9.5359838	24852	211675	9.22072e-08	3.03839e-04
15	6	14	5	10.5	6.36396	20	-1.9812	-0.851531	-1.41637	0.798797	2.32381	1.12	1.7219	0.851222	0.057966	1.8		3319	22768	31.5840665	5.4242523	43234	135031	1.59528e-07	2.38240e-04
3	1	2	0	2	1.41421	3	-0.395378	0.91864	0.261631	0.929151	0.8	0.409231	0.604615	0.276316	0.0333962	0.617949		12835	24841	3.2516746	7.7335782	25467	323723	1.42894e-07	3.11323e-04
162	4	161	3	83	111.723	165	1.49382	0.551507	1.02266	0.666313	66.6857	1.26462	33.9752	46.2597	0.77629	118.91		7097	36962	40.4088097	7.7742695	118145	290430	1.42106e-07	2.10331e-04
5	4	1	0	4.5	0.707107	5	0.763393	-1.26004	-0.248326	1.43079	1.88571	0.553846	1.21978	0.941773	0.226423	1.50256		1101	15026	3.1285190	1.8776529	75671	296921	1.46106e-07	1.24960e-04
111	104	13	6	107.5	4.94975	117	-2.07429	0.818954	-0.627668	2.04583	18.0095	32.9538	25.4817	10.5672	0.0301805	26.5564		13234	41223	85.2338205	6.6204320	53725	24154	9.72705e-08	1.60600e-04
13	9	7	3	11	2.82843	16	-0.878572	0.312259	-0.283156	0.842045	3.10476	2.58769	2.84623	0.365623	-0.00195629	2.83333		32136	40519	45.7771150	1.5691081	61340	229491	1.59561e-07	3.87252e-05
622	558	71	7	590	45.2548	629	2.22507	2.06348	2.14428	0.11426	286.924	221.831	254.377	46.0277	0.0912922	278.069		21867	19424	64.3600445	2.9114840	95178	476375	1.29340e-07	1.49891e-04
27	17	15	5	22	7.07107	32	-0.536766	-0.396355	-0.46656	0.0992855	7.2381	3.95385	5.59597	2.32231	0.0846397	6.02308		1579	31469	18.6385761	9.1926738	75905	196269	1.08458e-07	2.92118e-04
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1901	13415	24.9242447	6.9053468	58855	220550	7.71354e-08	5.14748e-04
23	18	10	5	20.5	3.53553	28	-1.00711	1.41552	0.204205	1.71306	5.35238	6.6	5.97619	0.8822	0.120666	6.83846		873	28670	87.4812165	7.5128784	34373	46797	1.54462e-07	2.62047e-04
8	9	3	4	8.5	0.707107	12	-0.974131	-0.748419	-0.861275	0.159603	1.80952	1.80923	1.80938	0.000207211	0.00611915	1.82051		49110	22591	17.2993952	9.1440137	119145	271807	7.73842e-08	4.04764e-04
25	39	22	36	32	9.89949	61	0.447002	0.71857	0.582786	0.192028	8.51429	12.1662	10.3402	2.58226	0.431759	18.641		35025	31925	78.5398822	5.6125102	42557	259765	1.25989e-07	1.75803e-04
32	37	15	20	34.5	3.53553	52	-0.822901	0.132244	-0.345329	0.67539	7.92381	10.0369	8.98037	1.4942	0.167438	10.8769		18267	20613	56.4043484	4.0273176	60778	209600	1.58748e-07	1.95378e-04
32	42	3	13	37	7.07107	45	0.452222	0.837876	0.645049	0.272699	10.8952	13.44	12.1676	1.79942	0.0348256	12.6564		27536	18245	30.8374752	4.9820904	3509	363241	1.20749e-07	2.73066e-04
25	18	25	18	21.5	4.94975	43	0.096395	-0.927625	-0.415615	0.724092	7.86667	3.48308	5.67487	3.09967	0.940627	85.7231		21808	5071	19.1070240	0.5674445	41084	410027	1.15250e-07	1.11900e-04
27	15	19	7	21	8.48528	34	0.633781	-1.74316	-0.554687	1.68075	9.5619	1.95692	5.75941	5.37753	0.407032	8.86667		15152	33335	34.7205874	2.3522062	122727	419446	1.32244e-07	7.05627e-05
12	14	12	14	13	1.41421	26	-0.356967	-1.31976	-0.838363	0.680797	3.35238	2.26154	2.80696	0.771342	0.507079	5.52051		39576	41481	79.9943908	9.1022270	11989	395359	1.20286e-07	2.19431e-04
12	3	12	3	7.5	6.36396	15	-1.74438	-1.73363	-1.739	0.00760088	2.0381	0.230769	1.13443	1.27797	0.0773728	1.18205		28259	7495	23.0203071	8.2515898	124260	329441	1.62329e-07	0.0011009
14	22	8	16	18	5.65685	30	-0.474268	0.527751	0.0267416	0.708535	3.79048	6.60615	5.19832	1.99098	0.144226	6.18205		6874	17670	44.6500136	6.5058958	110003	377132	1.14871e-07	3.68189e-04
15	20	5	10	17.5	3.53553	25	-0.316344	0.266524	-0.0249099	0.41215	4.24762	5.63077	4.93919	0.978035	0.0420577	5.18462		32850	47319	92.7839679	5.3593831	87054	386481	1.13748e-07	1.13261e-04
36	28	20	12	32	5.65685	48	-0.221147	0.150622	-0.0352625	0.26288	10.4952	7.63692	9.06608	2.02113	-0.0130881	8.91282		16747	38667	88.5450069	9.1143002	35697	330663	1.41643e-07	2.35713e-04
17	9	15	7	13	5.65685	24	1.22927	-1.02512	0.102078	1.5941	6.81905	1.60615	4.2126	3.68607	0.272694	5.44103		18546	32475	57.3061809	8.7248896	48360	37942	1.47803e-07	2.68665e-04
47	43	24	20	45	2.82843	67	0.2555	-0.758628	-0.251564	0.717096	15.3143	9.01538	12.1648	4.454	0.158644	14.2		11180	21856	59.2292476	6.5868255	109536	270339	1.45874e-07	3.01374e-04
5	7	0	2	6	1.41421	7	2.47658	1.53426	2.00542	0.666315	2.66667	2.75385	2.71026	0.0616452	-0.0520079	2.57692		48792	28722	78.1495036	6.4786181	10585	374052	1.57607e-07	2.25563e-04
25	28	11	14	26.5	2.12132	39	-0.450139	-0.0351822	-0.24266	0.293419	6.85714	7.26769	7.06242	0.290302	0.0188467	7.20513		27958	7006	18.6339555	7.0782976	19885	472351	1.38260e-07	0.0010103
11	12	4	5	11.5	0.707107	16	0.854884	-1.2291	-0.18711	1.4736	4.13333	1.99692	3.06513	1.51067	0.161528	3.56667		38714	7762	4.1607315	7.7193730	29803	166820	1.16143e-07	9.94508e-04
25	26	19	20	25.5	0.707107	45	0.663553	-0.0802136	0.29167	0.525922	8.91429	6.66462	7.78945	1.59076	0.384545	12.4256		23969	45272	88.4906593	9.0178789	24632	341744	6.78755e-08	1.99193e-04
10	9	7	6	9.5	0.707107	16	-1.44884	-0.677148	-1.06299	0.545666	1.90476	1.86154	1.88315	0.0305636	0.162285	2.24615		44026	9065	65.6552808	1.3203676	80232	134171	1.31460e-07	1.45656e-04
2	2	2	2	2	0	4	-1.00161	-0.720969	-0.861288	0.198441	0.380952	0.347692	0.364322	0.0235184	0.0733485	0.392308		31585	47037	22.0355468	4.9721324	64702	342020	1.28568e-07	1.05707e-04
7	7	4	4	7	0	11	-0.701708	-0.683805	-0.692756	0.0126595	1.73333	1.42462	1.57897	0.218297	0.291975	2.20769		21352	12025	39.5962973	8.9603298	23400	449851	9.99883e-08	7.45142e-04
29	11	26	8	20	12.7279	37	0.572011	-0.315201	0.128405	0.627354	10.1333	2.60923	6.37128	5.32034	0.574278	13.4256		12840	45428	65.0498568	9.9347886	46724	54777	1.53916e-07	2.18693e-04
16	20	9	13	18	2.82843	29	-0.533985	-0.825865	-0.679925	0.20639	4.26667	4.03385	4.15026	0.164629	0.0529124	4.37692		46958	25695	2.2982122	4.3509603	101415	330053	7.32963e-08	1.69331e-04
16	10	7	1	13	4.24264	17	0.274674	1.80332	1.039	1.08092	5.25714	4.06462	4.66088	0.843244	0.113344	5.21795		31568	25124	11.0938509	7.1603817	88949	148243	1.57415e-07	2.85002e-04
14	4	12	2	9	7.07107	16	-1.82455	-0.35819	-1.09137	1.03687	2.32381	0.907692	1.61575	1.00135	0.00512608	1.60256		49148	7133	45.2188510	9.6757035	54592	413484	1.16942e-07	0.0013565
