S_1	S_2	prS_1	prS_2	mean_S	sd_S	tot_S	D_1	D_2	mean_D	sd_D	Pi_1	Pi_2	mean_Pi	sd_Pi	FST_2_1	PI_2_1		NPOP1	NPOP2	RSANC	T1	MUTRATE
20	11	20	11	15.5	6.36396	31	-0.0243756	-0.194591	-0.109483	0.12036	6.11429	2.71385	4.41407	2.40447	0.948216	76.4103		8770	25734	11.0435140	164888	9.64920e-08
15	4	15	4	9.5	7.77817	19	-1.81636	-0.0758702	-0.946117	1.23071	2.51429	1.01846	1.76637	1.05771	0.993753	249.195		37588	12052	52.4443998	408367	8.44706e-08
13	36	13	36	24.5	16.2635	49	-0.466441	0.170203	-0.148119	0.450175	3.52381	9.86154	6.69267	4.48145	0.876291	60.5231		36124	23960	74.4695280	161729	9.87860e-08
43	17	43	17	30	18.3848	60	1.12362	-0.184631	0.469492	0.92507	16.6952	4.22154	10.4584	8.82024	0.96952	286.987		21313	41975	23.8937053	145079	7.62866e-08
2	12	2	12	7	7.07107	14	1.36141	-0.224137	0.568637	1.12115	0.933333	2.93538	1.93436	1.41566	0.992766	306.174		13332	20024	97.1778902	471020	1.24372e-07
25	19	25	19	22	4.24264	44	0.240762	-1.076	-0.417618	0.93109	8.13333	3.47692	5.80513	3.29258	0.969554	169.692		15985	12303	44.7848511	202585	1.46222e-07
0	6	0	6	3	4.24264	6	0	0.0520614	0.0260307	0.036813	0	1.6	0.8	1.13137	0.987924	84.7308		25840	47090	33.6477243	241969	1.05965e-07
42	92	39	89	67	35.3553	131	0.131594	-0.0451006	0.0432468	0.124942	13.3143	23.8308	18.5725	7.43628	0.921607	254.503		34919	42103	66.7299612	272437	8.60236e-08
268	11	267	10	139.5	181.726	278	-0.847442	-0.943084	-0.895263	0.0676291	66.6667	2.06462	34.3656	45.6805	0.88824	234.151		38571	35440	79.8466793	299695	1.65719e-07
15	11	14	10	13	2.82843	25	-1.09108	-1.11336	-1.10222	0.0157531	3.35238	1.91692	2.63465	1.01502	0.990394	253.385		40119	18909	37.2765044	385127	1.61711e-07
9	38	9	38	23.5	20.5061	47	0.430546	0.188153	0.30935	0.171398	3.08571	10.4554	6.77055	5.21114	0.982342	441.344		36059	46209	51.0625561	54788	1.33327e-07
6	29	6	29	17.5	16.2635	35	0.727197	-1.22593	-0.249369	1.38107	2.22857	5.08308	3.65582	2.01844	0.960493	102.364		11679	8948	65.3603131	460193	1.27619e-07
21	11	20	10	16	7.07107	31	0.714623	-1.01403	-0.149704	1.22234	7.58095	2.00308	4.79201	3.94415	0.979369	194.846		45484	28656	0.3575015	320637	1.08061e-07
30	25	30	25	27.5	3.53553	55	0.561423	0.716283	0.638853	0.109503	10.4571	7.83385	9.14549	1.85495	0.95074	178.479		784	34017	16.6447534	181473	1.19182e-07
17	22	17	22	19.5	3.53553	39	-0.640029	0.224568	-0.207731	0.611363	4.4	6.12308	5.26154	1.2184	0.908038	59.6385		2504	23378	48.0750374	183306	1.05062e-07
12	17	12	17	14.5	3.53553	29	-0.759114	-0.518035	-0.638575	0.170468	2.97143	3.8	3.38571	0.585888	0.98966	338.633		17123	44447	90.9071521	165142	1.00471e-07
43	55	38	50	49	8.48528	93	-1.96262	-0.983452	-1.47304	0.692379	7.1619	10.72	8.94095	2.51595	0.945339	172.3		7137	29590	53.1642538	398030	1.55542e-07
10	13	10	13	11.5	2.12132	23	0.767056	-0.991241	-0.112092	1.2433	3.69524	2.41538	3.05531	0.904993	0.97188	102.397		47184	46917	71.4045421	52612	1.04552e-07
32	46	32	46	39	9.89949	78	1.36769	-0.525489	0.421103	1.33868	13.0286	10.3908	11.7097	1.86521	0.972631	414.587		1002	33801	33.7915094	31794	8.10599e-08
3	8	3	8	5.5	3.53553	11	-0.763843	1.1151	0.175626	1.32861	0.685714	2.84	1.76286	1.52331	0.992542	276.844		15293	11453	46.5222595	124167	1.30580e-07
21	53	18	50	37	22.6274	71	0.253828	0.543373	0.398601	0.204739	6.85714	15.8585	11.3578	6.36489	0.487035	23.4769		45672	23446	7.7758164	230770	1.47185e-07
13	7	13	7	10	4.24264	20	-0.466441	-0.545175	-0.505808	0.0556737	3.52381	1.50769	2.51575	1.42561	0.987406	177.438		6569	19682	72.5276178	121462	1.39138e-07
11	6	11	6	8.5	3.53553	17	-0.555706	0.0173079	-0.269199	0.405182	2.89524	1.58154	2.23839	0.928926	0.958656	49.8256		14761	23218	59.5477334	287015	1.25757e-07
7	53	7	53	30	32.5269	60	-0.701708	1.45004	0.374166	1.52152	1.73333	19.1446	10.439	12.3116	0.967	388.538		11782	11797	98.9171970	255797	7.66994e-08
255	23	248	16	139	164.049	271	-0.803253	-1.31657	-1.05991	0.362967	64.2095	3.84308	34.0263	42.6855	0.871738	206.554		39330	10805	95.7594167	363262	1.28115e-07
10	23	10	23	16.5	9.19239	33	-1.04809	-0.624787	-0.836439	0.29932	2.22857	4.99077	3.60967	1.95317	0.993067	576.459		29057	19502	4.7592858	288523	9.17083e-08
6	17	6	17	11.5	7.77817	23	0.546513	0.258286	0.4024	0.203807	2.13333	4.78154	3.45744	1.87256	0.9487	74.341		47440	8257	70.6013579	307465	7.02069e-08
1	10	1	10	5.5	6.36396	11	1.50272	-0.129439	0.686639	1.15411	0.533333	2.51692	1.52513	1.40261	0.99424	313.082		33918	49777	97.9987109	127062	1.31428e-07
25	555	14	544	290	374.767	569	-0.841993	3.61063	1.38432	3.14848	6.13333	277.022	141.577	191.547	0.683093	533.01		35487	47457	22.8203515	482882	1.26575e-07
14	11	14	11	12.5	2.12132	25	-0.386587	-1.27654	-0.831562	0.629289	3.88571	1.77538	2.83055	1.49223	0.985439	174.221		40196	35918	62.5754703	224953	1.24287e-07
1	15	1	15	8	9.89949	16	-1.15945	0.077359	-0.541043	0.874553	0.133333	4.01846	2.0759	2.7472	0.993763	420.221		45790	9083	91.0392020	485221	1.35863e-07
23	30	20	27	26.5	4.94975	50	-1.35262	-1.41192	-1.38227	0.0419311	4.7619	4.87077	4.81634	0.0769788	0.952085	100.826		37514	38118	48.3053971	215981	7.73782e-08
6	300	5	299	153	207.889	305	-1.18805	0.111013	-0.538518	0.918576	1.21905	80.8123	41.0157	56.2809	0.800167	251.346		6791	20681	51.0428771	299341	1.69094e-07
19	41	19	41	30	15.5563	60	-0.901202	-0.213417	-0.557309	0.486337	4.55238	10.1385	7.34542	3.94996	0.980094	407.877		17304	11835	63.1510591	487275	1.45994e-07
24	32	22	30	28	5.65685	54	-1.71942	-1.41627	-1.56784	0.214363	4.32381	5.2	4.7619	0.61956	0.992459	647.744		25864	30474	56.8258396	466609	8.53875e-08
31	30	31	30	30.5	0.707107	61	-0.0212993	0.701473	0.340087	0.511077	9.48571	9.34769	9.4167	0.0975963	0.962506	250.649		30347	15277	98.8703704	45690	1.53886e-07
17	33	17	33	25	11.3137	50	-0.433965	-0.303792	-0.368878	0.0920457	4.66667	7.94462	6.30564	2.31786	0.990901	743.428		40939	45300	64.5467186	240662	7.78965e-08
11	8	11	8	9.5	2.12132	19	-1.01143	0.962817	-0.0243088	1.39601	2.49524	2.73846	2.61685	0.171985	0.947857	50.8128		26859	32689	12.8509903	311642	1.37695e-07
8	5	8	5	6.5	2.12132	13	-0.104592	-0.271795	-0.188194	0.11823	2.39048	1.18462	1.78755	0.852672	0.992736	222.818		22183	18267	0.6872015	237772	7.82474e-08
8	5	8	5	6.5	2.12132	13	-0.346923	-1.16351	-0.755217	0.577415	2.22857	0.772308	1.50044	1.02973	0.993857	211		5113	19103	29.8492427	398085	1.67141e-07
82	24	79	21	53	41.0122	103	-1.51333	1.07924	-0.217044	1.83323	16.4762	8.15077	12.3135	5.88696	0.853804	77.2487		25018	36481	58.2200976	299267	1.42989e-07
32	33	32	33	32.5	0.707107	65	0.0680499	0.344821	0.206436	0.195707	10	9.44615	9.72308	0.391628	0.984323	615.295		590	26776	45.6410690	434970	8.06280e-08
12	18	12	18	15	4.24264	30	-0.437396	0.293678	-0.0718591	0.516947	3.27619	5.10769	4.19194	1.29507	0.986217	322.646		4925	31710	87.9557412	364959	1.34794e-07
16	1	16	1	8.5	10.6066	17	-1.01607	-1.15559	-1.08583	0.0986533	3.67619	0.0769231	1.87656	2.54507	0.978781	64.9718		38524	20343	6.2531895	247472	1.58746e-07
20	23	20	23	21.5	2.12132	43	1.77682	-0.68599	0.545414	1.74147	8.81905	4.88923	6.85414	2.7788	0.974054	243.305		48200	46843	84.6044951	25462	9.45585e-08
7	34	7	34	20.5	19.0919	41	0.333843	1.35493	0.844385	0.722015	2.35238	12.1354	7.24388	6.91763	0.968742	274.649		39382	1424	99.0810416	116173	8.43756e-08
23	74	21	72	48.5	36.0624	95	-0.784198	1.26171	0.238754	1.44667	5.73333	25.6985	15.7159	14.1175	0.927968	254.741		3670	42405	12.5693627	457842	1.43925e-07
503	23	493	13	263	339.411	516	-0.850209	0.495412	-0.177398	0.951497	125.124	6.84923	65.9865	83.6328	0.467884	107.631		9329	1411	92.9734554	403018	1.01584e-07
203	240	119	156	221.5	26.163	359	-0.85923	2.29959	0.720179	2.23362	50.3048	99.3446	74.8247	34.6764	0.588499	192.433		6616	29573	66.0093575	363540	1.41410e-07
12	21	12	21	16.5	6.36396	33	0.185933	0.726032	0.455982	0.381908	3.86667	6.61231	5.23949	1.94146	0.913036	64.3538		25339	25950	0.5899226	110682	1.00164e-07
8	42	8	42	25	24.0416	50	-0.632018	0.946991	0.157487	1.11653	2.0381	13.7569	7.89751	8.28646	0.952645	200.19		3788	19562	10.6567289	317955	1.59770e-07
30	49	30	49	39.5	13.435	79	0.935025	0.66498	0.800002	0.190951	11.2762	15.0769	13.1766	2.68752	0.921753	174.767		32612	30214	67.0945073	419518	1.23938e-07
234	27	229	22	130.5	146.371	256	1.44572	0.820539	1.13313	0.442067	95.4571	8.65231	52.0547	61.3803	0.777961	190.292		49178	30283	66.0562271	275480	6.71778e-08
3	30	3	30	16.5	19.0919	33	-1.685	-0.175839	-0.930422	1.06714	0.4	7.48923	3.94462	5.01284	0.985564	341.615		25352	48673	16.6911351	496806	8.26959e-08
13	8	13	8	10.5	3.53553	21	-0.185442	-1.93047	-1.05796	1.23392	3.80952	0.809231	2.30938	2.12153	0.981196	100.69		12673	20053	88.2066700	94533	1.51132e-07
25	7	25	7	16	12.7279	32	-1.02761	0.681951	-0.172829	1.20884	5.79048	2.24308	4.01678	2.50839	0.971986	125.974		28737	41530	22.9357706	72639	1.30448e-07
15	6	15	6	10.5	6.36396	21	-1.73394	0.359051	-0.687447	1.47997	2.60952	1.76308	2.1863	0.598528	0.984596	134.29		9268	17845	16.0327965	328593	8.60707e-08
51	55	48	52	53	2.82843	103	-0.729622	0.934658	0.102518	1.17682	13.0286	17.9231	15.4758	3.46094	0.976502	687.369		23387	9445	59.8319791	457022	9.18005e-08
16	3	16	3	9.5	9.19239	19	-0.145207	-1.73363	-0.939416	1.12318	4.74286	0.230769	2.48681	3.19053	0.986624	138.915		10656	42986	93.6456281	330634	7.56308e-08
13	29	13	29	21	11.3137	42	0.395288	0.202515	0.298902	0.136311	4.4	8.01538	6.20769	2.55646	0.980277	340.136		36562	35458	51.3722229	450555	8.22976e-08
1	17	1	17	9	11.3137	18	-1.15945	0.854521	-0.152463	1.42409	0.133333	5.53538	2.83436	3.81983	0.881721	29.7205		33809	14509	90.5515710	293083	8.12395e-08
3	31	3	31	17	19.799	34	-0.579611	0.97323	0.19681	1.09802	0.742857	10.2492	5.49604	6.72202	0.950893	138.018		35943	11566	46.7387566	230008	1.11701e-07
18	0	18	0	9	12.7279	18	-0.0786536	0	-0.0393268	0.0556165	5.42857	0	2.71429	3.83858	0.988665	172.6		23267	360	76.1414763	305147	1.02149e-07
3	9	3	9	6	4.24264	12	0.157319	-0.0944039	0.0314575	0.177995	0.971429	2.28923	1.63033	0.931827	0.99176	220.254		6292	33454	1.7186040	235678	9.49148e-08
39	16	38	15	27.5	16.2635	54	-0.0792013	-0.638538	-0.35887	0.395511	11.7714	3.42769	7.59956	5.89991	0.975024	258.218		39893	23040	27.0995585	426259	1.16115e-07
22	12	22	12	17	7.07107	34	1.53071	-0.270266	0.630223	1.27348	9.27619	2.89231	6.08425	4.51409	0.976428	220.731		48164	24769	31.7736236	28865	7.71467e-08
2	22	2	22	12	14.1421	24	-1.00161	0.0893904	-0.456109	0.771452	0.380952	5.90769	3.14432	3.908	0.978682	183.354		17271	18210	79.7703973	341494	8.26264e-08
31	25	30	24	28	4.24264	55	-0.240304	-1.81865	-1.02948	1.11606	8.99048	3.29538	6.14293	4.02704	0.951407	110.608		9008	29752	57.0502898	166499	7.32893e-08
42	38	39	35	40	2.82843	77	0.131594	-0.155338	-0.0118719	0.202892	13.3143	9.54769	11.431	2.66338	0.976388	462.108		39933	8592	15.4831466	328289	1.12662e-07
6	19	6	19	12.5	9.19239	25	-0.0316741	-1.42864	-0.730155	0.987802	1.82857	2.98462	2.40659	0.817447	0.98363	156.828		37615	29467	9.1783388	104131	7.94200e-08
12	11	12	11	11.5	0.707107	23	-0.698792	-0.368412	-0.533602	0.233614	3.02857	2.56308	2.79582	0.329154	0.987174	212.921		11893	19607	50.5584421	403761	1.49853e-07
40	5	40	5	22.5	24.7487	45	0.397569	-0.145358	0.126106	0.383907	13.4476	1.24308	7.34535	8.62991	0.966167	167.779		15698	24604	23.9278876	221020	1.65852e-07
11	30	11	30	20.5	13.435	41	1.137	1.08784	1.11242	0.034764	4.38095	10.1662	7.27355	4.09076	0.972544	293.905		6290	33000	16.9523473	201004	1.32479e-07
24	10	24	10	17	9.89949	34	0.540917	-0.61359	-0.0363363	0.816359	8.34286	2.12923	5.23604	4.3937	0.966377	130.454		14775	42538	12.2975199	94570	1.27712e-07
7	54	7	54	30.5	33.234	61	1.46498	1.65851	1.56174	0.136842	3.02857	20.2708	11.6497	12.1921	0.949501	276.659		26824	28878	85.0509601	178401	7.05721e-08
9	11	9	11	10	1.41421	20	-0.18875	-0.8544	-0.521575	0.470686	2.62857	2.14154	2.38505	0.344384	0.969103	75.0333		20386	47714	47.3581774	44170	8.39172e-08
7	11	7	11	9	2.82843	18	0.540953	0.380081	0.460517	0.113753	2.47619	3.21231	2.84425	0.520513	0.937603	47.1538		23659	12832	90.5003190	47994	1.67368e-07
26	54	26	54	40	19.799	80	1.20479	1.12232	1.16355	0.0583145	10.3048	18.2923	14.2985	5.64805	0.978976	732.69		34271	9755	42.7205344	39526	1.55335e-07
37	35	35	33	36	1.41421	70	0.648597	0.0403758	0.344486	0.430077	13.1143	9.27077	11.1925	2.71778	0.982465	607.885		16469	23620	42.4052293	361518	1.21127e-07
12	20	12	20	16	5.65685	32	0.809261	0.666435	0.737848	0.100993	4.45714	6.21538	5.33626	1.24326	0.99095	616.785		11154	16052	83.1813637	311815	7.07888e-08
9	15	9	15	12	4.24264	24	-0.0597301	0.580039	0.260154	0.452385	2.72381	4.58769	3.65575	1.31796	0.960594	99.2051		39901	5838	5.1428636	26115	1.33791e-07
10	21	10	21	15.5	7.77817	31	1.23852	-0.979988	0.129267	1.56872	4.07619	4.00615	4.04117	0.0495234	0.882536	34.3282		49060	24348	45.7179840	415899	7.93190e-08
14	17	13	16	15.5	2.12132	30	-0.0534008	-1.15077	-0.602087	0.77596	4.24762	3	3.62381	0.8822	0.994396	615.367		6043	3290	20.8700290	288651	1.32063e-07
62	24	61	23	43	26.8701	85	-0.654121	-0.258767	-0.456444	0.279557	16.1905	5.84308	11.0168	7.31672	0.869122	74.3359		32670	11842	46.1033754	426391	1.09661e-07
35	47	35	47	41	8.48528	82	-0.556376	-0.981528	-0.768952	0.300628	9.35238	9.14462	9.2485	0.146912	0.985193	622.633		48722	1031	51.9113207	77098	1.48557e-07
23	29	23	29	26	4.24264	52	1.52292	-0.465993	0.528465	1.40638	9.67619	6.64308	8.15963	2.14474	0.908067	84.4872		21085	26317	84.8161314	345386	7.25118e-08
15	16	15	16	15.5	0.707107	31	-1.18998	-0.327868	-0.758925	0.609606	3.2381	3.8	3.51905	0.397327	0.932554	53.2795		46037	24903	65.0618681	462359	7.16492e-08
1	479	0	478	240	337.997	479	0.23502	1.61687	0.925945	0.977116	0.342857	176.415	88.3791	124.502	0.715761	376.008		20469	2422	35.0003836	222948	1.00139e-07
3	55	3	55	29	36.7696	58	0.341551	1.22389	0.782721	0.623908	1.02857	19.0092	10.0189	12.7142	0.899345	122.454		22528	36652	58.2154305	317789	1.57972e-07
12	18	11	17	15	4.24264	29	-0.0553559	-1.01784	-0.536595	0.680576	3.6381	3.36308	3.50059	0.194467	0.983241	206.603		15538	47618	31.4382209	460405	7.78088e-08
24	16	24	16	20	5.65685	40	-0.605321	-0.523	-0.56416	0.05821	6.30476	3.56615	4.93546	1.93649	0.970622	155.2		34837	23630	15.7383028	286397	7.89670e-08
50	60	45	55	55	7.07107	105	1.22499	1.62263	1.42381	0.28117	19.7524	22.3477	21.05	1.83516	0.882617	182.118		15097	23274	13.0663627	479674	9.17462e-08
10	39	10	39	24.5	20.5061	49	1.33282	-0.518771	0.407022	1.30927	4.15238	8.81538	6.48388	3.29724	0.906519	75.8051		46737	6886	4.0487845	263075	1.36024e-07
12	28	12	28	20	11.3137	40	-0.960188	-1.38226	-1.17122	0.298449	2.78095	4.59077	3.68586	1.27973	0.926304	53.2487		19390	24142	59.2262293	344120	1.00196e-07
1	31	1	31	16	21.2132	32	-1.15945	-0.904836	-1.03214	0.180036	0.133333	6.14769	3.14051	4.25279	0.933714	59.4128		35051	46058	54.4381256	376545	1.40958e-07
16	30	15	29	23	9.89949	45	0.165816	-0.586898	-0.210541	0.532249	5.12381	6.61846	5.87114	1.05688	0.944143	108.695		25192	43082	96.8758410	496911	1.17601e-07
7	11	7	11	9	2.82843	18	-0.988476	2.1715	0.591511	2.23444	1.5619	4.76615	3.16403	2.26575	0.990782	391.877		47811	19801	89.0946830	231265	7.92458e-08
65	19	64	18	42	32.5269	83	0.353636	-0.835763	-0.241063	0.841032	21.619	3.81231	12.7157	12.5913	0.866524	78.7051		39251	22888	14.9456967	144045	1.34831e-07
483	26	469	12	254.5	323.148	495	-2.4241	-0.735055	-1.57958	1.19434	67.5714	5.44923	36.5103	43.927	0.676644	93.6795		46326	22770	67.8138443	69860	1.30994e-07
14	10	14	10	12	2.82843	24	-0.772383	-0.194761	-0.483572	0.40844	3.46667	2.46462	2.96564	0.708557	0.973383	106.238		26469	9490	84.2032455	451722	1.06179e-07
24	13	24	13	18.5	7.77817	37	0.219542	0.476273	0.347908	0.181537	7.77143	3.88308	5.82725	2.74948	0.982541	302.854		22456	49178	32.0884501	227051	8.23260e-08
17	14	17	14	15.5	2.12132	31	0.390295	-0.0154699	0.187413	0.286919	5.73333	3.65231	4.69282	1.47151	0.939152	72.5641		15136	29072	72.3082758	229923	1.01153e-07
2	47	2	47	24.5	31.8198	49	0.220643	1.90328	1.06196	1.18981	0.666667	18.4677	9.56718	12.5872	0.933682	179.864		42208	15820	87.9966515	166864	9.93293e-08
61	31	59	29	46	21.2132	90	1.34655	-0.649825	0.348362	1.41165	24.5905	6.70462	15.6475	12.6472	0.982061	733.908		24066	22948	94.5953819	442956	8.15935e-08
17	8	17	8	12.5	6.36396	25	-1.47901	-0.241565	-0.860287	0.875005	3.31429	1.93538	2.62484	0.97503	0.95511	54.3154		10000	32026	69.3889361	163442	1.57050e-07
35	28	34	27	31.5	4.94975	62	-1.06686	0.0298491	-0.518506	0.775491	8.05714	7.39692	7.72703	0.466846	0.940706	128.831		35873	30049	11.9053093	305867	1.09921e-07
16	2	16	2	9	9.89949	18	1.39436	0.586745	0.990551	0.571068	6.62857	0.667692	3.64813	4.21498	0.976929	122.444		46119	7001	53.7382938	339410	1.33683e-07
2	4	2	4	3	1.41421	6	0.302127	-1.03262	-0.365247	0.943809	0.685714	0.643077	0.664396	0.0301492	0.982668	37.9923		32090	25791	59.2315330	82174	1.32775e-07
13	32	13	32	22.5	13.435	45	0.301622	1.2442	0.772911	0.666503	4.30476	11.1846	7.74469	4.86479	0.880038	71.7769		16403	25585	26.9535989	76745	1.14394e-07
29	39	29	39	34	7.07107	68	-1.19524	-0.82555	-1.01039	0.26141	6.38095	7.98462	7.18278	1.13396	0.95867	179.059		14400	38047	38.6709956	129580	1.60153e-07
17	18	17	18	17.5	0.707107	35	0.419733	0.0531182	0.236426	0.259236	5.77143	4.78769	5.27956	0.695607	0.976902	222.687		46419	3553	25.0791833	253785	1.14189e-07
5	23	5	23	14	12.7279	28	-1.07514	0.884885	-0.0951296	1.38595	1.04762	7.49538	4.2715	4.55926	0.944363	92.3026		15554	22364	65.8932984	394530	1.19293e-07
14	229	10	225	121.5	152.028	239	-0.807455	0.871184	0.0318644	1.18698	3.42857	73.1938	38.3112	49.3315	0.249958	55.3667		39344	49418	60.2728039	401590	6.75010e-08
0	6	0	6	3	4.24264	6	0	0.353259	0.176629	0.249792	0	1.76	0.88	1.24451	0.994623	209.615		16723	2374	77.1039789	423297	6.98122e-08
73	7	72	6	40	46.669	79	-2.18913	0.0504172	-1.06936	1.5836	11.1619	1.86462	6.51326	6.57418	0.806023	27.9949		36019	3654	72.5806150	488366	8.89837e-08
18	25	18	25	21.5	4.94975	43	-0.183441	-0.400805	-0.292123	0.153699	5.28571	5.83385	5.55978	0.387588	0.980344	286.71		6546	19515	21.2284480	420825	1.25151e-07
23	45	21	43	34	15.5563	66	-0.672743	0.462809	-0.104967	0.802956	5.92381	13.2277	9.57575	5.16463	0.965366	305.3		13608	47070	34.1072794	64711	1.31915e-07
5	28	5	28	16.5	16.2635	33	-1.03336	-1.39155	-1.21245	0.253279	1.06667	4.57231	2.81949	2.47886	0.98387	205.005		46701	26827	74.4539136	337100	9.93714e-08
30	21	29	20	25.5	6.36396	50	-2.02772	-1.29622	-1.66197	0.517254	4.78095	3.52308	4.15201	0.889452	0.985581	275.803		29816	37217	75.3778269	69205	1.61633e-07
31	10	30	9	20.5	14.8492	40	-1.1079	-0.471418	-0.78966	0.450062	7.02857	2.24308	4.63582	3.38386	0.96913	128.915		12848	39269	29.4025386	450364	1.01088e-07
1	9	1	9	5	5.65685	10	1.37595	0.756654	1.0663	0.437906	0.514286	2.91385	1.71407	1.69675	0.98814	172.754		44884	27458	55.3377166	336409	1.32270e-07
5	5	5	5	5	0	10	0.888748	-1.84893	-0.480093	1.93583	1.94286	0.455385	1.19912	1.0518	0.985343	67.6872		49348	36437	16.7197946	429418	1.20997e-07
27	36	25	34	31.5	6.36396	61	-0.805416	0.595315	-0.10505	0.990467	6.70476	10.9292	8.817	2.98715	0.969316	306.228		38726	35113	0.1944985	245244	1.60955e-07
32	35	31	34	33.5	2.12132	66	1.70282	-1.00244	0.350192	1.91291	13.8095	6.72	10.2648	5.01305	0.986144	669.554		2226	11805	50.9673717	440176	1.44187e-07
0	34	0	34	17	24.0416	34	0	-1.13968	-0.569839	0.805873	0	6.19692	3.09846	4.38189	0.989971	395.308		27453	37606	87.5525783	266097	8.03711e-08
13	106	11	104	59.5	65.7609	117	-0.0355763	0.058201	0.0113124	0.0663105	3.9619	28.1908	16.0763	17.1324	0.966514	579.069		8661	25943	7.0273467	187363	9.03279e-08
19	12	19	12	15.5	4.94975	31	1.47229	-0.804052	0.334117	1.60961	7.95238	2.39385	5.17311	3.93048	0.950574	89.5077		20109	11176	36.0862631	171807	1.48421e-07
3	3	3	3	3	0	6	1.63118	-1.29183	0.169674	2.06688	1.42857	0.372308	0.90044	0.746891	0.985695	52.6667		28494	46978	87.7346495	106425	1.27526e-07
3	8	3	8	5.5	3.53553	11	2.18387	0.999733	1.5918	0.837315	1.6	2.76308	2.18154	0.82242	0.975287	94.7641		34995	1397	87.0470200	456140	1.45910e-07
3	21	3	21	12	12.7279	24	-0.948075	-0.919562	-0.933819	0.0201618	0.628571	4.09846	2.36352	2.45358	0.976476	120.836		42210	43429	24.6256288	482542	1.43962e-07
8	4	8	4	6	2.82843	12	0.166248	1.28868	0.727462	0.793676	2.57143	1.55385	2.06264	0.719539	0.990412	200.29		36904	35767	95.2142141	342784	1.62786e-07
7	5	7	5	6	1.41421	12	-0.255625	-0.584561	-0.420093	0.232593	2	1.04	1.52	0.678823	0.989014	126.154		33808	9454	24.4339381	435924	7.36599e-08
36	7	36	7	21.5	20.5061	43	0.0638828	0.137702	0.100793	0.0521983	11.2381	1.91692	6.57751	6.59106	0.947412	101.259		2469	42558	99.5693780	150294	1.51969e-07
13	23	13	23	18	7.07107	36	-1.59044	-0.826942	-1.20869	0.539871	2.38095	4.65538	3.51817	1.60827	0.979224	184.49		37428	41577	9.4271393	356340	7.40340e-08
7	99	6	98	53	65.0538	105	-0.733571	2.29959	0.783011	2.14477	1.71429	41.1969	21.4556	27.9184	0.493204	48.3256		8796	49421	54.6422439	85257	6.82178e-08
0	23	0	23	11.5	16.2635	23	0	0.165287	0.0826435	0.116876	0	6.30154	3.15077	4.45586	0.9782	184.5		41686	39994	20.6573681	299363	1.13793e-07
13	2	13	2	7.5	7.77817	15	-0.57884	-1.22394	-0.901388	0.456151	3.40952	0.224615	1.81707	2.25207	0.977906	62.3154		49206	13754	20.5156602	156650	8.54361e-08
2	24	2	24	13	15.5563	26	-0.594191	-1.48438	-1.03929	0.629462	0.47619	3.72923	2.10271	2.30025	0.991946	317.613		27550	11391	9.7110999	254961	7.13692e-08
70	32	67	29	51	26.8701	99	0.306969	-0.417737	-0.0553839	0.512444	23.0476	7.44615	15.2469	11.0319	0.963447	358.895		36916	42279	17.9856777	73986	1.09575e-07
7	23	7	23	15	11.3137	30	-1.08407	-1.1311	-1.10758	0.0332601	1.50476	4.15077	2.82777	1.87101	0.981243	170.321		35574	24033	74.3625703	450524	1.63070e-07
12	25	12	25	18.5	9.19239	37	-1.0004	-1.30479	-1.15259	0.215232	2.74286	4.21538	3.47912	1.04123	0.988079	309.074		2315	33125	66.8606417	266749	1.45599e-07
24	47	22	45	35.5	16.2635	69	-0.305371	-0.650203	-0.477787	0.243833	6.8381	10.2154	8.52674	2.3881	0.956252	205.364		23249	25533	67.5011449	257763	1.06125e-07
2	20	2	20	11	12.7279	22	1.76883	0.0371013	0.902964	1.22452	1.02857	5.29538	3.16198	3.01709	0.990188	383.046		22516	4613	76.0158158	415774	1.00665e-07
49	27	49	27	38	15.5563	76	0.939927	0.460265	0.700096	0.339172	18.3619	7.96	13.161	7.35526	0.914955	138.821		10190	33587	89.2574419	428955	7.87457e-08
35	25	35	25	30	7.07107	60	0.164309	0.697379	0.430844	0.376937	11.181	7.8	9.49048	2.39069	0.967136	274.703		13495	4472	19.8419487	388300	6.94609e-08
4	12	4	12	8	5.65685	16	0.0702692	0.767651	0.41896	0.493123	1.25714	3.86154	2.55934	1.84159	0.984665	190.521		25671	16059	3.7526713	197787	1.23434e-07
8	7	8	7	7.5	0.707107	15	0.337305	0.271197	0.304251	0.0467452	2.68571	1.99692	2.34132	0.487049	0.941779	38.6333		16252	6313	71.6494538	118931	6.75217e-08
17	6	16	5	11.5	7.77817	22	-0.110148	-0.127499	-0.118823	0.0122686	5.08571	1.50462	3.29516	2.53222	0.952528	59.2282		44693	25724	38.2454876	476397	1.67608e-07
18	23	18	23	20.5	3.53553	41	-1.1405	-0.799123	-0.96981	0.241389	3.98095	4.70154	4.34125	0.509531	0.976083	185.674		43962	16752	24.6663192	200794	1.46719e-07
8	0	8	0	4	5.65685	8	0.0237006	0	0.0118503	0.0167589	2.47619	0	1.2381	1.75093	0.988245	75.9333		32544	32382	41.4989207	62637	1.59793e-07
20	38	20	38	29	12.7279	58	2.20809	0.0216473	1.11487	1.54605	9.46667	10.0154	9.74103	0.388002	0.644791	27.5718		19614	22165	37.9898956	190271	1.29729e-07
