S_1	S_2	prS_1	prS_2	mean_S	sd_S	tot_S	D_1	D_2	mean_D	sd_D	Pi_1	Pi_2	mean_Pi	sd_Pi	FST_2_1	PI_2_1		NPOP1	NPOP2	RSANC	T1	MUTRATE
18	26	18	26	22	5.65685	44	-1.09858	-0.688635	-0.893609	0.289877	4.0381	5.53538	4.78674	1.05874	0.980108	251.064		46002	47274	47.0875579	264343	1.56551e-07
6	14	6	14	10	5.65685	20	0.25742	0.997374	0.627397	0.523227	1.98095	4.73231	3.35663	1.9455	0.979236	179.992		47525	6452	72.4696511	268796	1.18587e-07
6	1	6	1	3.5	3.53553	7	-0.103948	0.91864	0.407346	0.723078	1.79048	0.409231	1.09985	0.976688	0.98764	73.3974		5864	42208	39.0101014	48140	1.36696e-07
3	9	3	9	6	4.24264	12	-0.0883243	0.236796	0.0742359	0.229895	0.895238	2.53231	1.71377	1.15758	0.955852	43.841		27808	12882	81.3344899	476027	1.41465e-07
3	2	3	2	2.5	0.707107	5	-0.456789	-0.93473	-0.695759	0.337955	0.780952	0.295385	0.538168	0.343348	0.998133	251.687		41330	35418	85.0413561	99018	7.77124e-08
27	3	27	3	15	16.9706	30	-0.440819	-1.51273	-0.976774	0.757954	7.42857	0.301538	3.86505	5.03957	0.966081	85.2205		28396	42465	53.3595120	259807	1.28541e-07
18	44	18	44	31	18.3848	62	-0.3022	-1.19251	-0.747355	0.629544	5.12381	7.91077	6.51729	1.97068	0.929482	97.641		9900	20052	20.3289888	356028	1.58623e-07
17	58	17	58	37.5	28.9914	75	0.478609	-1.01753	-0.269463	1.05793	5.84762	11.1785	8.51304	3.76947	0.986724	697.182		2585	6261	33.3743654	154984	1.10413e-07
10	16	10	16	13	4.24264	26	-1.40169	0.229284	-0.586203	1.15327	1.94286	4.46769	3.20527	1.78533	0.982707	205.626		31179	26067	29.7125561	332387	1.64614e-07
10	26	10	26	18	11.3137	36	0.955643	-0.0752402	0.440201	0.728944	3.84762	6.67385	5.26073	1.99844	0.966241	167.279		47126	39847	25.9175734	488235	1.01384e-07
4	0	4	0	2	2.82843	4	-1.51811	0	-0.759057	1.07347	0.647619	0	0.32381	0.457936	0.994863	45.3333		27148	45441	88.5516016	381464	1.09500e-07
1	10	1	10	5.5	6.36396	11	-1.15945	-1.00168	-1.08056	0.111558	0.133333	1.81846	0.975897	1.19157	0.988775	107.895		26050	37133	77.3943816	316810	1.51421e-07
18	22	15	19	20	2.82843	37	-1.35007	1.37358	0.0117516	1.92591	3.69524	7.95385	5.82454	3.01129	0.944151	114.505		41364	39701	45.1072835	68589	1.57435e-07
22	12	22	12	17	7.07107	34	0.555042	-0.744742	-0.0948502	0.919086	7.67619	2.44923	5.06271	3.69602	0.918692	53.8615		29797	27385	74.2935011	72977	1.42628e-07
15	25	15	25	20	7.07107	40	1.10126	-0.213478	0.44389	0.929658	5.88571	6.16923	6.02747	0.200476	0.950606	122.803		37961	49853	83.8108764	317459	8.56327e-08
2	1	2	1	1.5	0.707107	3	-0.268257	0.668964	0.200354	0.662716	0.552381	0.369231	0.460806	0.129507	0.986209	31.5641		45888	41131	10.0036763	378024	1.27148e-07
38	46	37	45	42	5.65685	83	-0.0177081	-0.439974	-0.228841	0.298587	11.6381	10.6615	11.1498	0.69053	0.888239	98.6564		41262	3846	91.9217902	345487	1.46366e-07
0	149	0	149	74.5	105.359	149	0	-0.866059	-0.43303	0.612397	0	30.4708	15.2354	21.5461	0.790169	89.2308		20198	47446	11.1532251	413973	9.73243e-08
30	39	27	36	34.5	6.36396	66	0.52667	-0.756241	-0.114786	0.907155	10.381	8.17231	9.27663	1.56175	0.942812	157.046		25200	19089	23.2747640	281213	1.35263e-07
33	12	33	12	22.5	14.8492	45	1.53362	-0.514094	0.50976	1.44795	13.8286	2.66462	8.24659	7.89411	0.975317	271.731		31325	34146	68.1382661	246459	7.01000e-08
10	8	10	8	9	1.41421	18	0.460603	0.381391	0.420997	0.056011	3.44762	2.35077	2.89919	0.77559	0.992648	373.454		6094	34859	51.5939811	210856	1.19419e-07
2	9	2	9	5.5	4.94975	11	-0.268257	1.99341	0.862578	1.59924	0.552381	3.82154	2.18696	2.31164	0.929	36.8821		23402	49472	21.0872487	490454	6.80145e-08
9	17	9	17	13	5.65685	26	-1.22091	-0.294143	-0.757527	0.655323	1.86667	4.08308	2.97487	1.56724	0.934867	50.1923		28603	31572	95.5035081	176965	9.96109e-08
8	9	8	9	8.5	0.707107	17	-0.403942	-0.526222	-0.465082	0.086465	2.19048	1.97231	2.08139	0.154268	0.981724	112.228		22374	28091	91.1629279	228786	9.29808e-08
6	53	5	52	29.5	33.234	58	-0.103948	2.03071	0.963383	1.50943	1.79048	21.2492	11.5199	13.7594	0.947864	271.131		45650	43285	27.6751175	58681	1.30255e-07
4	0	4	0	2	2.82843	4	-1.26993	0	-0.634965	0.897976	0.742857	0	0.371429	0.525279	0.992628	36.2667		3201	24110	44.6871547	75723	1.40534e-07
21	35	20	34	28	9.89949	55	-0.849655	0.50329	-0.173182	0.956677	5.12381	10.4031	7.76344	3.73301	0.913254	97.4103		46416	30613	12.0130083	373346	6.83117e-08
14	51	14	51	32.5	26.163	65	-1.00035	0.15272	-0.423816	0.815345	3.21905	13.8985	8.55875	7.55149	0.986083	721.838		9790	6090	59.9322059	195097	1.00389e-07
45	22	45	22	33.5	16.2635	67	2.38725	-0.760296	0.813476	2.22565	21.5429	4.55385	13.0484	12.013	0.961997	282.454		42106	1956	68.2451576	294158	1.06302e-07
11	13	11	13	12	1.41421	24	0.919988	0.251685	0.585837	0.472562	4.19048	3.65846	3.92447	0.376191	0.993458	588.472		31914	5283	16.1845749	464503	1.28861e-07
2	15	2	15	8.5	9.19239	17	1.11696	0.107248	0.612104	0.713974	0.87619	4.05231	2.46425	2.24585	0.973932	111.31		7315	11850	57.4607361	382345	7.74977e-08
17	1	17	1	9	11.3137	18	-0.7725	1.59084	0.409172	1.67114	4.22857	0.516923	2.37275	2.62453	0.983074	109.728		25481	28869	78.2552743	204807	9.94170e-08
13	12	12	11	12.5	0.707107	24	-1.7403	0.678686	-0.530808	1.71048	2.22857	3.77846	3.00352	1.09594	0.982107	179.882		17411	19568	85.2707965	336475	8.43078e-08
9	8	9	8	8.5	0.707107	17	-0.96287	1.13355	0.0853415	1.4824	2.05714	2.85231	2.45473	0.562266	0.985928	182.313		26747	47420	38.8441504	470717	1.36942e-07
41	8	41	8	24.5	23.3345	49	-0.342019	1.51656	0.587269	1.31421	11.6	3.10769	7.35385	6.00497	0.923782	81.8462		17190	20019	98.6352034	418507	7.80876e-08
18	336	15	333	177	224.86	351	0.494183	3.07216	1.78317	1.82291	6.20952	156.028	81.1186	105.937	0.295819	126.238		33900	14615	52.4420682	485269	7.78653e-08
53	77	45	69	65	16.9706	122	-1.15314	2.27051	0.558686	2.42089	11.9429	31.9723	21.9576	14.163	0.880876	205.503		24331	34962	6.8367945	401227	1.04802e-07
6	6	6	6	6	0	12	-0.609862	1.70865	0.549393	1.63943	1.52381	2.48	2.0019	0.676129	0.988913	192.597		26947	37963	46.4357339	293528	1.16308e-07
15	6	15	6	10.5	6.36396	21	0.227619	-0.197006	0.0153069	0.300255	4.87619	1.46769	3.17194	2.41017	0.991999	336.795		12369	36610	66.0962586	347549	1.68112e-07
1	6	1	6	3.5	3.53553	7	-1.15945	1.23947	0.0400141	1.69629	0.133333	2.23077	1.18205	1.48311	0.988307	126.126		22186	2637	85.3998479	243026	1.39534e-07
18	46	18	46	32	19.799	64	-0.930923	-0.870465	-0.900694	0.0427501	4.26667	9.29846	6.78256	3.55802	0.971884	265.836		17399	29017	19.2853210	414396	7.88430e-08
21	18	21	18	19.5	2.12132	39	0.763128	-1.52902	-0.382948	1.6208	7.65714	2.68308	5.17011	3.5172	0.956605	103.605		22352	8443	78.2528595	208017	1.25081e-07
24	2	24	2	13	15.5563	26	0.615905	0.850802	0.733353	0.166098	8.47619	0.732308	4.60425	5.47575	0.968995	114.256		37517	5700	21.7286046	452417	7.40902e-08
13	54	13	54	33.5	28.9914	67	-0.222909	0.655344	0.216218	0.621018	3.77143	16.5692	10.1703	9.04941	0.978664	559.633		30800	36488	17.3723373	345183	1.41718e-07
6	34	6	34	20	19.799	40	1.16084	1.3937	1.27727	0.16466	2.45714	12.2277	7.34242	6.90882	0.976493	369.728		24209	4806	92.9383581	136214	1.01234e-07
23	43	22	42	33	14.1421	65	-0.460978	-0.0437738	-0.252376	0.295008	6.28571	11.1385	8.71209	3.43141	0.983484	568.303		38173	10400	16.6652139	363891	1.35155e-07
22	31	21	30	26.5	6.36396	52	1.14741	1.02113	1.08427	0.0892942	8.64762	10.3538	9.50073	1.20648	0.975785	402.074		25556	25467	13.9159775	217419	1.03631e-07
25	14	25	14	19.5	7.77817	39	-0.0943762	1.0118	0.458713	0.782186	7.51429	4.74769	6.13099	1.95628	0.974135	222.3		18730	24123	16.8532529	368530	1.44432e-07
0	51	0	51	25.5	36.0624	51	0	-1.10674	-0.55337	0.782584	0	9.49846	4.74923	6.71643	0.984308	386.808		40459	29299	79.0254005	423954	1.69542e-07
32	9	31	8	20.5	16.2635	40	0.57483	-0.886768	-0.155969	1.03351	11.181	1.70769	6.44432	6.69861	0.97186	182.733		7663	40134	42.6850928	189675	8.95238e-08
20	45	19	44	32.5	17.6777	64	-1.64799	-0.546337	-1.09716	0.778984	3.67619	10.0985	6.88733	4.54123	0.889885	69.959		11886	44225	14.0614155	403720	8.69889e-08
16	9	16	9	12.5	4.94975	25	2.14081	-0.442373	0.849219	1.82659	7.54286	2.03385	4.78835	3.89546	0.907171	43.9103		41931	22077	78.7699505	245466	1.43387e-07
66	25	65	24	45.5	28.9914	90	-0.161536	-0.222071	-0.191803	0.0428047	19.5429	6.15385	12.8484	9.46746	0.906633	119.082		48229	49937	5.9379789	325929	1.44775e-07
30	16	29	15	23	9.89949	45	-0.342172	0.126583	-0.107794	0.33146	8.47619	4.34462	6.4104	2.92146	0.981855	321.697		8318	16168	37.7365700	454530	1.61478e-07
70	5	70	5	37.5	45.9619	75	1.13428	-0.0987757	0.517754	0.871905	27.1429	1.26462	14.2037	18.2987	0.761073	47.4487		40665	15191	82.6973602	241311	1.17390e-07
15	21	15	21	18	4.24264	36	-0.744921	0.413833	-0.165544	0.819362	3.75238	6.13538	4.94388	1.68504	0.964074	146.664		29984	47693	13.2157433	44032	1.17889e-07
22	35	21	34	28.5	9.19239	56	1.01965	-1.14081	-0.0605818	1.52767	8.4381	6.38154	7.40982	1.45421	0.976628	304.887		16195	20995	70.2457516	486623	1.38810e-07
38	15	38	15	26.5	16.2635	53	-0.517465	-1.29482	-0.906143	0.549673	10.2667	2.46462	6.36564	5.51688	0.959655	131.495		25618	22509	50.5588262	333749	8.66674e-08
9	21	9	21	15	8.48528	30	0.19831	0.0774626	0.137886	0.085452	2.91429	5.62154	4.26791	1.91432	0.972141	166.562		2662	5296	26.4247721	407831	1.63699e-07
69	4	68	3	36.5	45.9619	72	-0.813942	-1.16594	-0.98994	0.248899	17.2476	0.590769	8.91919	11.7782	0.951321	137.077		25367	37933	33.4906528	191573	1.07857e-07
11	33	11	33	22	15.5563	44	-0.685914	-0.00473886	-0.345326	0.481664	2.78095	8.63692	5.70894	4.1408	0.921224	82.2128		9969	33544	38.6787030	429994	1.59301e-07
19	27	17	25	23	5.65685	44	0.361999	-0.167413	0.0972927	0.374351	6.3619	6.75385	6.55788	0.277144	0.939035	108.426		40890	9174	16.8773046	72556	1.37315e-07
15	16	15	16	15.5	0.707107	31	-0.0361203	-0.368949	-0.202534	0.235345	4.57143	3.75077	4.1611	0.580294	0.963864	112.051		19521	46751	13.7765785	154767	1.38097e-07
0	4	0	4	2	2.82843	4	0	0.300556	0.150278	0.212525	0	1.16615	0.583077	0.824595	0.991494	87.7308		43032	36755	25.3400377	354988	9.26189e-08
629	36	607	14	332.5	419.314	643	3.22942	-0.226733	1.50135	2.44387	333.8	8.86462	171.332	229.764	0.606192	359.828		20384	49359	2.6718935	266113	1.41106e-07
10	49	9	48	29.5	27.5772	58	-0.12873	0.397793	0.134531	0.372308	2.97143	14.1785	8.57495	7.92457	0.956344	231.208		7221	45793	97.4338916	290653	1.36192e-07
25	1	25	1	13	16.9706	26	-0.0479724	-0.713854	-0.380913	0.470849	7.6	0.147692	3.87385	5.26958	0.977513	126.477		20909	39276	3.2048756	194763	7.77997e-08
1	22	1	22	11.5	14.8492	23	1.37595	-0.462906	0.456521	1.30027	0.514286	5.02769	2.77099	3.19146	0.965317	97.6769		19444	14125	42.9289597	158746	1.53192e-07
7	45	7	45	26	26.8701	52	1.68802	-0.239723	0.72415	1.36312	3.1619	11.0492	7.10557	5.57718	0.899579	80.8359		38862	9868	81.0845935	215604	1.47798e-07
2	5	2	5	3.5	2.12132	7	-1.00161	1.66469	0.331542	1.88536	0.380952	2.08	1.23048	1.20141	0.989793	143.815		3302	3967	75.6591645	66081	1.48999e-07
9	14	9	14	11.5	3.53553	23	0.172506	0.027814	0.10016	0.102313	2.89524	3.69846	3.29685	0.567965	0.995242	716.59		29574	39214	77.5592554	347483	1.67903e-07
15	12	15	12	13.5	2.12132	27	-0.118539	-0.36582	-0.24218	0.174854	4.47619	2.80308	3.63963	1.18307	0.986974	261.518		20693	31950	2.9426816	380190	1.19372e-07
1	3	1	3	2	1.41421	4	1.50272	-1.29183	0.105443	1.97604	0.533333	0.372308	0.452821	0.113862	0.997161	151.533		26865	37655	88.7128830	150071	1.60303e-07
0	17	0	17	8.5	12.0208	17	0	0.360498	0.180249	0.254911	0	4.91077	2.45538	3.47244	0.988226	266.731		9753	6291	73.6433939	257155	1.31487e-07
6	6	6	6	6	0	12	-1.58555	-0.996337	-1.29095	0.416639	1.00952	1.04308	1.0263	0.0237256	0.917781	12.5359		39164	48902	16.6921649	451835	1.34781e-07
36	40	35	39	38	2.82843	75	0.794727	-0.645384	0.0746717	1.01831	13.1429	8.69231	10.9176	3.14701	0.903316	106.992		31169	10658	34.7774731	275782	9.85985e-08
480	17	472	9	248.5	327.39	489	2.50852	0.292357	1.40044	1.56706	230.895	4.82462	117.86	159.856	0.642229	268.928		25271	44330	22.6645161	49132	8.09442e-08
2	13	2	13	7.5	7.77817	15	1.19844	1.29156	1.245	0.0658424	0.895238	4.69846	2.79685	2.68929	0.96077	84.4846		33253	44909	76.8667125	239480	1.60875e-07
40	5	39	4	22.5	24.7487	44	-0.226972	-0.577906	-0.402439	0.248148	11.6476	1.04308	6.34535	7.49854	0.839947	31.6436		13253	27278	94.0489720	336356	7.25565e-08
55	30	51	26	42.5	17.6777	81	-1.08965	-0.647903	-0.868776	0.312363	12.6476	6.48923	9.56842	4.35464	0.983936	542.362		39960	1543	91.2235135	378024	8.36661e-08
2	26	2	26	14	16.9706	28	0.220643	0.592863	0.406753	0.263199	0.666667	7.91385	4.29026	5.12453	0.985677	369.982		42643	36517	22.8680620	395360	9.70427e-08
8	38	8	38	23	21.2132	46	-1.7724	-0.555883	-1.16414	0.860205	1.27619	8.48923	4.88271	5.10039	0.967245	179.208		35243	27908	72.4792664	283177	9.94699e-08
20	3	20	3	11.5	12.0208	23	0.743034	-1.29183	-0.274398	1.43887	7.26667	0.372308	3.81949	4.87505	0.9758	118.526		25784	43494	57.7834460	422273	9.22222e-08
16	3	16	3	9.5	9.19239	19	1.08333	-0.168132	0.457601	0.88492	6.24762	0.732308	3.48996	3.89991	0.957276	64.1795		49587	40625	23.1707898	124446	7.80271e-08
11	5	11	5	8	4.24264	16	0.485961	-1.46962	-0.49183	1.38281	3.80952	0.630769	2.22015	2.24772	0.991937	220.162		8309	10670	99.3199567	180297	1.46671e-07
19	1	19	1	10	12.7279	20	-0.236359	-1.15559	-0.695973	0.649992	5.50476	0.0769231	2.79084	3.83806	0.979935	101.628		2747	37495	38.7193704	313288	1.65239e-07
3	344	2	343	173.5	241.123	346	-1.31654	2.69634	0.689898	2.83753	0.514286	151.218	75.8664	106.564	0.700936	305.672		3360	24393	80.4198030	126043	1.48583e-07
273	262	115	104	267.5	7.77817	377	-2.42962	3.50683	0.538604	4.1977	37.9524	129.289	83.6208	64.5849	0.559112	207.321		31776	15498	39.0263389	407816	8.17958e-08
58	2	58	2	30	39.598	60	-0.283994	-0.959878	-0.621936	0.477922	16.6667	0.289231	8.47795	11.5806	0.932769	93.8205		42627	33350	55.9327057	188627	1.43929e-07
49	75	41	67	62	18.3848	116	0.184034	-0.744168	-0.280067	0.656339	15.7143	15.8862	15.8002	0.121529	0.897808	154.828		2682	27617	61.3580215	443940	6.70913e-08
9	2	9	2	5.5	4.94975	11	-0.111338	-0.93473	-0.523034	0.582226	2.68571	0.295385	1.49055	1.69022	0.985331	78.9333		2564	32125	30.5371998	399980	7.69352e-08
2	17	2	17	9.5	10.6066	19	-1.49051	-0.218701	-0.854604	0.899303	0.266667	4.17846	2.22256	2.76606	0.988162	233.846		18350	46288	1.5979554	494127	1.34658e-07
7	2	7	2	4.5	3.53553	9	0.572816	-1.22394	-0.32556	1.2705	2.49524	0.224615	1.35993	1.60557	0.98543	71.6487		19845	8437	91.8844442	214944	1.14687e-07
19	52	17	50	35.5	23.3345	69	0.428483	2.01719	1.22284	1.12338	6.45714	20.8062	13.6316	10.1463	0.845587	99.5692		42433	15586	23.3390746	67504	8.68924e-08
7	12	7	12	9.5	3.53553	19	-1.11593	-1.28512	-1.20052	0.119635	1.48571	1.94462	1.71516	0.324492	0.994112	302.218		22069	10010	34.9716796	124025	7.29401e-08
7	4	7	4	5.5	2.12132	11	-0.701708	1.10046	0.199377	1.27433	1.73333	1.48	1.60667	0.179134	0.986811	119.146		26184	45336	20.3845161	134479	1.09000e-07
6	33	6	33	19.5	19.0919	39	-0.0678108	-0.112398	-0.0901044	0.031528	1.80952	8.38769	5.09861	4.65147	0.960666	152.374		6459	36703	39.9556619	476272	1.24481e-07
1	16	1	16	8.5	10.6066	17	1.37595	0.722248	1.0491	0.462235	0.514286	5.05846	2.78637	3.21322	0.992584	461.592		44923	28443	40.4355797	381127	1.64202e-07
5	6	5	6	5.5	0.707107	11	-1.07514	0.851393	-0.111876	1.36227	1.04762	2.02462	1.53612	0.690841	0.985062	111.936		16290	3855	30.0788207	316079	1.39448e-07
7	26	7	26	16.5	13.435	33	0.477227	-0.464829	0.0061988	0.666134	2.4381	5.95077	4.19443	2.48384	0.992128	595.295		32717	15903	35.0873281	161233	9.00878e-08
10	31	10	31	20.5	14.8492	41	-1.09524	2.35114	0.62795	2.43695	2.19048	13.2585	7.72447	7.82625	0.981894	511.421		7345	17449	38.3119242	250251	1.56965e-07
15	4	15	4	9.5	7.77817	19	0.145201	-1.19731	-0.526053	0.949296	4.78095	0.578462	2.67971	2.97161	0.984177	132.431		15861	12190	35.5319328	134897	8.74145e-08
1	21	1	21	11	14.1421	22	1.12241	0.119761	0.621084	0.708979	0.47619	5.68615	3.08117	3.684	0.987423	302.756		39907	26114	26.6212232	45866	1.01240e-07
6	12	6	12	9	4.24264	18	-0.682135	-0.0659778	-0.374056	0.435689	1.48571	3.08308	2.2844	1.12951	0.99182	306.585		16089	43331	30.6107336	355841	1.50360e-07
16	98	14	96	57	57.9828	112	-0.456229	-1.63296	-1.0446	0.832076	4.3619	14.9569	9.65941	7.49181	0.983298	666.467		26630	47981	94.6512446	436032	7.19363e-08
55	43	52	40	49	8.48528	95	-0.28713	-0.28413	-0.28563	0.00212113	15.7905	10.4246	13.1075	3.79424	0.923205	161.508		4719	40795	87.5449563	184136	1.43407e-07
10	6	10	6	8	2.82843	16	-0.0108636	-0.608256	-0.30956	0.42242	3.06667	1.24923	2.15795	1.28512	0.987419	151.379		14093	27609	97.2405649	40335	1.29832e-07
0	38	0	38	19	26.8701	38	0	0.664383	0.332192	0.46979	0	11.7138	5.85692	8.28294	0.960153	186.962		30344	23422	35.5632555	318370	9.14764e-08
36	25	35	24	30.5	7.77817	60	0.191781	-0.0502109	0.0707849	0.171114	11.5714	6.46154	9.01648	3.61324	0.820871	46.959		1691	13171	70.7817454	471701	1.09440e-07
1	22	1	22	11.5	14.8492	23	0.742099	-0.262071	0.240014	0.710055	0.419048	5.34769	2.88337	3.48508	0.992376	468.769		18308	6525	43.5444077	293314	1.29912e-07
20	21	20	21	20.5	0.707107	41	0.0263623	0.502457	0.26441	0.33665	6.19048	6.27077	6.23062	0.0567758	0.945212	113.918		41922	22118	1.5882709	283872	1.64203e-07
16	5	16	5	10.5	7.77817	21	-0.425127	-0.744271	-0.584699	0.225669	4.4	0.966154	2.68308	2.4281	0.986823	167.297		29736	18826	35.0837403	435491	9.45364e-08
0	23	0	23	11.5	16.2635	23	0	0.803281	0.401641	0.568005	0	7.36	3.68	5.20431	0.964323	131.308		42438	44347	73.7659543	497020	8.41300e-08
19	581	8	570	300	397.394	589	0.0428743	3.69922	1.87105	2.58543	5.90476	293.351	149.628	203.255	0.529124	367.474		26835	40695	32.5781098	325146	1.66654e-07
28	11	28	11	19.5	12.0208	39	-0.0564713	0.706439	0.324984	0.539459	8.49524	3.49538	5.99531	3.53543	0.604468	14.0077		9664	21606	74.1190663	65715	1.67033e-07
53	13	53	13	33	28.2843	66	-1.90428	-0.197491	-1.05089	1.20688	9.10476	3.20923	6.157	4.16877	0.981373	286.656		4611	47193	40.1572770	462763	1.13763e-07
18	17	18	17	17.5	0.707107	35	-0.204398	0.185278	-0.00956015	0.275543	5.25714	4.68923	4.97319	0.401574	0.987719	398.508		35892	23291	1.1343290	57148	1.59015e-07
35	36	35	36	35.5	0.707107	71	-1.80256	1.06576	-0.368401	2.02821	6.19048	12.1108	9.15062	4.18628	0.960349	251.085		19745	40701	97.8677643	436337	7.46468e-08
13	36	13	36	24.5	16.2635	49	-0.878572	-0.150776	-0.514674	0.51463	3.10476	9.05538	6.08007	4.20773	0.951763	142.69		39649	7169	72.3708956	333799	7.17341e-08
16	7	16	7	11.5	6.36396	23	1.17664	-0.41168	0.38248	1.12311	6.3619	1.58769	3.9748	3.37588	0.988877	297.418		30085	26087	62.2109717	485384	1.00128e-07
59	64	56	61	61.5	3.53553	120	0.192574	0.882689	0.537632	0.487985	18.9524	20.6062	19.7793	1.16939	0.92438	264.436		21115	36389	51.3828693	77662	1.59030e-07
15	21	15	21	18	4.24264	36	-1.00866	0.355421	-0.32662	0.964551	3.44762	6.04615	4.74689	1.83744	0.941718	87.4051		18730	21557	94.8108634	334533	1.23652e-07
7	58	7	58	32.5	36.0624	65	-0.574256	2.13603	0.780885	1.91646	1.80952	23.64	12.7248	15.4365	0.654144	42.9308		39035	19891	48.4849531	400226	1.15902e-07
38	26	38	26	32	8.48528	64	0.370992	-0.26589	0.052551	0.450344	12.7048	6.32	9.51238	4.51471	0.980547	443.508		35368	8236	8.7621393	475188	1.25237e-07
10	10	10	10	10	0	20	0.955643	-0.383042	0.2863	0.946593	3.84762	2.31385	3.08073	1.08454	0.987224	224.403		847	9654	35.6548011	172369	1.23276e-07
8	24	8	24	16	11.3137	32	0.508362	0.114092	0.311227	0.278791	2.8	6.48615	4.64308	2.6065	0.971315	179.518		23274	45868	63.0334278	116303	1.28578e-07
4	0	4	0	2	2.82843	4	-0.376464	0	-0.188232	0.2662	1.08571	0	0.542857	0.767716	0.994421	70		33053	49783	74.9889127	201503	1.36395e-07
8	21	8	21	14.5	9.19239	29	1.67725	2.54283	2.11004	0.612059	3.58095	9.38769	6.48432	4.10599	0.941603	124.326		16101	49000	22.1370778	306629	8.62152e-08
19	62	18	61	40.5	30.4056	80	-0.0236099	0.908154	0.442272	0.658857	5.80952	20.0738	12.9417	10.0864	0.96977	492.838		11609	36333	3.1007002	167770	7.31035e-08
11	40	10	39	25.5	20.5061	50	-0.0131712	-0.94492	-0.479045	0.658846	3.37143	7.86154	5.61648	3.17499	0.969936	207.31		30094	39281	41.3488988	74273	1.26898e-07
28	35	28	35	31.5	4.94975	63	1.2231	-0.848973	0.187062	1.46517	11.1238	7.09538	9.1096	2.84853	0.961788	224.036		34216	44535	42.9910948	201409	1.35108e-07
43	1	43	1	22	29.6985	44	-0.895852	-0.713854	-0.804853	0.128692	10.4571	0.147692	5.30242	7.28988	0.937224	62.6103		21332	48871	14.2280427	232636	1.26000e-07
56	22	55	21	39	24.0416	77	-2.13975	0.68224	-0.728755	1.99545	8.69524	6.85231	7.77377	1.30315	0.982382	426.733		19729	10515	35.5263281	245919	9.98950e-08
33	33	32	32	33	0	65	0.0649333	1.53306	0.798997	1.03812	10.3048	12.1969	11.2508	1.33796	0.976398	487.767		2801	18348	18.4310619	372079	1.56989e-07
27	46	26	45	36.5	13.435	72	1.06554	-0.530348	0.267596	1.12846	10.419	10.3754	10.3972	0.0308744	0.944416	186.949		46087	37505	98.3797251	198958	1.57815e-07
34	27	34	27	30.5	4.94975	61	1.01889	-2.02643	-0.503769	2.15337	12.9714	3.18154	8.07648	6.9225	0.982105	375.423		6311	38104	98.5096845	333277	7.94500e-08
9	4	9	4	6.5	3.53553	13	-0.911262	-1.88742	-1.39934	0.690249	2.09524	0.307692	1.20147	1.26399	0.993752	152.172		24403	38772	19.3249038	319214	8.80592e-08
83	3	83	3	43	56.5685	86	1.28011	-1.31104	-0.015466	1.83222	33.0095	0.366154	16.6878	23.0823	0.849187	84.259		22638	32058	28.4842033	49802	1.30818e-07
7	13	7	13	10	4.24264	20	1.0189	-0.511299	0.2538	1.08201	2.7619	2.89538	2.82864	0.0943845	0.992802	395.554		47753	39807	49.0649882	366632	9.42907e-08
12	49	12	49	30.5	26.163	61	-1.98566	2.10248	0.0584077	2.89075	1.80952	19.9108	10.8601	12.7995	0.924853	176.197		24103	37142	66.4716053	223961	1.63282e-07
35	16	35	16	25.5	13.435	51	-1.38967	0.645222	-0.372222	1.43888	7.2381	4.96615	6.10212	1.60651	0.909851	64.4231		41990	40024	76.4448251	491859	7.67334e-08
26	21	26	21	23.5	3.53553	47	0.131231	-1.55	-0.709387	1.18881	8.24762	3.13538	5.6915	3.6149	0.906581	53.8538		45443	34896	81.0473512	104291	8.85865e-08
29	10	29	10	19.5	13.435	39	-1.84562	1.08478	-0.380422	2.07211	5	3.48923	4.24462	1.06828	0.989116	370.608		39273	34661	9.0069372	413329	1.30638e-07
13	63	13	63	38	35.3553	76	-0.934772	-1.86228	-1.39852	0.655845	3.04762	8.54154	5.79458	3.88479	0.936503	102.764		29922	35934	63.6008089	120064	1.53348e-07
19	26	17	24	22.5	4.94975	43	1.27948	0.819985	1.04973	0.324912	7.67619	8.33538	8.00579	0.466121	0.935354	125.195		15659	35080	76.5387122	403062	7.05219e-08
