S_1	S_2	prS_1	prS_2	mean_S	sd_S	tot_S	D_1	D_2	mean_D	sd_D	Pi_1	Pi_2	mean_Pi	sd_Pi	FST_2_1	PI_2_1		NPOP1	NPOP2	RSANC	Nem	T2	T1	MUTRATE	MIG12	MIG21
26	32	7	13	29	4.24264	39	0.638188	-0.246755	0.195717	0.62575	9.21905	7.83077	8.52491	0.981661	0.169319	10.2026		43076	3919	46.3517469	9.5718657	66311	429047	1.32187e-07	2.22209e-04	0.0024424
144	20	129	5	82	87.6812	149	-0.902335	0.651701	-0.125317	1.09887	35.219	6.19385	20.7064	20.5239	0.0923488	21.9769		43904	39787	23.4997487	1.7971241	74000	439942	1.41192e-07	4.09330e-05	4.51686e-05
13	15	1	3	14	1.41421	16	1.21955	0.332775	0.776163	0.627046	5.2381	4.30769	4.77289	0.657894	0.0949063	5.24615		17817	34145	55.3087728	0.2412375	10006	306963	1.15791e-07	1.35397e-05	7.06509e-06
63	61	17	15	62	1.41421	78	-0.951623	0.657033	-0.147295	1.13749	15.1238	18.7108	16.9173	2.53636	0.0671362	18.2231		30352	25608	84.0954462	6.7892176	94142	163750	1.44916e-07	2.23683e-04	2.65121e-04
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		43804	27772	77.4721058	8.6255655	107502	344676	6.82387e-08	1.96913e-04	3.10585e-04
286	278	9	1	282	5.65685	287	-1.50196	-1.6872	-1.59458	0.130984	58.1714	41.9169	50.0442	11.4937	-0.0384492	48.041		46859	6322	73.2498529	0.9007215	14780	165343	9.48851e-08	1.92220e-05	1.42474e-04
608	616	2	10	612	5.65685	618	2.42827	2.24344	2.33586	0.130693	289.01	252.129	270.569	26.0783	0.233089	350.69		4703	47870	24.6197309	9.1840787	32098	472791	1.41737e-07	0.0019528	1.91855e-04
144	140	7	3	142	2.82843	147	2.9323	-1.68474	0.623779	3.26474	73.7524	20.9969	47.3747	37.3037	0.326769	65.9949		49687	1572	99.4171640	4.1167333	73804	40391	1.69867e-07	8.28533e-05	0.0026188
2	3	2	3	2.5	0.707107	5	-1.00161	-1.09014	-1.04587	0.0626025	0.380952	0.436923	0.408938	0.0395773	0.0480114	0.430769		11047	38704	94.5211114	5.8389242	92341	450324	1.48149e-07	5.28553e-04	1.50861e-04
107	114	4	11	110.5	4.94975	118	0.950836	-0.233271	0.358782	0.83729	40.0381	28.0985	34.0683	8.4426	0.46751	62.3282		34785	45186	90.8992231	4.9147936	115514	237434	1.11976e-07	1.41291e-04	1.08768e-04
17	15	6	4	16	1.41421	21	-0.139586	-0.86007	-0.499828	0.509459	5.04762	2.95692	4.00227	1.47835	0.0836022	4.31026		22089	30392	29.9125016	0.6763441	74091	239766	8.70482e-08	3.06190e-05	2.22540e-05
18	28	8	18	23	7.07107	36	0.955247	0.446359	0.700803	0.359838	6.8381	8.22462	7.53136	0.980418	0.20686	9.56667		46462	38024	68.0498372	5.2876076	70349	405656	9.70744e-08	1.13805e-04	1.39060e-04
30	34	10	14	32	2.82843	44	-0.0207004	-0.410684	-0.215692	0.27576	9.18095	7.93231	8.55663	0.882925	0.0699864	9.16923		41075	43704	7.5612601	1.6215201	98761	51562	1.12900e-07	3.94771e-05	3.71023e-05
29	132	10	113	80.5	72.832	142	0.957756	-1.20767	-0.124956	1.53119	10.9524	23.9754	17.4639	9.20865	0.0453559	18.5692		10186	12942	65.3669652	6.5961911	91144	486152	6.95450e-08	6.47574e-04	5.09673e-04
1	1	0	0	1	0	1	0.23502	1.53323	0.884123	0.91797	0.342857	0.507692	0.425275	0.116556	0.20898	0.546154		18707	38318	72.4033486	3.1257338	25232	22712	1.14897e-07	1.67089e-04	8.15735e-05
128	132	2	6	130	2.82843	134	2.86425	3.47983	3.17204	0.435282	64.9905	65.1815	65.086	0.135101	-0.0489322	62.0513		23833	9224	12.0510221	7.6093916	27849	462011	7.29040e-08	3.19280e-04	8.24956e-04
96	96	3	3	96	0	99	-0.870283	1.47889	0.304305	1.66112	23.6571	34.6769	29.167	7.79216	-0.0210761	28.6923		49392	42117	13.9079037	5.3132126	81302	67266	7.06572e-08	1.07572e-04	1.26154e-04
9	40	6	37	24.5	21.9203	46	-0.266162	-1.17567	-0.720918	0.643121	2.57143	7.22154	4.89648	3.28812	0.106145	5.62308		9077	46836	46.7252718	5.4972119	89347	356450	8.02008e-08	6.05620e-04	1.17372e-04
4	7	1	4	5.5	2.12132	8	0.268817	-1.52585	-0.628516	1.26902	1.33333	0.92	1.12667	0.292271	0.0711809	1.20256		21132	12724	60.2916168	1.0888319	38843	37506	8.43243e-08	5.15253e-05	8.55731e-05
9	14	0	5	11.5	3.53553	14	-1.27252	-0.482936	-0.877727	0.558319	1.82857	3.15385	2.49121	0.937111	0.0278781	2.58718		27698	37832	47.1921522	5.6609619	121236	76883	9.68582e-08	2.04382e-04	1.49634e-04
11	20	2	11	15.5	6.36396	22	-0.729317	-0.855332	-0.792324	0.0891061	2.74286	3.99077	3.36681	0.882407	0.339092	5.20256		11604	47013	12.7434480	6.0593486	22899	489457	1.34202e-07	5.22178e-04	1.28887e-04
6	10	2	6	8	2.82843	12	-1.54942	-1.71638	-1.6329	0.118059	1.02857	1.24615	1.13736	0.153854	-0.0312374	1.10513		27465	47027	53.1891014	3.0221544	90615	211095	9.42022e-08	1.10037e-04	6.42642e-05
2	6	0	4	4	2.82843	6	-1.00161	-0.637217	-0.819412	0.257663	0.380952	1.23385	0.807399	0.603087	0.0197863	0.838462		23514	32472	14.5163619	6.3253443	37935	496814	1.60686e-07	2.69003e-04	1.94794e-04
6	10	1	5	8	2.82843	11	-0.393041	-1.46662	-0.929829	0.759133	1.6381	1.44615	1.54212	0.135723	-0.0178215	1.51282		10757	48296	47.1558578	9.7638098	123023	465379	1.06338e-07	9.07670e-04	2.02166e-04
16	20	3	7	18	2.82843	23	0.274674	-0.011309	0.131683	0.202221	5.25714	5.22462	5.24088	0.0230004	0.156969	6.21538		33807	8049	87.8945647	0.9497521	26278	252042	1.57410e-07	2.80934e-05	1.17996e-04
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		10942	2322	28.6291923	2.3980739	10359	491927	1.48266e-07	2.19162e-04	0.0010328
19	31	3	15	25	8.48528	34	1.14651	0.488568	0.81754	0.465237	7.48571	9.19077	8.33824	1.20566	-0.0128763	8.25385		48190	30483	20.0017354	0.8319978	15870	348583	1.26400e-07	1.72649e-05	2.72938e-05
73	77	7	11	75	2.82843	84	-2.06539	-1.10474	-1.58506	0.679284	11.8	14.44	13.12	1.86676	0.0788311	14.3128		38637	27077	18.4944324	2.9384981	124321	205530	8.09744e-08	7.60540e-05	1.08524e-04
634	635	0	1	634.5	0.707107	635	1.62509	1.65158	1.63834	0.0187295	266.171	235.231	250.701	21.8784	-0.0500694	238.508		37327	31161	72.8400015	9.4924583	116962	183436	9.87931e-08	2.54305e-04	3.04626e-04
168	178	5	15	173	7.07107	183	0.463823	0.644175	0.553999	0.127528	57.0952	54.2462	55.6707	2.01461	0.00229122	55.7564		43825	27423	51.3644948	7.5560110	102129	32441	1.06770e-07	1.72413e-04	2.75536e-04
0	2	0	2	1	1.41421	2	0	-0.93473	-0.467365	0.660954	0	0.295385	0.147692	0.208868	0.00983815	0.153846		27025	22412	5.6746417	5.1703203	57992	362724	1.61739e-07	1.91316e-04	2.30694e-04
0	1	0	1	0.5	0.707107	1	0	-1.15559	-0.577794	0.817124	0	0.0769231	0.0384615	0.0543928	-0.023085	0.0384615		48572	3092	84.0863709	2.3790102	40264	326898	1.41805e-07	4.89790e-05	7.69408e-04
117	124	9	16	120.5	4.94975	133	2.54574	0.701193	1.62346	1.30429	56.8286	38.2923	47.5604	13.1071	0.260129	63.0949		11323	25646	78.6427336	3.1791295	119673	182304	1.14556e-07	2.80767e-04	1.23962e-04
340	344	7	11	342	2.82843	351	0.273223	3.05973	1.66648	1.97036	111	159.449	135.225	34.2588	0.0238408	139.395		11638	11112	85.3757490	5.2460935	68247	366592	1.13015e-07	4.50773e-04	4.72111e-04
2	4	0	2	3	1.41421	4	-0.268257	-0.389559	-0.328908	0.0857734	0.552381	0.895385	0.723883	0.24254	-0.0316828	0.705128		7879	23740	16.4151555	1.3783815	80556	367995	1.22049e-07	1.74944e-04	5.80616e-05
40	31	40	31	35.5	6.36396	71	-1.71728	-0.365227	-1.04125	0.956045	7.35238	7.32615	7.33927	0.0185454	0.978302	338.072		11694	26563	56.7950612	7.6956922	112640	174730	1.11105e-07	6.58089e-04	2.89715e-04
11	10	7	6	10.5	0.707107	17	-0.968032	-1.23991	-1.10397	0.192248	2.53333	1.62769	2.08051	0.640385	0.0264717	2.12051		33331	18239	48.8041080	7.0318694	20406	227530	1.03226e-07	2.10971e-04	3.85540e-04
8	15	0	7	11.5	4.94975	15	0.536871	-0.827464	-0.145296	0.964731	2.81905	2.99385	2.90645	0.123601	0.0125253	2.94615		641	39020	30.9521693	6.5744272	74911	111402	1.08390e-07	0.0102565	1.68489e-04
91	87	44	40	89	2.82843	131	0.630363	0.069094	0.349728	0.396877	32.019	23.2031	27.6111	6.23383	0.0567258	29.0692		40516	16058	98.2540334	2.2072439	26401	176137	8.77908e-08	5.44783e-05	1.37454e-04
7	13	0	6	10	4.24264	13	0.254185	-0.594366	-0.170091	0.600016	2.30476	2.81231	2.55853	0.358889	-0.0476907	2.44615		8126	24613	80.9815665	6.4235984	38058	119366	1.20741e-07	7.90499e-04	2.60984e-04
42	394	16	368	218	248.902	410	-1.3695	2.6483	0.639403	2.84101	8.78095	171.889	90.3351	115.335	0.215766	123.877		18352	16624	96.6174655	9.4566859	74117	76440	1.26103e-07	5.15295e-04	5.68857e-04
7	12	3	8	9.5	3.53553	15	-1.30711	-0.952326	-1.12972	0.250868	1.37143	2.25538	1.81341	0.625051	0.0511969	1.93077		31516	31577	12.3596527	7.2679902	53138	232111	1.63330e-07	2.30613e-04	2.30167e-04
253	267	2	16	260	9.89949	269	1.46131	2.32951	1.89541	0.613913	103.467	111.006	107.236	5.33122	0.260574	145.51		14004	40570	93.5963970	4.7639169	32481	362417	1.27773e-07	3.40183e-04	1.17425e-04
33	40	14	21	36.5	4.94975	54	0.311037	-0.212721	0.0491577	0.370353	10.8952	9.89231	10.3938	0.709179	0.0237056	10.6282		12078	16506	24.8537559	5.3338072	4742	231029	1.41191e-07	4.41613e-04	3.23144e-04
110	122	1	13	116	8.48528	123	1.58172	2.64341	2.11257	0.750723	46.019	53.48	49.7495	5.27569	0.211005	63.4436		38966	16798	13.0208562	5.1664449	103471	114492	9.62605e-08	1.32589e-04	3.07563e-04
8	12	1	5	10	2.82843	13	-0.917112	0.467808	-0.224652	0.979287	1.84762	3.58154	2.71458	1.22607	0.0719961	2.96923		18393	42245	72.2439948	3.1253259	52941	232971	1.01361e-07	1.69919e-04	7.39810e-05
374	383	14	23	378.5	6.36396	397	2.25047	-1.30794	0.471261	2.51617	173.295	67.4092	120.352	74.8727	0.15276	137.828		3845	12958	63.0990032	9.5506631	5377	477033	1.31635e-07	0.0024839	7.37048e-04
15	23	0	8	19	5.65685	23	-0.69547	-1.08845	-0.891958	0.277876	3.80952	4.22154	4.01553	0.291338	-0.00403285	4.00513		23699	17443	92.2105907	5.1144360	113250	196211	1.54465e-07	2.15808e-04	2.93209e-04
552	549	7	4	550.5	2.12132	556	2.89751	1.63272	2.26512	0.894345	280.324	202.729	241.527	54.8677	0.0151285	243.946		25394	36884	66.1919423	2.1811600	40263	425828	9.96631e-08	8.58927e-05	5.91357e-05
25	43	4	22	34	12.7279	47	0.323258	0.314689	0.318974	0.00605916	8.28571	12.2031	10.2444	2.76999	0.015107	10.4667		11030	32873	39.3775672	3.3837645	27800	152312	1.00330e-07	3.06778e-04	1.02934e-04
7	7	1	1	7	0	8	-0.446803	1.63182	0.592508	1.46981	1.88571	2.81231	2.34901	0.6552	0.114184	2.68205		39398	49093	84.8965229	7.7183351	48715	333998	1.42052e-07	1.95907e-04	1.57219e-04
5	14	2	11	9.5	6.36396	16	-0.28123	-0.762839	-0.522035	0.340549	1.40952	2.85538	2.13245	1.02238	0.107882	2.4359		21292	42782	68.4470992	5.1145686	91300	29357	1.24767e-07	2.40211e-04	1.19550e-04
566	617	8	59	591.5	36.0624	625	2.16462	2.45902	2.31182	0.208171	258.752	261.268	260.01	1.77859	0.0344863	269.346		1415	13956	20.0279664	6.0525371	72595	445456	6.99137e-08	0.0042774	4.33687e-04
12	534	2	524	273	369.11	536	0.789154	2.67775	1.73345	1.33544	4.4381	233.846	119.142	162.216	0.368984	211.046		31939	20935	98.8886045	6.2425281	61803	242394	9.82351e-08	1.95452e-04	2.98186e-04
2	3	0	1	2.5	0.707107	3	0.13916	-0.360217	-0.110529	0.353113	0.647619	0.670769	0.659194	0.0163697	-0.0206062	0.646154		44032	48134	22.7175162	5.9882932	14591	471685	1.66037e-07	1.35999e-04	1.24409e-04
3	4	3	4	3.5	0.707107	7	-1.685	-1.88742	-1.78621	0.143131	0.4	0.307692	0.353846	0.0652714	0.00390209	0.353846		31170	43179	95.0599468	8.7772509	16555	324849	1.59874e-07	2.81593e-04	2.03276e-04
196	192	14	10	194	2.82843	206	0.310026	2.31295	1.31149	1.41628	64.5048	79.72	72.1124	10.7588	-0.024757	70.5385		8330	38556	19.0559721	6.7023611	55679	164121	1.28267e-07	8.04605e-04	1.73834e-04
291	294	59	62	292.5	2.12132	353	-1.07956	0.353624	-0.362966	1.01341	67.7143	83.8985	75.8064	11.4439	-0.0186569	74.6103		8716	45428	3.6022045	3.2618514	44395	48593	8.64424e-08	3.74237e-04	7.18027e-05
265	265	3	3	265	0	268	1.55748	3.04085	2.29916	1.0489	110.133	122.615	116.374	8.82614	-0.0387196	112.151		44168	45281	81.0471807	7.5462961	101073	389055	1.23340e-07	1.70854e-04	1.66655e-04
357	367	5	15	362	7.07107	372	0.338108	2.73157	1.53484	1.69243	118.152	162.151	140.152	31.1116	0.00230184	141.126		37056	1819	61.0113347	5.5999867	37785	185547	1.03685e-07	1.51122e-04	0.0030786
110	112	12	14	111	1.41421	124	2.39492	2.11519	2.25505	0.197796	52.2857	45.1785	48.7321	5.02559	0.0280687	50.0077		26299	49826	45.9018079	6.9192660	30603	99327	6.96207e-08	2.63100e-04	1.38869e-04
13	13	1	1	13	0	14	1.55675	1.3654	1.46107	0.135307	5.58095	4.77231	5.17663	0.571798	-0.0234951	5.04872		23524	12874	71.8709069	7.9456838	63739	87288	1.69786e-07	3.37769e-04	6.17188e-04
111	116	3	8	113.5	3.53553	119	-2.45034	-0.754301	-1.60232	1.19928	15.0857	24.5569	19.8213	6.69716	-0.0211301	19.5205		24300	21790	85.1167513	8.2787198	82553	225572	7.84998e-08	3.40688e-04	3.79932e-04
26	24	5	3	25	1.41421	29	1.48312	-0.65125	0.415934	1.50923	10.8381	5.16615	8.00212	4.01067	0.273074	10.6256		44584	12215	29.9196229	0.7602833	73894	17247	1.11693e-07	1.70528e-05	6.22418e-05
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		46433	12556	2.7331516	8.8865756	82482	316689	9.46206e-08	1.91385e-04	7.07755e-04
16	16	3	3	16	0	19	-0.114104	-0.186655	-0.150379	0.0513008	4.78095	3.96923	4.37509	0.573974	0.0259642	4.47692		3860	20303	52.4099922	7.8623129	44613	20138	1.63568e-07	0.0020369	3.87249e-04
206	242	4	40	224	25.4558	246	0.577149	1.87968	1.22841	0.921027	71.619	93.4585	82.5388	15.4428	-0.0106329	81.9538		6818	37294	24.7354108	4.6717226	26235	430438	1.18062e-07	6.85204e-04	1.25267e-04
134	132	11	9	133	1.41421	143	1.14965	1.68352	1.41658	0.377502	51.9714	49.3908	50.6811	1.8248	-0.0416735	48.6308		37336	25428	76.6620772	2.5562160	51409	55300	1.32549e-07	6.84652e-05	1.00528e-04
57	61	2	6	59	2.82843	63	-0.0109322	0.593979	0.291523	0.427737	17.4857	18.4492	17.9675	0.681309	-0.0259752	17.5231		17245	41272	42.4310607	1.5415198	99737	250910	1.37372e-07	8.93894e-05	3.73503e-05
29	43	5	19	36	9.89949	48	-0.997882	-0.670566	-0.834224	0.231447	6.8	9.27692	8.03846	1.75145	-0.0218578	7.89487		45619	33939	85.7138778	3.6534026	55077	375659	6.88389e-08	8.00851e-05	1.07646e-04
259	270	7	18	264.5	7.77817	277	-0.627274	1.3074	0.340062	1.36802	68.381	94.0431	81.212	18.1459	-0.00750499	80.9513		12121	49508	33.2772228	9.0728805	118085	172630	1.32500e-07	7.48526e-04	1.83261e-04
331	36	306	11	183.5	208.597	342	-2.31732	-1.33668	-1.827	0.693416	48.6571	6.07692	27.367	30.1088	0.0220738	27.2333		42192	9475	44.0098076	2.3928473	28151	5091	1.46768e-07	5.67133e-05	2.52543e-04
46	51	12	17	48.5	3.53553	63	-0.923073	0.321822	-0.300626	0.880274	11.1048	14.4892	12.797	2.39318	0.0142953	13.0385		22847	26274	20.6213190	7.4073550	119515	205582	1.40138e-07	3.24216e-04	2.81927e-04
53	43	22	12	48	7.07107	65	-0.538112	0.24424	-0.146936	0.553206	14.2667	11.9938	13.1303	1.60713	-0.00603707	13.0205		48786	38637	76.8588004	1.0295034	8641	302723	9.04178e-08	2.11024e-05	2.66455e-05
30	38	8	16	34	5.65685	46	0.865518	-0.444103	0.210707	0.926042	11.1238	8.78462	9.95421	1.65406	0.041387	10.3359		40110	45076	83.1366600	3.5029655	84940	28106	1.19222e-07	8.73340e-05	7.77124e-05
49	62	3	16	55.5	9.19239	65	-0.158564	-1.64569	-0.902126	1.05156	14.5143	9.31385	11.9141	3.67727	0.0504866	12.4333		14979	37834	48.1615423	9.4340764	74292	215489	1.29098e-07	6.29820e-04	2.49354e-04
56	58	12	14	57	1.41421	70	0.262016	0.809973	0.535995	0.387464	18.2667	18.4	18.3333	0.0942809	-0.0318243	17.7692		43506	727	44.4547862	8.1812213	91865	457435	1.50363e-07	1.88048e-04	0.0112534
350	403	0	53	376.5	37.4767	403	1.61859	2.88687	2.25273	0.896807	146.876	182.129	164.503	24.9277	0.120903	188.321		47937	37953	15.1487099	3.0571719	99402	70216	1.36169e-07	6.37748e-05	8.05515e-05
27	43	2	18	35	11.3137	45	2.13055	0.364418	1.24748	1.24884	12.5333	12.3508	12.4421	0.129092	0.0297796	12.8205		27178	42662	87.1963808	4.6986793	101380	166585	1.28509e-07	1.72885e-04	1.10137e-04
11	13	4	6	12	1.41421	17	0.420856	-0.972782	-0.275963	0.985451	3.75238	2.43385	3.09311	0.932345	0.17955	3.71026		44762	46107	31.1519056	4.7097668	68368	255141	1.12380e-07	1.05218e-04	1.02149e-04
22	21	5	4	21.5	0.707107	26	-1.10592	0.929466	-0.0882278	1.43924	4.95238	6.92308	5.93773	1.39349	0.0572359	6.34359		12375	11489	53.0038858	6.8671927	104232	2093	1.28232e-07	5.54925e-04	5.97719e-04
310	309	4	3	309.5	0.707107	313	-0.805689	2.90183	1.04807	2.62161	78.0286	140.062	109.045	43.8639	0.0572259	117.092		40558	43419	96.4806536	7.9688620	20221	229311	8.42977e-08	1.96481e-04	1.83534e-04
12	16	4	8	14	2.82843	20	-1.5433	-0.0839537	-0.813628	1.03191	2.22857	4.09231	3.16044	1.31786	0.466394	6.17949		49392	47873	33.4844286	4.3222768	31609	130663	1.57369e-07	8.75097e-05	9.02863e-05
104	48	67	11	76	39.598	115	0.329892	-0.63932	-0.154714	0.685336	34.3905	10.4708	22.4306	16.9138	0.130957	24.9564		19292	3663	77.1815207	4.8702028	14911	148760	1.15387e-07	2.52447e-04	0.0013296
669	822	0	153	745.5	108.187	822	2.38144	1.98671	2.18407	0.279112	315.81	322.486	319.148	4.72109	-0.048825	304.344		24142	33642	85.5764854	2.6044084	24492	452964	8.36659e-08	1.07879e-04	7.74154e-05
12	14	3	5	13	1.41421	17	-0.417289	-0.0327835	-0.225036	0.271886	3.29524	3.63385	3.46454	0.239432	-0.01941	3.40256		30734	34631	13.8570736	8.0323258	24924	168680	7.83803e-08	2.61350e-04	2.31940e-04
10	11	7	8	10.5	0.707107	18	-0.930223	-1.27654	-1.10338	0.24488	2.32381	1.77538	2.0496	0.387795	0.0287283	2.1		30804	30564	59.2857204	4.2262422	34564	412796	1.09031e-07	1.37198e-04	1.38275e-04
215	217	8	10	216	1.41421	225	2.99172	-1.46466	0.76353	3.15113	110.819	35.8523	73.3357	53.0095	0.307104	100.069		41051	764	0.2149593	0.5598005	105166	292482	1.68521e-07	1.36367e-05	7.32723e-04
193	200	2	9	196.5	4.94975	202	-0.7168	-0.758233	-0.737516	0.0292976	49.7333	42.3754	46.0544	5.20286	-0.044793	44.0179		2530	31219	52.5358567	2.1661996	40741	228386	6.77801e-08	8.56205e-04	6.93872e-05
40	36	7	3	38	2.82843	43	0.87341	2.22594	1.54967	0.95638	14.819	15.0246	14.9218	0.145358	-0.0301536	14.4872		34284	31407	68.6691203	5.2938518	106393	287744	1.25222e-07	1.54412e-04	1.68556e-04
48	51	2	5	49.5	2.12132	53	2.09679	2.96052	2.52866	0.610748	21.9619	23.7077	22.8348	1.23446	-0.0366709	22.0436		34811	25478	2.5074930	4.1701190	32882	438107	1.00860e-07	1.19793e-04	1.63675e-04
508	519	9	20	513.5	7.77817	528	3.14725	1.51643	2.33184	1.15316	266.781	187.702	227.241	55.9176	0.134834	259.774		11742	9412	50.1828491	0.5270729	85050	472444	9.43230e-08	4.48878e-05	5.60001e-05
35	34	15	14	34.5	0.707107	49	-1.43471	0.176129	-0.62929	1.13904	7.12381	9.32923	8.22652	1.55947	0.0607123	8.81026		18064	20002	25.3540290	4.9451096	36618	237713	7.57126e-08	2.73755e-04	2.47231e-04
18	18	8	8	18	0	26	-1.41993	-1.40643	-1.41318	0.0095451	3.6	2.84615	3.22308	0.53305	0.0561057	3.39744		42210	28154	23.8711759	4.8748401	104024	43194	8.74323e-08	1.15490e-04	1.73149e-04
22	32	1	11	27	7.07107	33	0.113667	-0.826723	-0.356528	0.664957	6.95238	6.52615	6.73927	0.301388	-0.0287958	6.54615		18188	35840	9.4732983	0.2852839	80773	453371	1.46110e-07	1.56853e-05	7.95993e-06
15	16	2	3	15.5	0.707107	18	-0.16799	0.0778001	-0.045095	0.1738	4.41905	4.28615	4.3526	0.0939701	0.00835193	4.38718		17037	2907	79.0823339	4.7813469	25299	366423	1.24087e-07	2.80645e-04	0.0016448
0	6	0	6	3	4.24264	6	0	-0.312851	-0.156425	0.221219	0	1.40615	0.703077	0.994301	0.208971	0.961538		17321	2567	13.2821410	4.6832472	112082	384812	8.73565e-08	2.70380e-04	0.0018244
56	54	20	18	55	1.41421	74	-0.681962	-0.829804	-0.755883	0.10454	14.5048	11.0892	12.797	2.41515	0.0621779	13.5641		39951	30039	33.1635503	4.8567338	107758	235718	1.35721e-07	1.21567e-04	1.61681e-04
2	6	0	4	4	2.82843	6	0.465093	-0.61984	-0.0773735	0.767164	0.72381	1.24308	0.983443	0.367177	0.0132364	1.00513		43493	5956	64.9245051	9.0859860	102944	269062	1.44790e-07	2.08907e-04	0.0015255
14	6	9	1	10	5.65685	15	-1.57904	-0.735686	-1.15737	0.596345	2.59048	1.18154	1.88601	0.996269	0.00664949	1.87692		125	38447	49.8867541	3.2882624	112190	66659	1.58849e-07	0.0263061	8.55272e-05
1	2	0	1	1.5	0.707107	2	1.12241	-0.720969	0.200719	1.30346	0.47619	0.347692	0.411941	0.0908619	0.382324	0.653846		11634	48957	37.9821000	8.9793079	83242	440415	8.43966e-08	7.71816e-04	1.83412e-04
163	156	10	3	159.5	4.94975	166	0.27703	2.9697	1.62336	1.90401	53.2762	71.6462	62.4612	12.9895	0.00194799	62.8538		16002	25988	24.1702343	4.6357473	90873	377493	1.47520e-07	2.89698e-04	1.78380e-04
30	28	13	11	29	1.41421	41	-0.411679	-0.659173	-0.535426	0.175005	8.32381	6.02769	7.17575	1.6236	0.481082	13.4949		15703	24054	91.9508727	6.4044541	32449	486066	1.00636e-07	4.07849e-04	2.66253e-04
41	53	10	22	47	8.48528	63	-1.37473	0.0297652	-0.672485	0.993131	8.55238	13.9969	11.2747	3.84987	0.127152	13.1077		37025	42553	42.6814143	7.2804024	123766	85138	1.24266e-07	1.96635e-04	1.71090e-04
12	25	2	15	18.5	9.19239	27	0.266362	-0.849358	-0.291498	0.788934	3.94286	5.03077	4.48681	0.76927	0.00930965	4.54615		11934	33776	10.5188854	3.1985774	78382	14375	1.23356e-07	2.68022e-04	9.46997e-05
16	16	8	8	16	0	24	-0.409576	0.711978	0.151201	0.793058	4.41905	5.04615	4.7326	0.443431	-0.00817812	4.70256		22026	45125	80.4785910	3.6918576	96778	168997	9.01573e-08	1.67614e-04	8.18140e-05
147	156	4	13	151.5	6.36396	160	-0.849674	2.17015	0.660239	2.13534	36.4952	63.3631	49.9292	18.9984	0.0504491	53.1718		46483	20369	78.3649968	4.5165347	21160	475577	7.84805e-08	9.71653e-05	2.21736e-04
18	15	9	6	16.5	2.12132	24	-0.847093	-0.631827	-0.73946	0.152217	4.38095	3.21538	3.79817	0.824181	0.000204084	3.78205		32087	30599	47.6261946	7.2584357	32005	144853	1.60870e-07	2.26211e-04	2.37212e-04
98	76	31	9	87	15.5563	107	-0.122702	3.10165	1.48947	2.27996	29.2952	35.8246	32.5599	4.61697	0.177807	39.8949		18046	17587	35.1422015	2.1979018	122368	182154	1.64804e-07	1.21794e-04	1.24973e-04
236	233	18	15	234.5	2.12132	251	0.758469	-0.0936054	0.332432	0.602508	85.0095	59.6185	72.314	17.9542	-0.00741206	71.441		37484	45157	23.9453807	7.9190052	45226	499158	1.55694e-07	2.11264e-04	1.75366e-04
397	86	335	24	241.5	219.91	421	0.695958	0.994168	0.845063	0.210867	141.219	28.2862	84.7526	79.8556	0.156058	95.8462		16453	48416	52.9419249	6.0349982	46712	425410	6.84601e-08	3.66802e-04	1.24649e-04
3	1	2	0	2	1.41421	3	-0.0269135	0.0543784	0.0137325	0.057482	0.914286	0.270769	0.592527	0.455035	0.157358	0.676923		30534	6913	81.6838811	6.3032350	102928	102604	6.87968e-08	2.06433e-04	9.11794e-04
16	37	3	24	26.5	14.8492	40	0.430186	-0.932777	-0.251295	0.96376	5.44762	7.29231	6.36996	1.30439	0.0384181	6.66154		34847	37025	37.0864168	8.7027675	17910	154227	1.33696e-07	2.49742e-04	2.35051e-04
40	18	27	5	29	15.5563	45	0.143126	-2.16049	-1.00868	1.62891	12.7143	1.84308	7.27868	7.68711	0.405853	11.0462		27720	40333	50.8510643	4.4194911	47790	347940	1.00586e-07	1.59433e-04	1.09575e-04
164	155	19	10	159.5	6.36396	174	1.79787	-0.037105	0.880382	1.29752	70.981	40.2369	55.6089	21.7393	0.0386039	57.2231		2359	46637	43.7985810	5.4246469	102291	147402	6.81058e-08	0.0022996	1.16316e-04
381	21	363	3	201	254.558	384	2.29343	-0.14007	1.07668	1.72075	177.667	5.28923	91.4779	121.889	0.355797	126.082		39590	13599	70.8663348	5.4455998	69840	270561	1.17406e-07	1.37550e-04	4.00441e-04
59	63	1	5	61	2.82843	64	0.656049	2.74087	1.69846	1.47419	20.8952	28.2369	24.5661	5.19136	0.0350634	25.6026		11309	2211	57.2606624	4.2505794	70859	220768	9.86513e-08	3.75858e-04	0.0019225
6	22	4	20	14	11.3137	26	-0.176221	-1.01713	-0.596677	0.594615	1.75238	4.14462	2.9485	1.69157	0.118088	3.42308		26708	27186	46.6338699	3.0358096	10548	211840	1.47887e-07	1.13667e-04	1.11668e-04
21	27	6	12	24	4.24264	33	0.0113043	0.626792	0.319048	0.435215	6.47619	8.28	7.3781	1.27549	0.0195543	7.55641		7767	11783	59.3131562	5.6958125	73585	152901	7.37361e-08	7.33335e-04	4.83392e-04
