S_1	S_2	prS_1	prS_2	mean_S	sd_S	tot_S	D_1	D_2	mean_D	sd_D	Pi_1	Pi_2	mean_Pi	sd_Pi	FST_2_1	PI_2_1		NPOP1	NPOP2	RSANC	Nem	T2	T1	MUTRATE	MIG12	MIG21
81	84	26	29	82.5	2.12132	110	0.0656288	-0.188446	-0.0614087	0.179658	25.2857	20.9477	23.1167	3.06744	0.088574	25.241		29381	13849	14.1762330	5.9522014	22454	222632	9.49490e-08	2.02587e-04	4.29793e-04
3	4	1	2	3.5	0.707107	5	-0.579611	0.512296	-0.0336573	0.772095	0.742857	1.24923	0.996044	0.35806	0.182097	1.24103		9179	46442	56.3406262	5.9261536	96291	90864	9.27510e-08	6.45621e-04	1.27603e-04
19	13	8	2	16	4.24264	21	-1.20703	0.0640155	-0.571507	0.898764	4.11429	3.47077	3.79253	0.455035	-0.0208279	3.70769		37054	4308	65.6930118	2.1614961	59062	366675	1.16001e-07	5.83337e-05	5.01740e-04
33	27	23	17	30	4.24264	50	-0.0382714	0.0727698	0.0172492	0.078518	10.0571	7.21538	8.63626	2.00943	0.574969	19.7359		17680	6667	47.7542556	2.2788820	4861	434916	8.72090e-08	1.28896e-04	3.41815e-04
24	28	7	11	26	2.82843	35	-0.423209	-0.171438	-0.297323	0.178029	6.62857	6.99692	6.81275	0.260464	0.108238	7.65128		5471	13228	27.3891862	3.6783506	77522	463207	1.32104e-07	6.72336e-04	2.78073e-04
522	533	1	12	527.5	7.77817	534	-2.34217	0.893001	-0.724586	2.28761	76.0095	170.935	123.472	67.1227	0.00674136	125.774		13906	19583	17.5816013	8.1748267	46256	325353	9.96670e-08	5.87863e-04	4.17445e-04
10	9	2	1	9.5	0.707107	11	-0.152304	0.697961	0.272829	0.601228	2.95238	2.87077	2.91158	0.0577082	0.0156193	2.95641		4145	36649	82.7944893	7.1341434	38277	154143	1.62361e-07	0.0017211	1.94661e-04
52	62	15	25	57	7.07107	77	-0.259807	0.160332	-0.0497377	0.297083	15.0286	16.9231	15.9758	1.33962	0.0119693	16.2		10821	36172	37.3961004	4.7270865	7730	396117	8.95610e-08	4.36844e-04	1.30684e-04
8	7	5	4	7.5	0.707107	12	-1.74389	-1.51558	-1.62973	0.161437	1.29524	0.926154	1.1107	0.260982	-0.00508643	1.1		33189	10803	96.3143065	8.8622862	9214	48179	1.04542e-07	2.67025e-04	8.20354e-04
35	699	1	665	367	469.519	700	-0.717779	1.00444	0.143329	1.21779	8.94286	229.237	119.09	155.771	0.107958	140.449		28617	45621	27.6143404	6.8460059	57536	211118	6.98000e-08	2.39229e-04	1.50063e-04
300	286	19	5	293	9.89949	305	2.02847	0.883158	1.45582	0.80986	134.448	91.6031	113.025	30.2957	-0.00144488	112.251		39634	17480	29.0941395	2.4694437	3781	51202	1.57605e-07	6.23062e-05	1.41273e-04
145	149	6	10	147	2.82843	155	2.55718	3.26983	2.91351	0.503916	70.4667	71.4246	70.9456	0.677372	-0.0105425	70.2179		4537	34270	0.9762945	3.5623100	82779	116548	8.98062e-08	7.85169e-04	1.03948e-04
2	2	0	0	2	0	2	0.953994	0.498725	0.72636	0.321923	0.838095	0.646154	0.742125	0.135723	-0.0385282	0.712821		10493	8922	0.4282497	0.4102236	4233	178327	1.27987e-07	3.90950e-05	4.59789e-05
58	65	12	19	61.5	4.94975	77	0.362782	-0.135346	0.113718	0.352229	19.3333	16.4369	17.8851	2.04807	-0.00130178	17.8205		47064	37662	79.0490023	5.6496562	39544	13462	1.52923e-07	1.20042e-04	1.50009e-04
9	5	5	1	7	2.82843	10	-0.498398	0.3737	-0.062349	0.616667	2.4	1.48308	1.94154	0.648363	0.00278294	1.93333		36127	36295	83.3889098	2.0321893	78878	458533	1.55446e-07	5.62513e-05	5.59909e-05
7	8	3	4	7.5	0.707107	11	0.254185	-1.13678	-0.441295	0.983558	2.30476	1.33846	1.82161	0.683278	0.0785392	1.95128		3470	7097	25.1984852	8.3442371	77889	107876	1.31085e-07	0.0024047	0.0011757
32	34	8	10	33	1.41421	42	-1.38281	-0.782936	-1.08287	0.424176	6.61905	7.04615	6.8326	0.30201	-0.0136208	6.74615		10096	30361	29.4817861	1.1372961	44591	287102	6.76774e-08	1.12648e-04	3.74591e-05
394	390	7	3	392	2.82843	397	1.78586	-0.190898	0.797481	1.39778	169.876	97.3046	133.59	51.3159	0.0432948	138.123		30531	12499	85.0513599	7.2730823	87866	96730	1.27681e-07	2.38220e-04	5.81893e-04
423	445	5	27	434	15.5563	450	-0.687071	3.29699	1.30496	2.81716	109.981	213.058	161.52	72.8868	0.127657	188.774		36267	18720	38.8778576	9.4291683	120365	314213	9.32150e-08	2.59993e-04	5.03695e-04
4	12	2	10	8	5.65685	14	-1.22029	-1.41362	-1.31696	0.136705	0.761905	1.82462	1.29326	0.75145	0.00465784	1.31538		3560	39671	73.4252208	4.5506149	79264	463653	7.67489e-08	0.0012783	1.14709e-04
4	4	1	1	4	0	5	-0.0290048	-0.0209747	-0.0249898	0.0056781	1.21905	1.04	1.12952	0.126606	-0.0474369	1.07692		41676	21511	3.5315239	4.0435900	15749	370870	8.90311e-08	9.70244e-05	1.87978e-04
34	18	25	9	26	11.3137	43	-1.51226	-0.474263	-0.993263	0.733977	6.72381	4.08615	5.40498	1.8651	-0.0092882	5.32051		2888	29881	97.5808901	5.7765248	82585	223019	1.47246e-07	0.0020002	1.93318e-04
8	7	5	4	7.5	0.707107	12	-1.08817	0.717892	-0.185139	1.27708	1.73333	2.26462	1.99897	0.375673	0.0619364	2.14359		38183	10344	94.8675788	5.5418881	17696	62358	1.30092e-07	1.45140e-04	5.35759e-04
72	70	4	2	71	1.41421	74	-0.709506	-0.734585	-0.722046	0.0177338	18.5333	14.8646	16.699	2.59418	-0.0327127	16.1333		25728	16264	74.0017933	7.8224700	98867	293915	1.48992e-07	3.04045e-04	4.80968e-04
210	213	5	8	211.5	2.12132	218	-0.873935	0.828117	-0.0229091	1.20353	51.8286	67.4831	59.6558	11.0694	-0.03191	57.9692		24964	27663	89.9847480	2.8778956	122229	15396	7.03210e-08	1.15282e-04	1.04034e-04
35	41	3	9	38	4.24264	44	0.532158	0.433614	0.482886	0.0696811	12.1143	11.9754	12.0448	0.0982179	-0.0100583	11.9231		29777	20275	94.8249575	9.3367434	123550	320256	8.45773e-08	3.13556e-04	4.60505e-04
10	5	6	1	7.5	3.53553	11	-0.388037	0.926031	0.268997	0.929187	2.7619	1.73846	2.25018	0.723684	0.0433343	2.33077		12530	13246	33.1039591	4.4863235	39801	257378	9.65746e-08	3.58047e-04	3.38693e-04
366	374	3	11	370	5.65685	377	0.382963	-2.47437	-1.0457	2.02044	122.267	37.1138	79.6903	60.2121	0.742753	273.877		416	7393	65.9310961	1.2844184	48429	97451	1.23185e-07	0.0030875	1.73734e-04
6	7	1	2	6.5	0.707107	8	1.41379	1.30835	1.36107	0.0745608	2.59048	2.61846	2.60447	0.0197886	-0.046176	2.48974		6657	14316	37.7421929	0.6343510	46049	484950	7.21903e-08	9.52908e-05	4.43106e-05
136	139	0	3	137.5	2.12132	139	1.52647	2.56831	2.04739	0.736694	56.3238	60.1785	58.2511	2.72565	-0.0505188	55.4795		33601	28137	23.5754319	1.4357460	22097	280425	1.06138e-07	4.27293e-05	5.10270e-05
12	15	6	9	13.5	2.12132	21	0.0250736	-1.03125	-0.50309	0.746936	3.71429	2.76308	3.23868	0.672606	0.140719	3.73333		4239	15471	74.7023231	3.2340553	16670	383105	1.18827e-07	7.62929e-04	2.09040e-04
709	709	3	3	709	0	712	1.64657	0.270348	0.958461	0.973139	298.686	198.372	248.529	70.9323	-0.0111776	244.487		26112	6518	50.3811450	2.7330975	112467	35957	9.28821e-08	1.04668e-04	4.19315e-04
166	289	10	133	227.5	86.9741	299	2.52704	1.76812	2.14758	0.536637	80.2762	109.425	94.8504	20.611	0.225186	124.033		27309	23251	21.7404028	4.4639560	53543	359290	9.18999e-08	1.63461e-04	1.91990e-04
0	14	0	14	7	9.89949	14	0	-1.11488	-0.557441	0.78834	0	2.48	1.24	1.75362	0.289325	1.92308		39471	49201	85.6900394	2.5209462	36338	338605	1.35137e-07	6.38683e-05	5.12377e-05
13	15	2	4	14	1.41421	17	-0.841106	0.0827934	-0.379156	0.653295	3.14286	4.02462	3.58374	0.623497	-0.0274462	3.49744		5053	43405	66.2663980	8.4746220	71944	60985	1.61436e-07	0.0016771	1.95245e-04
28	36	2	10	32	5.65685	38	-0.733344	-0.169152	-0.451248	0.398944	7.10476	9.00923	8.057	1.34666	-0.0347265	7.80513		16269	21435	36.8394406	5.4212354	93478	343510	1.37562e-07	3.33225e-04	2.52915e-04
30	37	8	15	33.5	4.94975	45	0.517981	-1.08083	-0.281424	1.13053	10.3619	6.91077	8.63634	2.44032	0.04083	8.93333		43423	32945	82.1773015	5.6654203	123272	96817	1.10193e-07	1.30470e-04	1.71966e-04
8	8	3	3	8	0	11	-1.28774	0.745936	-0.2709	1.43802	1.6	2.59385	2.09692	0.702755	0.293013	3.03846		14353	27933	48.2479114	0.6079893	87393	358828	9.12579e-08	4.23597e-05	2.17660e-05
19	23	1	5	21	2.82843	24	-0.27625	0.161578	-0.0573361	0.309591	5.44762	6.29538	5.8715	0.599461	-0.0293712	5.71282		37083	31277	40.7080532	7.9165853	43983	67705	1.67858e-07	2.13483e-04	2.53112e-04
174	174	7	7	174	0	181	0.481207	3.60854	2.04487	2.21136	59.3429	87.2277	73.2853	19.7176	0.0894785	81.2769		19358	40833	58.8579897	0.2958382	53177	214843	1.67816e-07	1.52825e-05	7.24508e-06
30	33	4	7	31.5	2.12132	37	-1.41953	-1.25678	-1.33816	0.115088	6.11429	5.73846	5.92637	0.265748	0.0254565	6.07436		23955	1247	2.7968432	1.3112028	22198	379892	1.42015e-07	5.47361e-05	0.0010515
48	48	7	7	48	0	55	-0.271882	0.367586	0.0478518	0.452172	13.8286	13.7908	13.8097	0.0267302	-0.0321231	13.3795		14620	7041	1.7489934	5.3514065	8920	127520	9.86869e-08	3.66033e-04	7.60035e-04
5	6	2	3	5.5	0.707107	8	0.178404	0.0462692	0.112337	0.0934335	1.61905	1.59692	1.60799	0.0156444	0.0339717	1.6641		26507	26393	86.8370426	1.8103067	39945	164341	9.73390e-08	6.82954e-05	6.85904e-05
20	10	13	3	15	7.07107	23	-0.823497	-0.805713	-0.814605	0.0125751	4.91429	1.97538	3.44484	2.07812	0.081661	3.67179		792	46909	56.3723147	2.6468528	83844	329036	1.42929e-07	0.0033420	5.64253e-05
33	28	14	9	30.5	3.53553	42	0.850877	1.1648	1.00784	0.221977	12.1905	9.65231	10.9214	1.79476	0.0506888	11.4487		24920	3184	83.8356651	6.9493436	9180	201419	1.44307e-07	2.78866e-04	0.0021826
117	120	1	4	118.5	2.12132	121	0.444077	3.02607	1.73507	1.82574	39.619	55.6738	47.6464	11.3525	0.022955	49.0513		25317	11423	75.3312417	1.6389627	25866	183637	1.24700e-07	6.47376e-05	1.43479e-04
140	150	7	17	145	7.07107	157	2.2531	2.33088	2.29199	0.0549993	65.0762	62.5415	63.8089	1.79227	-0.0489219	60.8128		16024	3982	49.7587313	3.2483651	26673	207960	7.94974e-08	2.02719e-04	8.15762e-04
4	9	2	7	6.5	3.53553	11	-0.922471	-1.38147	-1.15197	0.324563	0.87619	1.34462	1.1104	0.331226	0.0156622	1.1359		7697	46511	29.3016779	9.1629250	47565	70298	1.47666e-07	0.0011905	1.97006e-04
8	10	3	5	9	1.41421	13	-0.917112	-1.31292	-1.11502	0.279877	1.84762	1.56923	1.70842	0.19685	-0.00418863	1.69744		48425	31245	38.1101629	6.5547130	67776	487619	8.00996e-08	1.35358e-04	2.09784e-04
20	20	5	5	20	0	25	0.330789	0.180227	0.255508	0.106463	6.64762	5.50462	6.07612	0.808226	-0.0177527	5.95641		47422	32496	97.4925685	7.3331868	24211	405277	8.80562e-08	1.54637e-04	2.25664e-04
4	5	0	1	4.5	0.707107	5	-0.177916	-0.784199	-0.481057	0.428707	1.1619	0.947692	1.0548	0.151471	-0.0367464	1.01538		16545	22670	6.0555099	1.5350368	51327	1122	7.70516e-08	9.27795e-05	6.77123e-05
12	14	5	7	13	1.41421	19	-0.155893	-0.684928	-0.42041	0.374084	3.54286	2.93846	3.24066	0.427372	-0.016057	3.18205		28552	21192	48.1965741	6.9561304	6654	178347	1.53724e-07	2.43630e-04	3.28243e-04
7	6	3	2	6.5	0.707107	9	-0.223762	-0.0348224	-0.129292	0.1336	2.01905	1.55385	1.78645	0.328947	0.112309	1.99744		26494	43161	56.8155425	1.0626748	94816	387825	1.46524e-07	4.01100e-05	2.46212e-05
476	479	7	10	477.5	2.12132	486	2.84432	3.54176	3.19304	0.493169	240.029	237	238.514	2.14152	0.0136868	241.774		2579	47131	95.9423768	8.6117937	114582	250289	8.40672e-08	0.0033392	1.82720e-04
154	158	3	7	156	2.82843	161	1.34196	3.15667	2.24932	1.2832	61.7714	74.52	68.1457	9.0146	-0.00983789	67.6487		33992	24792	22.7953556	6.2717815	124170	319943	1.14038e-07	1.84508e-04	2.52976e-04
6	8	1	3	7	1.41421	9	0.510377	-0.901437	-0.19553	0.998303	2.11429	1.49538	1.80484	0.437629	0.0227668	1.8359		44819	46787	7.5233099	8.3895136	36510	107720	1.55814e-07	1.87187e-04	1.79313e-04
21	18	9	6	19.5	2.12132	27	-0.340355	0.108632	-0.115862	0.317482	5.92381	4.86154	5.39267	0.751139	0.507008	10.7692		43540	30281	88.3479102	4.8323360	6509	83898	7.59807e-08	1.10986e-04	1.59583e-04
1	6	0	5	3.5	3.53553	6	1.37595	-1.19907	0.0884405	1.82081	0.514286	0.935385	0.724835	0.297762	-0.01011	0.723077		36740	23768	56.8023163	4.9807086	41175	488624	1.39351e-07	1.35566e-04	2.09555e-04
6	6	1	1	6	0	7	-0.501451	-1.08322	-0.792336	0.411373	1.58095	0.996923	1.28894	0.412971	0.0721821	1.37436		23008	21044	69.7045848	5.0246009	10662	11640	1.42320e-07	2.18385e-04	2.38766e-04
130	149	3	22	139.5	13.435	152	-0.505305	2.35564	0.92517	2.023	35.3905	62.3723	48.8814	19.079	0.138018	57.7077		7337	13373	83.3475406	1.6344977	94603	479307	7.17134e-08	2.22775e-04	1.22224e-04
18	15	8	5	16.5	2.12132	23	-0.246313	0.267562	0.0106245	0.363365	5.2	4.23385	4.71692	0.683174	0.00215052	4.71282		41528	20056	1.9968135	0.1943089	39412	102241	1.23821e-07	4.67899e-06	9.68832e-06
139	140	3	4	139.5	0.707107	143	3.05156	3.61863	3.3351	0.400978	72.3619	70.3908	71.3763	1.3938	-0.0421959	68.4692		31377	49108	15.9570063	4.5592737	12404	234479	8.52110e-08	1.45306e-04	9.28418e-05
20	26	5	11	23	4.24264	31	0.838168	-0.00229585	0.417936	0.594298	7.40952	6.80923	7.10938	0.424471	0.0458767	7.43846		21467	10274	89.5984096	8.4819707	48300	311683	1.42480e-07	3.95117e-04	8.25576e-04
587	588	4	5	587.5	0.707107	592	0.321038	0.46464	0.392839	0.101542	193.552	172.025	182.788	15.2224	-0.0347315	176.444		9269	5873	79.3380670	4.4746672	102400	421643	1.54675e-07	4.82756e-04	7.61905e-04
492	501	4	13	496.5	6.36396	505	0.617018	2.09932	1.35817	1.04815	172.305	200.385	186.345	19.8555	-0.0332855	180.621		15244	33976	93.1587448	4.0599196	25243	464231	9.56753e-08	2.66329e-04	1.19494e-04
179	179	9	9	179	0	188	1.68821	2.42916	2.05868	0.523929	76.0857	75.7262	75.9059	0.254248	0.00637196	76.3872		19734	5021	32.1893825	8.8751670	97235	403278	1.29923e-07	4.49740e-04	0.0017676
33	34	3	4	33.5	0.707107	37	1.89086	2.98353	2.43719	0.772631	14.6857	16.0123	15.349	0.938043	0.0357131	15.9436		2387	3761	76.9828877	8.8289304	113679	469043	1.38857e-07	0.0036988	0.0023475
399	402	5	8	400.5	2.12132	407	1.5772	2.01985	1.79853	0.313003	166.267	158.754	162.51	5.31237	0.30992	234.91		22579	49502	31.2836363	4.4841684	36767	57121	1.10702e-07	1.98599e-04	9.05856e-05
269	276	1	8	272.5	4.94975	277	2.86698	1.18153	2.02426	1.19179	136.229	93.8369	115.033	29.9754	0.125872	130.123		10791	4617	74.1191034	9.0786747	15466	115223	1.43147e-07	8.41319e-04	0.0019664
658	659	2	3	658.5	0.707107	661	0.467141	3.69915	2.08314	2.28537	223.6	332.649	278.125	77.1095	0.205065	355.415		10518	17673	84.5124943	0.3510075	50959	203603	1.23169e-07	3.33721e-05	1.98612e-05
10	15	2	7	12.5	3.53553	17	1.49783	0.680574	1.0892	0.577886	4.28571	4.70154	4.49363	0.294032	0.00734686	4.53333		14885	47893	15.1392823	9.2339877	80084	210331	1.42745e-07	6.20355e-04	1.92805e-04
5	4	5	4	4.5	0.707107	9	-1.40942	-0.28761	-0.848517	0.793242	0.895238	0.935385	0.915311	0.0283879	0.152842	1.08205		41814	33978	2.4092394	6.0129324	94713	55142	1.07751e-07	1.43802e-04	1.76965e-04
360	359	6	5	359.5	0.707107	365	1.55823	3.08765	2.32294	1.08147	149.562	167.04	158.301	12.3589	0.216577	202.997		28694	35083	66.6975927	9.7687995	73095	216715	1.03922e-07	3.40447e-04	2.78448e-04
731	735	3	7	733	2.82843	738	0.823473	1.93046	1.37697	0.782758	266.39	285.677	276.034	13.6376	-0.050153	263		35182	45708	34.2835116	4.7708896	106473	230179	7.96129e-08	1.35606e-04	1.04378e-04
2	11	0	9	6.5	6.36396	11	-0.594191	-1.28363	-0.938911	0.487508	0.47619	1.76923	1.12271	0.914318	0.00361922	1.14615		22057	17511	14.8346143	0.7172279	34246	337261	1.54471e-07	3.25170e-05	4.09587e-05
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		11939	10172	5.3664744	7.0673745	53113	378826	9.14506e-08	5.91957e-04	6.94787e-04
11	11	6	6	11	0	17	-0.534004	-0.261991	-0.397998	0.192343	2.91429	2.65538	2.78484	0.183071	0.0186544	2.83333		25760	15444	54.9842408	4.0286297	41263	198556	1.42370e-07	1.56391e-04	2.60854e-04
4	3	1	0	3.5	0.707107	4	0.71555	0.869129	0.792339	0.108596	1.50476	1.06462	1.28469	0.311231	0.0581785	1.35385		25220	19292	91.2636046	9.5555912	9638	198917	9.01423e-08	3.78889e-04	4.95314e-04
250	251	8	9	250.5	0.707107	259	0.441273	-2.45991	-1.00932	2.05145	84.5429	25.0154	54.7791	42.0923	0.743442	188.328		34962	23853	7.5080339	3.9614603	29303	341335	8.03127e-08	1.13308e-04	1.66078e-04
8	9	2	3	8.5	0.707107	11	-0.803074	-0.249523	-0.526299	0.39142	1.92381	2.17538	2.0496	0.17789	0.0312574	2.12051		13361	13346	36.4504690	2.3860316	100841	423126	8.45331e-08	1.78582e-04	1.78783e-04
40	31	11	2	35.5	6.36396	42	0.774277	1.70304	1.23866	0.656736	14.5333	11.8431	13.1882	1.9023	-0.0257123	12.8282		19293	13549	24.5883649	0.7297455	8480	222958	1.43992e-07	3.78244e-05	5.38597e-05
5	10	1	6	7.5	3.53553	11	0.0112643	-1.83549	-0.912115	1.30585	1.54286	1.15077	1.34681	0.277248	0.0362666	1.38974		42801	47222	25.3102058	1.5021149	123081	24150	7.15262e-08	3.50953e-05	3.18096e-05
23	34	3	14	28.5	7.77817	37	-0.0263028	-0.674362	-0.350333	0.458247	7.02857	7.30462	7.16659	0.195193	0.0207244	7.32308		6593	23294	94.2437966	9.9339629	52609	242684	1.69870e-07	0.0015067	4.26460e-04
502	508	5	11	505	4.24264	513	-0.762372	0.907247	0.0724375	1.1806	127.924	163.4	145.662	25.0855	-0.0397109	140.421		20014	10402	53.6947588	0.2863749	62295	496128	1.12459e-07	1.43087e-05	2.75308e-05
53	54	16	17	53.5	0.707107	70	0.349142	0.608646	0.478894	0.183497	17.619	16.3969	17.008	0.864173	0.0306746	17.5231		13008	5263	65.5654319	4.6075806	57964	239697	1.03388e-07	3.54211e-04	8.75467e-04
257	273	6	22	265	11.3137	279	-0.880668	0.99287	0.0561011	1.32479	63.3333	89.4215	76.3774	18.4471	0.571306	183.444		20073	43225	91.1699597	9.2814453	116793	141150	1.39640e-07	4.62385e-04	2.14724e-04
11	33	7	29	22	15.5563	40	-0.77272	0.617292	-0.0777137	0.982887	2.70476	10.0769	6.39084	5.21291	0.211431	8.48974		3441	29480	39.7955179	8.1974021	60835	296382	9.14336e-08	0.0023823	2.78067e-04
14	15	4	5	14.5	0.707107	19	0.192105	-0.47423	-0.141062	0.47117	4.51429	3.39385	3.95407	0.79227	0.0154517	3.99744		38889	18643	79.7376857	5.4414989	93490	257457	1.62164e-07	1.39924e-04	2.91879e-04
22	63	9	50	42.5	28.9914	72	-1.58214	0.152725	-0.714708	1.22674	4.17143	17.1631	10.6673	9.18648	0.0776661	11.9077		40856	38310	71.9880468	6.4858496	73754	417941	1.62543e-07	1.58749e-04	1.69299e-04
40	11	33	4	25.5	20.5061	44	-1.04978	1.28821	0.119213	1.65321	9.27619	4	6.6381	3.73083	0.519768	12.941		665	48505	44.5439964	9.1738813	58790	323295	9.89725e-08	0.0137953	1.89133e-04
5	13	4	12	9	5.65685	17	-0.28123	-1.61578	-0.948506	0.94367	1.40952	1.79077	1.60015	0.269581	0.0413072	1.67692		49432	17545	75.6419791	6.3175910	16435	100779	1.55062e-07	1.27804e-04	3.60079e-04
319	317	6	4	318	1.41421	323	2.84607	0.0928973	1.46948	1.94679	161.019	85.0123	123.016	53.7449	0.10349	134.879		23237	1176	10.5508831	6.7139641	30248	360876	1.29843e-07	2.88934e-04	0.0057092
3	4	0	1	3.5	0.707107	4	1.07848	-0.671879	0.203301	1.23769	1.25714	0.784615	1.02088	0.334127	0.0249496	1.03846		26137	40989	53.3572489	4.4149411	64894	454198	1.16738e-07	1.68915e-04	1.07710e-04
118	121	19	22	119.5	2.12132	140	2.09511	-1.56769	0.263709	2.58999	53.5905	19.0554	36.3229	24.42	0.509778	68.5308		20296	13324	61.8107126	9.4439845	116754	474532	1.11829e-07	4.65313e-04	7.08795e-04
27	41	6	20	34	9.89949	47	1.03196	0.0618694	0.546914	0.685957	10.3524	10.92	10.6362	0.401367	0.0741432	11.5026		23804	9870	96.4783452	0.1261736	72471	66303	7.79154e-08	5.30052e-06	1.27835e-05
30	43	1	14	36.5	9.19239	44	-0.107585	-0.218861	-0.163223	0.0786845	8.99048	10.6185	9.80447	1.15116	0.0425883	10.2744		7340	3863	93.4039837	2.2105286	87697	195410	1.05658e-07	3.01162e-04	5.72231e-04
512	508	7	3	510	2.82843	515	2.86256	-0.610652	1.12595	2.45593	258.8	112.748	185.774	103.275	0.161245	215.415		12893	40579	16.6493126	1.7702003	72430	154936	7.38947e-08	1.37299e-04	4.36236e-05
5	8	2	5	6.5	2.12132	10	0.0948342	-1.56131	-0.733237	1.17107	1.58095	1.05538	1.31817	0.371633	0.0724183	1.40769		1964	24841	48.2660537	9.8448536	57722	172832	1.67538e-07	0.0050127	3.96315e-04
15	20	3	8	17.5	3.53553	23	-0.761404	-1.48888	-1.12514	0.514399	3.73333	3.06462	3.39897	0.472855	-0.0236918	3.31282		38943	31216	52.6221448	9.6866782	17951	460500	9.19993e-08	2.48740e-04	3.10311e-04
236	241	6	11	238.5	3.53553	247	2.92163	2.59343	2.75753	0.232072	120.457	104.434	112.445	11.3302	0.12023	127.272		16371	35718	29.6745792	9.7013229	114042	222235	1.02521e-07	5.92592e-04	2.71609e-04
109	122	2	15	115.5	9.19239	124	1.31204	2.38551	1.84878	0.759058	43.5429	51.3815	47.4622	5.54278	0.210773	60.5462		12503	11239	37.5124987	4.7202933	53040	374	1.10286e-07	3.77533e-04	4.19992e-04
14	589	4	579	301.5	406.586	593	0.595436	0.922059	0.758748	0.230957	4.95238	190.003	97.4777	130.851	0.752084	475.033		40729	13675	96.8324996	1.5435275	42373	454744	1.19156e-07	3.78975e-05	1.12872e-04
1	4	0	3	2.5	2.12132	4	-1.15945	-1.18162	-1.17053	0.0156813	0.133333	0.584615	0.358974	0.319105	0.0087464	0.369231		3575	2283	77.0037196	2.4518893	53804	404966	8.50210e-08	6.85843e-04	0.0010740
40	28	17	5	34	8.48528	45	0.457049	-0.00576325	0.225643	0.327258	13.619	7.32615	10.4726	4.44975	0.166024	12.2897		8327	24526	87.6233062	4.4697743	23029	411	1.47795e-07	5.36781e-04	1.82246e-04
3	0	3	0	1.5	2.12132	3	-1.685	0	-0.842502	1.19148	0.4	0	0.2	0.282843	0.0387324	0.2		19991	8329	75.6932139	7.5666369	7132	49322	1.57959e-07	3.78502e-04	9.08469e-04
6	10	4	8	8	2.82843	14	-0.465315	-1.77017	-1.11774	0.922673	1.6	1.20308	1.40154	0.280667	0.0198709	1.42308		8599	28675	47.8639461	3.8120388	39484	103146	1.21930e-07	4.43312e-04	1.32939e-04
10	4	6	0	7	4.24264	10	-0.034437	1.63373	0.799648	1.17957	3.04762	1.68923	2.36842	0.960526	-0.00834135	2.33077		10317	35819	79.3909450	9.6127048	55358	183301	1.57554e-07	9.31734e-04	2.68369e-04
22	17	7	2	19.5	3.53553	24	0.531812	1.35584	0.943828	0.582679	7.6381	6.16923	6.90366	1.03864	0.0321873	7.10513		27355	14831	18.6527727	5.1197319	36746	294088	1.17668e-07	1.87159e-04	3.45205e-04
12	37	8	33	24.5	17.6777	45	-1.2618	-0.688013	-0.974906	0.405728	2.49524	7.92308	5.20916	3.83806	0.0775205	5.78974		9352	13865	58.9290411	2.4233032	54941	471065	1.11607e-07	2.59121e-04	1.74778e-04
197	197	4	4	197	0	201	-0.715707	2.51952	0.901909	2.28765	50.781	84.48	67.6305	23.8288	0.0306976	70.4103		48510	38123	62.1341733	1.2082821	26225	356331	7.81641e-08	2.49079e-05	3.16943e-05
4	6	1	3	5	1.41421	7	1.26156	-0.168044	0.546756	1.01088	1.71429	1.48308	1.59868	0.163489	0.0435626	1.66667		30651	20219	36.6587155	8.7262409	65552	494624	1.34254e-07	2.84697e-04	4.31586e-04
91	99	11	19	95	5.65685	110	0.402581	1.61351	1.00805	0.856259	30.5619	36.6462	33.604	4.30221	0.0316375	34.8179		10576	14467	95.5041398	9.8217241	91308	97768	8.31062e-08	9.28680e-04	6.78905e-04
146	141	14	9	143.5	3.53553	155	2.56112	2.89162	2.72637	0.233702	70.9905	64.0708	67.5306	4.89297	-0.0239417	65.8744		36867	40746	32.4235006	0.6776206	43738	131067	7.21070e-08	1.83801e-05	1.66304e-05
24	0	24	0	12	16.9706	24	-0.401784	0	-0.200892	0.284104	6.66667	0	3.33333	4.71405	0.190475	3.8		19010	38296	27.3480355	6.8969732	100878	83676	1.01211e-07	3.62808e-04	1.80096e-04
4	4	1	1	4	0	5	1.01337	0.20645	0.609911	0.57058	1.61905	1.12923	1.37414	0.346353	0.0375339	1.41795		10134	40242	30.9011316	2.2163507	12137	462081	1.25095e-07	2.18704e-04	5.50756e-05
22	17	9	4	19.5	3.53553	26	-0.0140991	0.623328	0.304614	0.450729	6.74286	5.24308	5.99297	1.0605	0.0209308	6.09487		28555	49509	35.6197993	5.4279223	97268	84183	7.91282e-08	1.90087e-04	1.09635e-04
