K_1	K_2	mean_K	sd_K	tot_K	H_1	H_2	Hsd_1	Hsd_2	mean_H	sd_H	tot_H	GW_1	GW_2	GWsd_1	GWsd_2	mean_GW	sd_GW	tot_GW	NGW_1	NGW_2	NGWsd_1	NGWsd_2	mean_NGW	sd_NGW	R_1	R_2	Rsd_1	Rsd_2	mean_R	sd_R	tot_R	FST_2_1	DMUSQ_2_1	
18.8	20	19.4	0.848528	29.2	0.956452	0.950641	0.0156804	0.0192758	0.953546	0.00410871	0.960681	0.463568	0.530539	0.15817	0.157416	0.497054	0.0473552	0.662782	0.435503	0.455981	0.16292	0.168024	0.445742	0.0144801	48.6	39.2	33.5996	11.6218	43.9	6.6468	53.3	0.0154005	65.4592	
3.8	4.5	4.15	0.494975	4.9	0.535081	0.596667	0.155075	0.160079	0.565874	0.0435479	0.590532	0.929167	0.935714	0.149652	0.159542	0.93244	0.00462987	0.948214	0.750357	0.886548	0.178054	0.19723	0.818452	0.0963012	3.3	3.9	1.63639	1.19722	3.6	0.424264	4.3	0.069019	0.313914	
23.9	26.4	25.15	1.76777	43	0.979637	0.972564	0.00757056	0.0110815	0.976101	0.00500136	0.981925	0.130654	0.132831	0.0486438	0.0448826	0.131742	0.00153956	0.197679	0.111586	0.119632	0.0452139	0.0386971	0.115609	0.00568973	211.7	231.3	93.1224	113.304	221.5	13.8593	249.3	0.0125868	3151.6	
20.1	24.6	22.35	3.18198	33.1	0.964919	0.970128	0.00773288	0.00754972	0.967524	0.00368321	0.971909	0.592046	0.538795	0.117259	0.102534	0.56542	0.0376544	0.696934	0.429781	0.52045	0.103826	0.100406	0.475116	0.0641125	34.1	46.7	7.06242	13.5733	40.4	8.90955	48.2	0.0083637	24.1693	
18.3	21.7	20	2.40416	30.8	0.953427	0.956538	0.0253147	0.0154137	0.954983	0.00219984	0.965102	0.369757	0.395141	0.230549	0.207808	0.382449	0.0179489	0.528604	0.31807	0.376928	0.163887	0.186685	0.347499	0.0416187	79.5	81.3	83.9448	80.2898	80.4	1.27279	84.1	0.0203597	267.829	
17.9	17	17.45	0.636396	24.8	0.954032	0.93359	0.0158978	0.0224333	0.943811	0.014455	0.950391	0.49085	0.51107	0.130001	0.240665	0.50096	0.0142973	0.62845	0.456343	0.444629	0.144681	0.176696	0.450486	0.00828308	39	40.3	15.1511	19.9056	39.65	0.919239	43.3	0.0161489	19.601	
20.5	22.3	21.4	1.27279	34.5	0.963911	0.956923	0.0128024	0.0193699	0.960417	0.00494141	0.968036	0.230622	0.234158	0.131667	0.10922	0.23239	0.00249998	0.344169	0.211204	0.221522	0.118473	0.107117	0.216363	0.00729647	138.4	137.2	115.398	116.449	137.8	0.848528	146.5	0.0164044	294.447	
26.5	26.6	26.55	0.0707107	47.6	0.987702	0.974744	0.00450319	0.00944145	0.981223	0.00916271	0.986228	0.125708	0.14585	0.0594055	0.0824021	0.135779	0.0142425	0.198834	0.110613	0.111432	0.03402	0.0377796	0.111023	0.000579353	246	219.9	94.6585	91.0707	232.95	18.4555	261.5	0.0115678	999.187	
13	7.3	10.15	4.03051	14.5	0.918548	0.773205	0.0268515	0.102668	0.845877	0.102773	0.877308	0.725586	0.871741	0.172686	0.130143	0.798663	0.103348	0.794405	0.70457	0.414021	0.174911	0.157354	0.559295	0.205449	19.5	7.5	13.8664	2.41523	13.5	8.48528	20	0.0865391	9.39252	
12.5	18.2	15.35	4.03051	22.1	0.904435	0.942564	0.0454432	0.0160447	0.9235	0.026961	0.940102	0.267671	0.277874	0.252562	0.234448	0.272772	0.00721481	0.31848	0.194434	0.255293	0.176587	0.197207	0.224863	0.0430336	87.6	103.3	56.9233	56.5647	95.45	11.1016	104.7	0.0301748	446.55	
20.1	20.1	20.1	0	30.8	0.965726	0.950256	0.00850075	0.0118862	0.957991	0.0109385	0.963263	0.216515	0.211344	0.138454	0.128107	0.213929	0.0036565	0.307822	0.206312	0.20453	0.126624	0.119756	0.205421	0.00126026	126.4	127.7	66.0643	67.2211	127.05	0.919239	129.7	0.0126803	273.093	
20	24.7	22.35	3.3234	34.5	0.959274	0.96859	0.0241524	0.0132857	0.963932	0.00658709	0.969523	0.185966	0.218491	0.0701785	0.0966582	0.202229	0.0229983	0.297685	0.170425	0.214468	0.0717438	0.0924868	0.192446	0.0311432	119.5	130	50.116	51.8952	124.75	7.42462	131.6	0.0103646	667.786	
21.6	23.8	22.7	1.55563	33.9	0.972984	0.964744	0.00624675	0.0220676	0.968864	0.00582676	0.970853	0.250694	0.351246	0.19863	0.251532	0.30097	0.0711009	0.357676	0.248279	0.252717	0.199916	0.167058	0.250498	0.0031376	124.7	113.5	63.0521	75.4575	119.1	7.9196	127.3	0.00504712	323.255	
18.6	19	18.8	0.282843	28.2	0.954839	0.943718	0.0148824	0.0177898	0.949278	0.00786357	0.956534	0.361042	0.388622	0.201477	0.236712	0.374832	0.0195021	0.503639	0.344039	0.347857	0.196487	0.194553	0.345948	0.00269994	68.2	68.8	37.0339	41.1145	68.5	0.424264	72.4	0.0163386	83.5894	
22.8	25.2	24	1.69706	44	0.973387	0.969615	0.0109936	0.00926572	0.971501	0.002667	0.982707	0.143194	0.177708	0.0570658	0.0785656	0.160451	0.0244051	0.262912	0.137014	0.150445	0.0594664	0.0604109	0.14373	0.00949736	172.8	155.9	45.7306	41.6399	164.35	11.9501	182.2	0.0229431	888.65	
24.3	26.5	25.4	1.55563	44.2	0.978629	0.973205	0.0099317	0.00849235	0.975917	0.00383528	0.98216	0.144351	0.192292	0.0534039	0.0704075	0.168321	0.0338997	0.235074	0.12792	0.142278	0.0318627	0.0487087	0.135099	0.0101528	184.8	154	58.2061	55.1181	169.4	21.7789	199.6	0.0132341	871.919	
20.2	24.2	22.2	2.82843	33.8	0.956048	0.969103	0.0255341	0.00755939	0.962575	0.0092307	0.968505	0.343896	0.369778	0.127774	0.164556	0.356837	0.0183012	0.480434	0.290068	0.353985	0.116074	0.151268	0.322026	0.0451963	70.6	82.7	44.0485	48.6576	76.65	8.55599	84.6	0.0106318	25.9073	
10.2	14.4	12.3	2.96985	16.2	0.849194	0.907949	0.0459434	0.0240822	0.878571	0.0415462	0.89687	0.541035	0.4311	0.297538	0.245503	0.486067	0.0777358	0.474252	0.309291	0.428796	0.194258	0.248775	0.369044	0.0845026	28.5	50.9	26.651	43.7149	39.7	15.8392	55.2	0.0327238	6.89634	
3.4	1.8	2.6	1.13137	3.6	0.396774	0.141282	0.18698	0.134547	0.269028	0.18066	0.26831	0.906085	0.761905	0.155953	0.239929	0.833995	0.101951	0.915476	0.845476	0.488571	0.19008	0.245113	0.667024	0.25237	3.22222	2.14286	1.39443	1.34519	2.68254	0.763226	3.1	0.0982435	0.0457148	
18.1	16.1	17.1	1.41421	25.3	0.95504	0.930897	0.0142261	0.0259205	0.942969	0.0170716	0.948513	0.306918	0.36458	0.185894	0.20916	0.335749	0.0407734	0.373568	0.259116	0.241471	0.127447	0.144688	0.250293	0.0124766	78.9	59.8	42.4825	37.2045	69.35	13.5057	84.5	0.0144716	139.724	
21.1	24.7	22.9	2.54558	37.4	0.969556	0.966154	0.00980584	0.00809037	0.967855	0.00240601	0.973748	0.148777	0.173924	0.0503438	0.0563537	0.161351	0.0177813	0.257977	0.145599	0.170888	0.0483972	0.0555563	0.158243	0.0178822	160	159.8	74.087	71.8065	159.9	0.141421	162.8	0.012406	607.447	
16.1	29.6	22.85	9.54594	37.6	0.93871	0.982949	0.0236498	0.00737845	0.960829	0.0312817	0.971596	0.144791	0.16248	0.139499	0.0956552	0.153636	0.0125077	0.202004	0.0834801	0.16237	0.0361782	0.0956987	0.122925	0.0557837	181.6	222.5	102.379	85.1185	202.05	28.9207	222.7	0.0167915	6112.02	
20.3	18.7	19.5	1.13137	30.4	0.964315	0.945897	0.0107548	0.0125149	0.955106	0.0130228	0.961933	0.257323	0.214613	0.0905825	0.0717667	0.235968	0.0302003	0.326915	0.219248	0.204309	0.0612118	0.0654433	0.211778	0.0105636	85.8	93.8	28.9513	27.7761	89.8	5.65685	97.4	0.0162238	76.3018	
23.3	27.4	25.35	2.89914	42.6	0.975	0.976026	0.0105491	0.00678532	0.975513	0.000725238	0.980125	0.200237	0.24868	0.114363	0.173627	0.224458	0.034254	0.342826	0.189732	0.231651	0.104389	0.156209	0.210692	0.0296415	170.2	169	124.366	126.93	169.6	0.848528	175.7	0.00923492	1140.29	
16.2	20.3	18.25	2.89914	25.1	0.941129	0.954231	0.0273448	0.0180911	0.94768	0.00926433	0.951487	0.575408	0.626077	0.190445	0.171476	0.600743	0.0358279	0.718124	0.481886	0.590042	0.139799	0.149242	0.535964	0.0764781	31.9	35.5	17.1946	17.9768	33.7	2.54558	37	0.00639756	12.3679	
6.3	12	9.15	4.03051	12.8	0.722379	0.867949	0.0863728	0.0578519	0.795164	0.102933	0.825822	0.551687	0.729354	0.269381	0.260962	0.640521	0.12563	0.764203	0.392154	0.706107	0.188218	0.257284	0.549131	0.221999	20	24	29.1243	29.937	22	2.82843	24.4	0.0525994	29.2055	
17.5	21.9	19.7	3.11127	29.6	0.953831	0.963205	0.013116	0.00722841	0.958518	0.00662876	0.963693	0.254712	0.224712	0.207336	0.168448	0.239712	0.0212131	0.305664	0.189589	0.220797	0.157848	0.161982	0.205193	0.0220678	125.7	151.2	100.013	100.736	138.45	18.0312	152.4	0.00956803	401.345	
18.9	20.9	19.9	1.41421	28.2	0.958065	0.955	0.0156976	0.0136946	0.956532	0.00216694	0.960407	0.523962	0.608434	0.119487	0.103073	0.566198	0.059731	0.730306	0.499341	0.542095	0.110646	0.0641234	0.520718	0.030232	36.4	34.6	7.53068	8.93433	35.5	1.27279	38.2	0.00838497	20.3084	
8.1	5	6.55	2.19203	8.2	0.805847	0.678205	0.0452625	0.0910688	0.742026	0.0902563	0.749804	0.860194	0.937879	0.158343	0.147497	0.899037	0.0549313	0.862392	0.855249	0.53689	0.164809	0.165798	0.696069	0.225114	8.9	4.6	3.07137	2.17051	6.75	3.04056	9	0.0393517	0.767277	
24.7	29.2	26.95	3.18198	46.6	0.98125	0.980128	0.00974115	0.00923018	0.980689	0.000793229	0.984781	0.1225	0.12835	0.0673347	0.0565485	0.125425	0.00413621	0.192985	0.105253	0.120706	0.0527088	0.0500097	0.11298	0.0109274	273.4	292.9	172.245	189.49	283.15	13.7886	303.1	0.00839178	772.623	
17.7	21	19.35	2.33345	29.7	0.951815	0.956026	0.0136228	0.013283	0.95392	0.00297771	0.959703	0.285016	0.313979	0.219123	0.233383	0.299497	0.0204798	0.414406	0.259684	0.300785	0.203579	0.212663	0.280234	0.0290629	107.6	111.9	84.5592	83.5829	109.75	3.04056	113.6	0.0114653	709.48	
16.9	18.8	17.85	1.3435	33.7	0.941935	0.945513	0.0364245	0.0182639	0.943724	0.00252956	0.968779	0.510544	0.631496	0.213779	0.153772	0.57102	0.0855258	0.349489	0.183799	0.206599	0.128469	0.128974	0.195199	0.0161224	53.3	31.1	67.3433	12.3239	42.2	15.6978	128.5	0.0499459	11128.6	
14.1	12.2	13.15	1.3435	16.5	0.918952	0.89641	0.0532214	0.0358812	0.907681	0.0159391	0.911933	0.700075	0.712871	0.119287	0.175962	0.706473	0.00904755	0.771702	0.657838	0.583338	0.125138	0.14126	0.620588	0.0526795	19.8	17.2	6.54557	5.22388	18.5	1.83848	21.1	0.0120577	6.40598	
23.7	27.3	25.5	2.54558	42.9	0.978226	0.976026	0.00827459	0.0128781	0.977126	0.00155575	0.980947	0.139142	0.167441	0.0567725	0.0707129	0.153291	0.02001	0.23709	0.131808	0.153249	0.051354	0.0641793	0.142528	0.0151613	197.9	191.3	80.9176	80.9459	194.6	4.6669	205	0.00800223	716.234	
22.8	29.4	26.1	4.6669	43	0.975403	0.982821	0.00544313	0.00488004	0.979112	0.00524481	0.981377	0.0863798	0.105222	0.0420259	0.0443191	0.095801	0.0133236	0.151604	0.0813443	0.102987	0.0380996	0.0431676	0.0921658	0.0153039	318.8	329	148.597	147.635	323.9	7.21249	334.5	0.0037399	127.804	
19.3	24.9	22.1	3.9598	35.8	0.95746	0.970128	0.0216404	0.011046	0.963794	0.008958	0.972574	0.243633	0.257215	0.109523	0.0893751	0.250424	0.00960386	0.35291	0.191643	0.247392	0.0704972	0.0921137	0.219518	0.0394203	95.9	107	47.454	40.8629	101.45	7.84889	112.1	0.016406	275.058	
11.2	21.2	16.2	7.07107	26.1	0.893548	0.959487	0.0458548	0.0137975	0.926518	0.0466258	0.949726	0.685469	0.345773	0.2899	0.227222	0.515621	0.240201	0.417231	0.196765	0.334937	0.158643	0.215567	0.265851	0.0977025	23.1	95.4	24.0206	64.6498	59.25	51.1238	96.4	0.0400576	402.729	
15.5	12.9	14.2	1.83848	24.9	0.935887	0.904231	0.0182766	0.0171585	0.920059	0.0223844	0.949061	0.250353	0.349033	0.122357	0.242664	0.299693	0.0697777	0.358688	0.223895	0.185928	0.101224	0.0851282	0.204911	0.0268469	78.9	59.1	49.1448	50.9716	69	14.0007	83.9	0.0627958	1971.81	
17.5	21.8	19.65	3.04056	30	0.944153	0.964231	0.00983344	0.00853525	0.954192	0.014197	0.966002	0.372626	0.41706	0.151195	0.182221	0.394843	0.0314193	0.506417	0.29462	0.368974	0.084663	0.115106	0.331797	0.0525758	52.4	58.2	18.9397	18.57	55.3	4.10122	62.3	0.0218007	140.299	
24.4	22.5	23.45	1.3435	37	0.980242	0.962051	0.00859585	0.0119689	0.971147	0.0128627	0.973983	0.141087	0.144119	0.0396539	0.0509889	0.142603	0.00214383	0.211646	0.138742	0.127986	0.0391713	0.0375867	0.133364	0.00760521	184.5	172.6	53.3505	60.6505	178.55	8.41457	187.8	0.00791451	628.915	
17.5	17.3	17.4	0.141421	25	0.94496	0.935769	0.0289689	0.0192872	0.940364	0.00649863	0.947613	0.477958	0.500264	0.149107	0.200995	0.489111	0.0157727	0.625014	0.438248	0.447689	0.127516	0.157927	0.442969	0.00667593	40.3	39.5	20.1993	18.6205	39.9	0.565685	43.2	0.0162494	36.296	
16.2	22.8	19.5	4.6669	29.1	0.944355	0.966282	0.0156804	0.0095568	0.955318	0.0155049	0.964241	0.55922	0.345815	0.243412	0.181239	0.452517	0.1509	0.431036	0.247459	0.33082	0.152205	0.158724	0.28914	0.058945	35.4	88.4	20.0233	54.5307	61.9	37.4767	89.6	0.0157582	355.427	
23.9	25.9	24.9	1.41421	39.6	0.979032	0.974615	0.0123261	0.00680548	0.976824	0.0031232	0.978795	0.345444	0.442933	0.0957519	0.144754	0.394189	0.068935	0.535285	0.328984	0.356255	0.0947158	0.105504	0.34262	0.019284	76.1	66.6	34.2327	35.5721	71.35	6.71751	79.3	0.00452612	49.8721	
25.3	31.9	28.6	4.6669	50.5	0.985081	0.986795	0.00617402	0.00382473	0.985938	0.00121214	0.989241	0.14761	0.184981	0.0502063	0.0655385	0.166296	0.0264258	0.25823	0.129942	0.163323	0.043518	0.05333	0.146632	0.0236038	191.3	192	71.1634	67.0356	191.65	0.494975	212.9	0.00644934	894.183	
15.7	13.3	14.5	1.69706	19	0.932258	0.888846	0.0268515	0.0395434	0.910552	0.0306969	0.914984	0.38659	0.441042	0.254723	0.277925	0.413816	0.0385037	0.435556	0.359287	0.328993	0.2106	0.245626	0.34414	0.0214216	57.2	46.9	35.6769	35.7194	52.05	7.2832	58.4	0.0149741	30.16	
6.8	10	8.4	2.26274	10.4	0.757661	0.863846	0.0674712	0.0296065	0.810754	0.075084	0.828482	0.847204	0.896349	0.147384	0.12729	0.871777	0.0347508	0.92254	0.613919	0.892063	0.13346	0.137116	0.752991	0.196678	7.3	10.3	2.35938	2.35938	8.8	2.12132	10.4	0.0277164	0.649051	
11.5	9.4	10.45	1.48492	13.3	0.88871	0.844231	0.0430087	0.0571189	0.86647	0.0314513	0.871009	0.804485	0.707211	0.140705	0.129487	0.755848	0.068783	0.879015	0.765414	0.624755	0.138505	0.0982491	0.695085	0.0994613	13.8	13	5.11642	5.31246	13.4	0.565685	14.4	0.016103	2.44957	
10.7	7.9	9.3	1.9799	11.9	0.866532	0.795256	0.0552614	0.0376702	0.830894	0.0503996	0.846088	0.822951	0.805803	0.12776	0.172412	0.814377	0.012125	0.850424	0.775461	0.576352	0.147956	0.10846	0.675906	0.140791	12.3	9.5	3.36815	3.97911	10.9	1.9799	13.2	0.0444614	2.94561	
7.4	3.2	5.3	2.96985	7.4	0.780847	0.41359	0.0469281	0.242962	0.597218	0.25969	0.624335	0.884973	0.960714	0.139603	0.0865862	0.922844	0.0535573	0.884973	0.884973	0.389421	0.139603	0.164212	0.637197	0.350408	7.7	2.4	2.49666	1.57762	5.05	3.74767	7.7	0.142878	0.61432	
19.8	21.5	20.65	1.20208	32.8	0.958468	0.955897	0.0213621	0.0131885	0.957183	0.00181748	0.967449	0.154506	0.16337	0.0849137	0.0795819	0.158938	0.00626791	0.241947	0.145337	0.157273	0.0748638	0.0740195	0.151305	0.00844	162.9	172.4	90.6231	109.738	167.65	6.71751	175.5	0.0212658	504.644	
12.2	29.7	20.95	12.3744	35.3	0.883266	0.978462	0.0459989	0.010534	0.930864	0.0673133	0.949765	0.076585	0.122353	0.0434326	0.0623093	0.0994691	0.032363	0.145146	0.0497265	0.122353	0.0239949	0.0623093	0.0860398	0.0513548	213.2	291.5	118.121	120.107	252.35	55.3665	291.5	0.0279088	839.793	
12.2	12.1	12.15	0.0707107	15.5	0.903629	0.892308	0.025142	0.0402708	0.897968	0.0080054	0.902113	0.64126	0.742309	0.156392	0.1335	0.691785	0.0714521	0.766567	0.608568	0.607187	0.125354	0.167813	0.607877	0.000976209	19.2	16.1	6.14275	5.89633	17.65	2.19203	19.9	0.0105498	1.44891	
18.1	23.4	20.75	3.74767	31.1	0.957056	0.962564	0.0148474	0.0181088	0.95981	0.0038945	0.963889	0.254149	0.20927	0.237785	0.150899	0.23171	0.0317339	0.258597	0.156107	0.199277	0.107276	0.135191	0.177692	0.0305255	181.5	207.3	195.846	194.25	194.4	18.2434	209	0.00776736	552.505	
17.4	16.6	17	0.565685	24.7	0.948589	0.933205	0.0183124	0.015054	0.940897	0.0108778	0.948865	0.467037	0.527068	0.207441	0.232582	0.497053	0.0424485	0.612739	0.426207	0.425924	0.173607	0.18875	0.426065	0.000200145	53.8	47.1	51.3913	47.1745	50.45	4.73762	55.8	0.0184481	49.819	
23.9	22.8	23.35	0.777817	36.8	0.977419	0.964615	0.0103154	0.0112937	0.971017	0.00905377	0.973748	0.185451	0.161794	0.103588	0.0805081	0.173622	0.0167282	0.247128	0.163116	0.157826	0.0775972	0.0805988	0.160471	0.00374086	184.9	187.7	126.237	118.221	186.3	1.9799	192.9	0.00707516	438.397	
23.1	28.3	25.7	3.67696	44.2	0.974194	0.980513	0.0171549	0.0055325	0.977353	0.0044684	0.982629	0.148342	0.150894	0.141903	0.113832	0.149618	0.00180446	0.21842	0.109999	0.144175	0.0624525	0.106266	0.127087	0.0241658	243.6	251.3	133.771	117.979	247.45	5.44472	262.1	0.00993823	846.678	
16.3	17.6	16.95	0.919239	23.7	0.939315	0.938718	0.0177666	0.0217303	0.939016	0.000421837	0.948944	0.487381	0.52071	0.196787	0.184664	0.504046	0.023567	0.593308	0.408236	0.444651	0.108267	0.147111	0.426444	0.0257491	38.1	38.3	17.773	18.7915	38.2	0.141421	42.5	0.0207451	24.8837	
11.1	18.9	15	5.51543	21.2	0.885282	0.946282	0.0297746	0.0149932	0.915782	0.0431334	0.925587	0.241508	0.105908	0.289791	0.0501566	0.173708	0.0958837	0.116702	0.0631465	0.105796	0.0324551	0.0502227	0.0844714	0.0301579	147.5	215.5	141.864	109.477	181.5	48.0833	215.8	0.0135405	477.422	
14.4	16.3	15.35	1.3435	21.7	0.92379	0.924744	0.01931	0.0209275	0.924267	0.000674062	0.93615	0.501275	0.540378	0.185037	0.188348	0.520827	0.0276498	0.662788	0.445043	0.495536	0.150197	0.149804	0.470289	0.0357043	33.6	35.5	20.3535	21.732	34.55	1.3435	37.2	0.0249178	21.7044	
19.7	15.9	17.8	2.68701	24.2	0.962097	0.923718	0.0146869	0.0274454	0.942907	0.0271379	0.944797	0.565186	0.57932	0.116601	0.137023	0.572253	0.00999398	0.6517	0.535273	0.43026	0.121046	0.118796	0.482766	0.0742558	35.3	28.2	9.48742	11.7454	31.75	5.02046	37.4	0.00859108	8.85578	
13.4	15.7	14.55	1.62635	19.4	0.909476	0.922564	0.0229569	0.0196135	0.91602	0.00925482	0.926213	0.294024	0.357659	0.221155	0.276226	0.325842	0.0449968	0.401226	0.283541	0.348028	0.215606	0.283518	0.315785	0.0455995	71.9	66.9	46.6177	39.6553	69.4	3.53553	74.1	0.020158	478.284	
11.1	15.6	13.35	3.18198	17.8	0.879234	0.919872	0.0614429	0.0266555	0.899553	0.0287354	0.912324	0.42803	0.484674	0.314386	0.303878	0.456352	0.0400534	0.546745	0.356939	0.481697	0.266086	0.304577	0.419318	0.0882171	60	62.6	68	67.5906	61.3	1.83848	63.1	0.0226123	14.6243	
13.8	18.1	15.95	3.04056	21.8	0.915927	0.944615	0.0403903	0.0129453	0.930271	0.0202855	0.941119	0.607632	0.670375	0.156868	0.15028	0.639003	0.0443662	0.757312	0.480759	0.645238	0.115098	0.153221	0.562999	0.116304	23.7	27.7	10.3928	8.78193	25.7	2.82843	29	0.0193494	7.01299	
22.7	24	23.35	0.919239	37.6	0.975202	0.965385	0.0104998	0.0159671	0.970293	0.00694167	0.97457	0.183245	0.224282	0.136154	0.176297	0.203764	0.0290179	0.29157	0.178429	0.201781	0.130939	0.180782	0.190105	0.0165124	172.3	150.7	92.5203	83.0971	161.5	15.2735	174.9	0.00986314	985.86	
17.1	19.1	18.1	1.41421	26.9	0.947782	0.944487	0.0186351	0.0219581	0.946135	0.00232997	0.955164	0.238945	0.291857	0.156646	0.176926	0.265401	0.0374147	0.353563	0.229971	0.247015	0.152121	0.143862	0.238493	0.0120517	97.8	86.8	49.5778	48.2972	92.3	7.77817	101.1	0.0190874	183.841	
26.7	30.3	28.5	2.54558	53	0.987903	0.983333	0.00285124	0.00613363	0.985618	0.0032314	0.989828	0.102494	0.110588	0.0418764	0.0428895	0.106541	0.0057234	0.180839	0.0905583	0.103843	0.0344901	0.0424735	0.0972005	0.00939351	301.9	307.9	121.897	104.217	304.9	4.24264	332.3	0.00897877	387.896	
20.4	23.7	22.05	2.33345	33.5	0.966734	0.967051	0.006533	0.00987633	0.966893	0.000224444	0.971714	0.191933	0.215231	0.100269	0.0985629	0.203582	0.0164743	0.270883	0.16717	0.189306	0.0931884	0.107601	0.178238	0.0156521	205.8	184.9	263.329	251.031	195.35	14.7785	221	0.00982158	287.439	
23.7	24	23.85	0.212132	39.6	0.976815	0.968077	0.0155371	0.00878826	0.972446	0.00617841	0.977582	0.215221	0.230737	0.143897	0.198316	0.222979	0.0109717	0.335275	0.200635	0.215345	0.127538	0.170609	0.20799	0.0104019	159.4	160	94.4495	92.0085	159.7	0.424264	164.2	0.0114461	648.479	
25.4	26.3	25.85	0.636396	42	0.983871	0.974615	0.00748355	0.0101274	0.979243	0.00654469	0.980008	0.133087	0.202874	0.0800429	0.112103	0.16798	0.0493464	0.216584	0.132379	0.137114	0.0801863	0.0784824	0.134747	0.00334866	244.8	170.3	132.85	96.2947	207.55	52.6795	246.3	0.00263227	145.616	
7.6	6.2	6.9	0.989949	8.5	0.79375	0.689872	0.0760392	0.111155	0.741811	0.073453	0.756182	0.848422	0.826299	0.128947	0.188852	0.83736	0.0156433	0.865227	0.776358	0.645216	0.128499	0.129706	0.710787	0.0927312	8.2	7.1	2.93636	3.14289	7.65	0.777817	9	0.0522261	0.834059	
18.1	12.7	15.4	3.81838	22.7	0.952621	0.890513	0.0145152	0.0355611	0.921567	0.0439171	0.935407	0.369394	0.385001	0.180886	0.211473	0.377198	0.0110361	0.459814	0.363468	0.253269	0.177387	0.117013	0.308368	0.0779229	66.9	51.8	46.1843	46.0816	59.35	10.6773	67.7	0.0364461	156.256	
16.3	16	16.15	0.212132	21.5	0.940524	0.92641	0.0212572	0.0202638	0.933467	0.00998006	0.939045	0.584951	0.641547	0.124251	0.189852	0.613249	0.0400194	0.748056	0.570466	0.572393	0.120888	0.158376	0.57143	0.00136231	29.4	27.5	13.898	14.5392	28.45	1.3435	30.3	0.0134856	6.34888	
20.7	21.7	21.2	0.707107	31.9	0.964315	0.960385	0.00778236	0.0116323	0.96235	0.00277886	0.965767	0.340553	0.380965	0.173911	0.208725	0.360759	0.0285753	0.480057	0.319967	0.324369	0.162305	0.150502	0.322168	0.00311253	104.9	103.5	118.794	120.361	104.2	0.989949	108.1	0.00750184	250.675	
24	28.6	26.3	3.25269	43.7	0.978024	0.979487	0.0108966	0.00667543	0.978756	0.00103449	0.981768	0.173698	0.142297	0.116285	0.0463374	0.157997	0.0222042	0.2116	0.118265	0.138116	0.0442376	0.0465381	0.12819	0.0140368	182.6	221.9	83.1734	79.8547	202.25	27.7893	229.1	0.00594	511.574	
16.3	21.5	18.9	3.67696	32.4	0.939315	0.959231	0.0289283	0.0138187	0.949273	0.0140829	0.96831	0.502146	0.405169	0.234573	0.121896	0.453657	0.0685728	0.534765	0.274959	0.364209	0.0965136	0.123857	0.319584	0.0631089	40.5	56.4	23.8898	17.1801	48.45	11.243	64.3	0.0362442	774.325	
23.3	29.5	26.4	4.38406	45.8	0.975605	0.982949	0.00751066	0.00604516	0.979277	0.00519291	0.983959	0.124384	0.157108	0.0457401	0.0662666	0.140746	0.0231395	0.229902	0.118118	0.150389	0.0463092	0.059988	0.134254	0.0228195	213.3	218.2	91.9167	94.8517	215.75	3.46482	225.3	0.00861401	407.305	
25.3	32.6	28.95	5.16188	51.2	0.980847	0.988846	0.0129706	0.00452467	0.984846	0.00565642	0.987324	0.062527	0.0683962	0.0339429	0.0221859	0.0654616	0.00415014	0.104861	0.0526797	0.0676875	0.0182912	0.0215419	0.0601836	0.0106121	488.9	528.8	200.026	190.958	508.85	28.2136	532.4	0.00407791	5517.26	
18.7	25.5	22.1	4.80833	33.1	0.959476	0.971154	0.0102561	0.0107307	0.965315	0.00825762	0.969249	0.279454	0.30251	0.18782	0.215369	0.290982	0.0163031	0.377116	0.217352	0.291961	0.160825	0.205435	0.254656	0.0527566	115.9	131.9	97.2253	92.4175	123.9	11.3137	135.3	0.00670758	137.257	
21.1	22.3	21.7	0.848528	34.3	0.967137	0.964487	0.0128235	0.00774083	0.965812	0.00187377	0.971322	0.243128	0.306461	0.163211	0.221927	0.274794	0.0447831	0.362697	0.225578	0.240228	0.161469	0.183394	0.232903	0.0103586	144.2	107.9	126.59	65.6327	126.05	25.668	152.5	0.0115722	253.441	
13	12.1	12.55	0.636396	15.9	0.915524	0.885385	0.035171	0.0520498	0.900454	0.0213119	0.901369	0.722196	0.649763	0.17673	0.154244	0.685979	0.0512172	0.786958	0.649911	0.610681	0.144559	0.145336	0.630296	0.0277398	19	19.1	9.67241	8.97466	19.05	0.0707107	20.4	0.00582537	2.31943	
20.2	22	21.1	1.27279	32	0.959274	0.953846	0.0162072	0.0172217	0.95656	0.0038382	0.961698	0.316104	0.334198	0.10215	0.101114	0.325151	0.0127943	0.433251	0.280238	0.298074	0.100393	0.0743066	0.289156	0.0126125	68.2	70.9	24.3256	25.7097	69.55	1.90919	76.8	0.0112487	47.2461	
20.9	30.2	25.55	6.57609	42.9	0.967137	0.984487	0.0133414	0.00679608	0.975812	0.0122684	0.981534	0.243084	0.203657	0.241087	0.164979	0.22337	0.0278788	0.270399	0.141469	0.198916	0.129	0.164023	0.170192	0.0406211	219.8	258.6	215.08	196.167	239.2	27.4357	264.3	0.00957706	8886.55	
